gene_id	original_edge_id	gene_name	interpretation_role	event_type	reference_factor	original_effect	original_q_value	original_association_status	original_level_factor_soft_flag	scenario_id	scenario_class	scenario_target_gene_id	scenario_target_gene_name	prespecified_seed_count	informative_model_count	completed_converged_seed_count	reliable_factor_match_count	reliable_factor_match_rate	direction_retained_count	direction_retention_rate	magnitude_retained_count	magnitude_retention_rate	low_margin_count	median_aligned_effect	median_q_value	minimum_factor_match_abs_loading_correlation	median_factor_match_abs_loading_correlation	scenario_no_op	no_op_reason	retention_decision
ENSG00000100393.14	TCGA_DRIVER_STATE_0038	EP300	other_strong_driver	relative_cnv	Factor7	-0.208400263918035	0.283940830828338	within_tcga_conditional	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	2	0.666666666666667	0	-0.155824568218145	0.611118471105209	0.977033416772979	0.992314148022101	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000109670.16	TCGA_DRIVER_STATE_0045	FBXW7	other_strong_driver	relative_cnv	Factor7	-0.243303789235754	0.193371519297011	within_tcga_conditional	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	-0.243303789235754	0.193371519297011	0.999817313011878	0.999818522208016	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000109670.16	TCGA_DRIVER_STATE_0045	FBXW7	other_strong_driver	relative_cnv	Factor7	-0.243303789235754	0.193371519297011	within_tcga_conditional	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.209389822618058	0.287688486789799	0.995347852193533	0.995924851590014	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000109670.16	TCGA_DRIVER_STATE_0045	FBXW7	other_strong_driver	relative_cnv	Factor7	-0.243303789235754	0.193371519297011	within_tcga_conditional	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.223013251757572	0.270439920701961	0.995623411386344	0.995645980129931	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000109670.16	TCGA_DRIVER_STATE_0045	FBXW7	other_strong_driver	relative_cnv	Factor7	-0.243303789235754	0.193371519297011	within_tcga_conditional	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.240312723508475	0.24358981415538	0.977033416772979	0.992314148022101	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000167548.16	TCGA_DRIVER_STATE_0003	KMT2D	other_strong_driver	mutation	Factor5	0.362179487179487	0.167683937944865	within_tcga_conditional	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.362179487179487	0.167683937944865	0.999457598772549	0.99997128435452	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000167548.16	TCGA_DRIVER_STATE_0003	KMT2D	other_strong_driver	mutation	Factor5	0.362179487179487	0.167683937944865	within_tcga_conditional	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.365384615384615	0.159065867212484	0.999252549838101	0.999355263440041	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000167548.16	TCGA_DRIVER_STATE_0003	KMT2D	other_strong_driver	mutation	Factor5	0.362179487179487	0.167683937944865	within_tcga_conditional	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.362179487179487	0.186315486605405	0.999360937970359	0.999419669571916	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000167548.16	TCGA_DRIVER_STATE_0003	KMT2D	other_strong_driver	mutation	Factor5	0.362179487179487	0.167683937944865	within_tcga_conditional	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.360576923076923	0.223462224596578	0.997816103677328	0.998913020425008	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000167548.16	TCGA_DRIVER_STATE_0001	KMT2D	other_strong_driver	relative_cnv	Factor2	0.275430665835518	0.138488466026886	within_tcga_conditional	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.278314939618583	0.126809912696737	0.998924467226342	0.999928793988097	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000167548.16	TCGA_DRIVER_STATE_0001	KMT2D	other_strong_driver	relative_cnv	Factor2	0.275430665835518	0.138488466026886	within_tcga_conditional	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.265335707594792	0.155983281245717	0.998123108885465	0.998141320627606	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000167548.16	TCGA_DRIVER_STATE_0001	KMT2D	other_strong_driver	relative_cnv	Factor2	0.275430665835518	0.138488466026886	within_tcga_conditional	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.265895081904235	0.145292209839881	0.998128164107663	0.998401309625071	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000167548.16	TCGA_DRIVER_STATE_0001	KMT2D	other_strong_driver	relative_cnv	Factor2	0.275430665835518	0.138488466026886	within_tcga_conditional	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.279389987119544	0.126809912696737	0.998236495543582	0.998525545261377	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000167548.16	TCGA_DRIVER_STATE_0002	KMT2D	other_strong_driver	relative_cnv	Factor3	-0.312270708246483	0.0524022138510443	within_tcga_supported	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	-0.312270708246483	0.0524022138510443	0.997678508614193	0.999958010079992	FALSE		retained_across_seeds_no_low_margin
ENSG00000167548.16	TCGA_DRIVER_STATE_0002	KMT2D	other_strong_driver	relative_cnv	Factor3	-0.312270708246483	0.0524022138510443	within_tcga_supported	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.304640493056738	0.078370990976072	0.997116738410294	0.997538222217793	FALSE		retained_across_seeds_no_low_margin
ENSG00000167548.16	TCGA_DRIVER_STATE_0002	KMT2D	other_strong_driver	relative_cnv	Factor3	-0.312270708246483	0.0524022138510443	within_tcga_supported	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.308407529421893	0.0616216526032258	0.997599715580116	0.997955929137155	FALSE		retained_across_seeds_no_low_margin
ENSG00000167548.16	TCGA_DRIVER_STATE_0002	KMT2D	other_strong_driver	relative_cnv	Factor3	-0.312270708246483	0.0524022138510443	within_tcga_supported	FALSE	drop_mutation_view	global_view_drop			3	3	3	2	0.666666666666667	2	0.666666666666667	2	0.666666666666667	1	-0.252330254900245	0.232210470070643	0.675872769692935	0.8255558582601	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000148400.12	TCGA_DRIVER_STATE_0010	NOTCH1	other_strong_driver	mutation	Factor7	-0.289648622981956	0.383822420524153	directional_exploratory	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	-0.289648622981956	0.383822420524153	0.999817313011878	0.999818522208016	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000148400.12	TCGA_DRIVER_STATE_0010	NOTCH1	other_strong_driver	mutation	Factor7	-0.289648622981956	0.383822420524153	directional_exploratory	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.339031339031339	0.263466715186754	0.995347852193533	0.995924851590014	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000148400.12	TCGA_DRIVER_STATE_0010	NOTCH1	other_strong_driver	mutation	Factor7	-0.289648622981956	0.383822420524153	directional_exploratory	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.327635327635328	0.357523010388754	0.995623411386344	0.995645980129931	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000148400.12	TCGA_DRIVER_STATE_0010	NOTCH1	other_strong_driver	mutation	Factor7	-0.289648622981956	0.383822420524153	directional_exploratory	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.289648622981956	0.462999636074371	0.977033416772979	0.992314148022101	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000148400.12	TCGA_DRIVER_STATE_0008	NOTCH1	other_strong_driver	relative_cnv	Factor1	0.215133292356625	0.283940830828338	within_tcga_conditional	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.213248803110334	0.301771863672184	0.996667925361895	0.999831609903007	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000148400.12	TCGA_DRIVER_STATE_0008	NOTCH1	other_strong_driver	relative_cnv	Factor1	0.215133292356625	0.283940830828338	within_tcga_conditional	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.23082731879974	0.246233962580636	0.997105913287103	0.99788062376189	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000148400.12	TCGA_DRIVER_STATE_0008	NOTCH1	other_strong_driver	relative_cnv	Factor1	0.215133292356625	0.283940830828338	within_tcga_conditional	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.222678787298776	0.270439920701961	0.996600719700229	0.996616587876539	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000148400.12	TCGA_DRIVER_STATE_0008	NOTCH1	other_strong_driver	relative_cnv	Factor1	0.215133292356625	0.283940830828338	within_tcga_conditional	FALSE	drop_mutation_view	global_view_drop			3	3	3	1	0.333333333333333	1	0.333333333333333	1	0.333333333333333	2	0.213120657841586	0.304691343933186	0.626100009716627	0.638615370148529	FALSE		factor_alignment_unstable
ENSG00000148400.12	TCGA_DRIVER_STATE_0009	NOTCH1	other_strong_driver	relative_cnv	Factor3	0.221306879127476	0.279841925407987	within_tcga_conditional	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.221713928804675	0.27702399629752	0.997678508614193	0.999958010079992	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000148400.12	TCGA_DRIVER_STATE_0009	NOTCH1	other_strong_driver	relative_cnv	Factor3	0.221306879127476	0.279841925407987	within_tcga_conditional	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.226907581167454	0.246233962580636	0.997116738410294	0.997538222217793	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000148400.12	TCGA_DRIVER_STATE_0009	NOTCH1	other_strong_driver	relative_cnv	Factor3	0.221306879127476	0.279841925407987	within_tcga_conditional	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.227781984177733	0.270439920701961	0.997599715580116	0.997955929137155	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000148400.12	TCGA_DRIVER_STATE_0009	NOTCH1	other_strong_driver	relative_cnv	Factor3	0.221306879127476	0.279841925407987	within_tcga_conditional	FALSE	drop_mutation_view	global_view_drop			3	3	3	2	0.666666666666667	2	0.666666666666667	1	0.333333333333333	1	0.158387552172299	0.633120779225769	0.675872769692935	0.8255558582601	FALSE		direction_retained_effect_attenuation
ENSG00000148400.12	TCGA_DRIVER_STATE_0011	NOTCH1	other_strong_driver	relative_cnv	Factor7	0.358889670020717	0.012228683187433	within_tcga_supported	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.358889670020717	0.012228683187433	0.999817313011878	0.999818522208016	FALSE		retained_across_seeds_no_low_margin
ENSG00000148400.12	TCGA_DRIVER_STATE_0011	NOTCH1	other_strong_driver	relative_cnv	Factor7	0.358889670020717	0.012228683187433	within_tcga_supported	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.300380047901862	0.078370990976072	0.995347852193533	0.995924851590014	FALSE		retained_across_seeds_no_low_margin
ENSG00000148400.12	TCGA_DRIVER_STATE_0011	NOTCH1	other_strong_driver	relative_cnv	Factor7	0.358889670020717	0.012228683187433	within_tcga_supported	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.307541107037769	0.0616216526032258	0.995623411386344	0.995645980129931	FALSE		retained_across_seeds_no_low_margin
ENSG00000148400.12	TCGA_DRIVER_STATE_0011	NOTCH1	other_strong_driver	relative_cnv	Factor7	0.358889670020717	0.012228683187433	within_tcga_supported	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.357540375720373	0.0149649028263324	0.977033416772979	0.992314148022101	FALSE		retained_across_seeds_no_low_margin
ENSG00000074181.9	TCGA_DRIVER_STATE_0016	NOTCH3	other_strong_driver	relative_cnv	Factor1	0.254109213092543	0.16303172875576	within_tcga_conditional	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.254109213092543	0.16303172875576	0.996667925361895	0.999831609903007	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000074181.9	TCGA_DRIVER_STATE_0016	NOTCH3	other_strong_driver	relative_cnv	Factor1	0.254109213092543	0.16303172875576	within_tcga_conditional	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.252476046622711	0.169937424912664	0.997105913287103	0.99788062376189	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000074181.9	TCGA_DRIVER_STATE_0016	NOTCH3	other_strong_driver	relative_cnv	Factor1	0.254109213092543	0.16303172875576	within_tcga_conditional	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.259845812903663	0.145292209839881	0.996600719700229	0.996616587876539	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000074181.9	TCGA_DRIVER_STATE_0016	NOTCH3	other_strong_driver	relative_cnv	Factor1	0.254109213092543	0.16303172875576	within_tcga_conditional	FALSE	drop_mutation_view	global_view_drop			3	3	3	1	0.333333333333333	1	0.333333333333333	1	0.333333333333333	2	0.254396453426434	0.160189631828942	0.626100009716627	0.638615370148529	FALSE		factor_alignment_unstable
ENSG00000185920.16	TCGA_DRIVER_STATE_0020	PTCH1	other_strong_driver	amplification	Factor5	0.439393939393939	0.394797036461881	directional_exploratory	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.435606060606061	0.394797036461881	0.999457598772549	0.99997128435452	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0020	PTCH1	other_strong_driver	amplification	Factor5	0.439393939393939	0.394797036461881	directional_exploratory	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.450757575757576	0.30547574169048	0.999252549838101	0.999355263440041	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0020	PTCH1	other_strong_driver	amplification	Factor5	0.439393939393939	0.394797036461881	directional_exploratory	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.431818181818182	0.492325998188562	0.999360937970359	0.999419669571916	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0020	PTCH1	other_strong_driver	amplification	Factor5	0.439393939393939	0.394797036461881	directional_exploratory	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.443181818181818	0.433482515822744	0.997816103677328	0.998913020425008	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0021	PTCH1	other_strong_driver	amplification	Factor6	0.53030303030303	0.254622778770024	within_tcga_conditional	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.526515151515152	0.254622778770024	0.999813940956675	0.999985511186886	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0021	PTCH1	other_strong_driver	amplification	Factor6	0.53030303030303	0.254622778770024	within_tcga_conditional	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.515151515151515	0.218879632253449	0.997750228728005	0.997950801414186	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0021	PTCH1	other_strong_driver	amplification	Factor6	0.53030303030303	0.254622778770024	within_tcga_conditional	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.518939393939394	0.298976656552962	0.998031950839543	0.998215590521335	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0021	PTCH1	other_strong_driver	amplification	Factor6	0.53030303030303	0.254622778770024	within_tcga_conditional	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.5	0.433482515822744	0.99718962324442	0.997437168009455	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0023	PTCH1	other_strong_driver	amplification	Factor7	0.59469696969697	0.247906613381428	within_tcga_conditional	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.59469696969697	0.246799435146972	0.999817313011878	0.999818522208016	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0023	PTCH1	other_strong_driver	amplification	Factor7	0.59469696969697	0.247906613381428	within_tcga_conditional	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.564393939393939	0.218879632253449	0.995347852193533	0.995924851590014	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0023	PTCH1	other_strong_driver	amplification	Factor7	0.59469696969697	0.247906613381428	within_tcga_conditional	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.587121212121212	0.269806532126882	0.995623411386344	0.995645980129931	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0023	PTCH1	other_strong_driver	amplification	Factor7	0.59469696969697	0.247906613381428	within_tcga_conditional	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.446969696969697	0.433482515822744	0.977033416772979	0.992314148022101	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0024	PTCH1	other_strong_driver	amplification	Factor8	0.507575757575758	0.254622778770024	within_tcga_conditional	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.507575757575758	0.254622778770024	0.991009230860003	0.99798752661386	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0024	PTCH1	other_strong_driver	amplification	Factor8	0.507575757575758	0.254622778770024	within_tcga_conditional	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.522727272727273	0.218879632253449	0.873642525676316	0.905448312409044	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0024	PTCH1	other_strong_driver	amplification	Factor8	0.507575757575758	0.254622778770024	within_tcga_conditional	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	1	0.333333333333333	0	0.0643939393939395	1	0.79820305758115	0.799998610829623	FALSE		direction_retained_effect_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0024	PTCH1	other_strong_driver	amplification	Factor8	0.507575757575758	0.254622778770024	within_tcga_conditional	FALSE	drop_mutation_view	global_view_drop			3	3	3	1	0.333333333333333	1	0.333333333333333	1	0.333333333333333	2	0.515151515151515	0.246799435146972	0.691002087714637	0.707054180616254	FALSE		factor_alignment_unstable
ENSG00000185920.16	TCGA_DRIVER_STATE_0017	PTCH1	other_strong_driver	mutation	Factor1	0.500821018062397	0.173841101375178	within_tcga_conditional	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.500821018062397	0.173860512851902	0.996667925361895	0.999831609903007	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0017	PTCH1	other_strong_driver	mutation	Factor1	0.500821018062397	0.173841101375178	within_tcga_conditional	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.507389162561576	0.171621408410859	0.997105913287103	0.99788062376189	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0017	PTCH1	other_strong_driver	mutation	Factor1	0.500821018062397	0.173841101375178	within_tcga_conditional	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.497536945812808	0.199211263919436	0.996600719700229	0.996616587876539	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0017	PTCH1	other_strong_driver	mutation	Factor1	0.500821018062397	0.173841101375178	within_tcga_conditional	FALSE	drop_mutation_view	global_view_drop			3	3	3	1	0.333333333333333	1	0.333333333333333	1	0.333333333333333	2	0.513957307060755	0.173860512851902	0.626100009716627	0.638615370148529	FALSE		factor_alignment_unstable
ENSG00000185920.16	TCGA_DRIVER_STATE_0018	PTCH1	other_strong_driver	relative_cnv	Factor2	-0.261558945241627	0.16303172875576	within_tcga_conditional	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	-0.261558945241627	0.16303172875576	0.998924467226342	0.999928793988097	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0018	PTCH1	other_strong_driver	relative_cnv	Factor2	-0.261558945241627	0.16303172875576	within_tcga_conditional	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.271558380385356	0.150438195071433	0.998123108885465	0.998141320627606	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0018	PTCH1	other_strong_driver	relative_cnv	Factor2	-0.261558945241627	0.16303172875576	within_tcga_conditional	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.271161153015246	0.145292209839881	0.998128164107663	0.998401309625071	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0018	PTCH1	other_strong_driver	relative_cnv	Factor2	-0.261558945241627	0.16303172875576	within_tcga_conditional	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.258235985510899	0.195599757023085	0.998236495543582	0.998525545261377	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0019	PTCH1	other_strong_driver	relative_cnv	Factor3	0.201646363246005	0.289705020235148	directional_exploratory	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.201646363246005	0.289705020235148	0.997678508614193	0.999958010079992	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0019	PTCH1	other_strong_driver	relative_cnv	Factor3	0.201646363246005	0.289705020235148	directional_exploratory	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.198896327606783	0.287688486789799	0.997116738410294	0.997538222217793	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0019	PTCH1	other_strong_driver	relative_cnv	Factor3	0.201646363246005	0.289705020235148	directional_exploratory	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.19981300615319	0.3357535148037	0.997599715580116	0.997955929137155	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0019	PTCH1	other_strong_driver	relative_cnv	Factor3	0.201646363246005	0.289705020235148	directional_exploratory	FALSE	drop_mutation_view	global_view_drop			3	3	3	2	0.666666666666667	2	0.666666666666667	1	0.333333333333333	1	0.141496972625895	0.652345671966593	0.675872769692935	0.8255558582601	FALSE		direction_retained_effect_attenuation
ENSG00000185920.16	TCGA_DRIVER_STATE_0022	PTCH1	other_strong_driver	relative_cnv	Factor7	0.391559241097994	0.00456908290421296	within_tcga_supported	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.39266689434157	0.00434740949732637	0.999817313011878	0.999818522208016	FALSE		retained_across_seeds_no_low_margin
ENSG00000185920.16	TCGA_DRIVER_STATE_0022	PTCH1	other_strong_driver	relative_cnv	Factor7	0.391559241097994	0.00456908290421296	within_tcga_supported	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.339782181201739	0.0387191768334141	0.995347852193533	0.995924851590014	FALSE		retained_across_seeds_no_low_margin
ENSG00000185920.16	TCGA_DRIVER_STATE_0022	PTCH1	other_strong_driver	relative_cnv	Factor7	0.391559241097994	0.00456908290421296	within_tcga_supported	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.353066381136763	0.0231481810140558	0.995623411386344	0.995645980129931	FALSE		retained_across_seeds_no_low_margin
ENSG00000185920.16	TCGA_DRIVER_STATE_0022	PTCH1	other_strong_driver	relative_cnv	Factor7	0.391559241097994	0.00456908290421296	within_tcga_supported	FALSE	drop_mutation_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.387350158772406	0.00805182279675931	0.977033416772979	0.992314148022101	FALSE		retained_across_seeds_no_low_margin
ENSG00000127616.19	TCGA_DRIVER_STATE_0068	SMARCA4	other_strong_driver	mutation	Factor1	-0.947454844006568	0.0012087269522841	within_tcga_supported	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	-0.947454844006568	0.0012087269522841	0.996667925361895	0.999831609903007	FALSE		retained_across_seeds_no_low_margin
ENSG00000127616.19	TCGA_DRIVER_STATE_0068	SMARCA4	other_strong_driver	mutation	Factor1	-0.947454844006568	0.0012087269522841	within_tcga_supported	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.924466338259442	0.00186811546764785	0.997105913287103	0.99788062376189	FALSE		retained_across_seeds_no_low_margin
ENSG00000127616.19	TCGA_DRIVER_STATE_0068	SMARCA4	other_strong_driver	mutation	Factor1	-0.947454844006568	0.0012087269522841	within_tcga_supported	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	-0.888341543513957	0.00363091838726781	0.996600719700229	0.996616587876539	FALSE		retained_across_seeds_no_low_margin
ENSG00000127616.19	TCGA_DRIVER_STATE_0068	SMARCA4	other_strong_driver	mutation	Factor1	-0.947454844006568	0.0012087269522841	within_tcga_supported	FALSE	drop_mutation_view	global_view_drop			3	3	3	1	0.333333333333333	1	0.333333333333333	1	0.333333333333333	2	-0.954022988505747	0.00106544742915805	0.626100009716627	0.638615370148529	FALSE		factor_alignment_unstable
ENSG00000127616.19	TCGA_DRIVER_STATE_0069	SMARCA4	other_strong_driver	mutation	Factor2	0.382594417077176	0.383822420524153	directional_exploratory	FALSE	baseline	baseline_multi_seed			3	3	3	3	1	3	1	3	1	0	0.369458128078818	0.40449379410336	0.998924467226342	0.999928793988097	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000127616.19	TCGA_DRIVER_STATE_0069	SMARCA4	other_strong_driver	mutation	Factor2	0.382594417077176	0.383822420524153	directional_exploratory	FALSE	drop_both_event_views	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.385878489326765	0.346241563155278	0.998123108885465	0.998141320627606	FALSE		direction_and_magnitude_retained_statistical_attenuation
ENSG00000127616.19	TCGA_DRIVER_STATE_0069	SMARCA4	other_strong_driver	mutation	Factor2	0.382594417077176	0.383822420524153	directional_exploratory	FALSE	drop_cnv_view	global_view_drop			3	3	3	3	1	3	1	3	1	0	0.399014778325123	0.418618363198375	0.998128164107663	0.998401309625071	FALSE		direction_and_magnitude_retained_statistical_attenuation
