scope	layer	entity_id	metric	observed	status
sample	CNV_gene	TCGA-LN-A4A2	missing_fraction	0.006812596	pass
sample	CNV_gene	TCGA-LN-A4A3	missing_fraction	0.006037313	pass
sample	CNV_gene	TCGA-LN-A4A4	missing_fraction	0.006532174	pass
sample	CNV_gene	TCGA-LN-A4A5	missing_fraction	0.006482688	pass
sample	CNV_gene	TCGA-LN-A4A6	missing_fraction	0.005839368	pass
sample	CNV_gene	TCGA-LN-A4A8	missing_fraction	0.006482688	pass
sample	CNV_gene	TCGA-LN-A4A9	missing_fraction	0.006614651	pass
sample	CNV_gene	TCGA-LN-A4MQ	missing_fraction	0.006664137	pass
sample	CNV_gene	TCGA-LN-A4MR	missing_fraction	0.006647642	pass
sample	CNV_gene	TCGA-LN-A5U5	missing_fraction	0.006631147	pass
sample	CNV_gene	TCGA-LN-A5U6	missing_fraction	0.006631147	pass
sample	CNV_gene	TCGA-LN-A5U7	missing_fraction	0.006697128	pass
sample	CNV_gene	TCGA-LN-A7HV	missing_fraction	0.006449697	pass
sample	CNV_gene	TCGA-LN-A7HW	missing_fraction	0.006911568	pass
sample	CNV_gene	TCGA-LN-A7HX	missing_fraction	0.006680633	pass
sample	CNV_gene	TCGA-LN-A7HY	missing_fraction	0.0067961	pass
sample	CNV_gene	TCGA-LN-A7HZ	missing_fraction	0.006680633	pass
sample	CNV_gene	TCGA-LN-A8HZ	missing_fraction	0.006466193	pass
sample	CNV_gene	TCGA-LN-A8I0	missing_fraction	0.006268248	pass
sample	CNV_gene	TCGA-LN-A8I1	missing_fraction	0.006878577	pass
sample	CNV_gene	TCGA-LN-A9FO	missing_fraction	0.005839368	pass
sample	CNV_gene	TCGA-LN-A9FP	missing_fraction	0.005839368	pass
sample	CNV_gene	TCGA-LN-A9FQ	missing_fraction	0.006004322	pass
sample	CNV_gene	TCGA-LN-A9FR	missing_fraction	0.006779605	pass
sample	CNV_gene	TCGA-Q9-A6FU	missing_fraction	0.006647642	pass
sample	CNV_gene	TCGA-S8-A6BW	missing_fraction	0.00654867	pass
sample	CNV_gene	TCGA-V5-A7RC	missing_fraction	0.006631147	pass
sample	CNV_gene	TCGA-V5-AASV	missing_fraction	0.006416707	pass
sample	CNV_gene	TCGA-VR-A8EO	missing_fraction	0.006020817	pass
sample	CNV_gene	TCGA-VR-A8EP	missing_fraction	0.006416707	pass
sample	CNV_gene	TCGA-VR-A8ER	missing_fraction	0.00654867	pass
sample	CNV_gene	TCGA-VR-A8ET	missing_fraction	0.006400211	pass
sample	CNV_gene	TCGA-VR-A8EU	missing_fraction	0.006647642	pass
sample	CNV_gene	TCGA-VR-A8EW	missing_fraction	0.00658166	pass
sample	CNV_gene	TCGA-VR-A8EX	missing_fraction	0.006037313	pass
sample	CNV_gene	TCGA-VR-A8EY	missing_fraction	0.005905349	pass
sample	CNV_gene	TCGA-VR-A8EZ	missing_fraction	0.006779605	pass
sample	CNV_gene	TCGA-VR-A8Q7	missing_fraction	0.005806377	pass
sample	CNV_gene	TCGA-VR-AA4G	missing_fraction	0.006449697	pass
sample	CNV_gene	TCGA-VR-AA7B	missing_fraction	0.005921845	pass
sample	CNV_gene	TCGA-VR-AA7D	missing_fraction	0.006433202	pass
sample	CNV_gene	TCGA-VR-AA7I	missing_fraction	0.006268248	pass
sample	CNV_gene	TCGA-XP-A8T6	missing_fraction	0.006020817	pass
sample	CNV_gene	TCGA-XP-A8T7	missing_fraction	0.006449697	pass
sample	CNV_gene	TCGA-XP-A8T8	missing_fraction	0.008528116	soft_flag
sample	CNV_gene	TCGA-Z6-A8JD	missing_fraction	0.005921845	pass
sample	CNV_gene	TCGA-Z6-A8JE	missing_fraction	0.005954836	pass
sample	CNV_gene	TCGA-Z6-A9VB	missing_fraction	0.006565165	pass
sample	CNV_gene	TCGA-Z6-AAPN	missing_fraction	0.006565165	pass
layer	CNV_gene	all	matrix_dimension	60623x96	pass
sample	CNV_segment	TCGA-IC-A6RF	segment_count	110	pass
sample	CNV_segment	TCGA-IG-A3I8	segment_count	169	pass
sample	CNV_segment	TCGA-IG-A3QL	segment_count	148	pass
sample	CNV_segment	TCGA-IG-A3Y9	segment_count	164	pass
sample	CNV_segment	TCGA-IG-A3YA	segment_count	141	pass
sample	CNV_segment	TCGA-IG-A3YB	segment_count	264	pass
sample	CNV_segment	TCGA-IG-A3YC	segment_count	258	pass
sample	CNV_segment	TCGA-IG-A4P3	segment_count	164	pass
sample	CNV_segment	TCGA-IG-A4QT	segment_count	101	pass
sample	CNV_segment	TCGA-IG-A50L	segment_count	248	pass
sample	CNV_segment	TCGA-IG-A51D	segment_count	135	pass
sample	CNV_segment	TCGA-IG-A5B8	segment_count	130	pass
sample	CNV_segment	TCGA-IG-A5S3	segment_count	125	pass
sample	CNV_segment	TCGA-IG-A625	segment_count	133	pass
sample	CNV_segment	TCGA-IG-A6QS	segment_count	175	pass
sample	CNV_segment	TCGA-IG-A8O2	segment_count	282	pass
sample	CNV_segment	TCGA-IG-A97H	segment_count	220	pass
sample	CNV_segment	TCGA-IG-A97I	segment_count	172	pass
sample	CNV_segment	TCGA-JY-A6FA	segment_count	367	pass
sample	CNV_segment	TCGA-JY-A6FD	segment_count	163	pass
sample	CNV_segment	TCGA-JY-A6FE	segment_count	260	pass
sample	CNV_segment	TCGA-JY-A6FG	segment_count	156	pass
sample	CNV_segment	TCGA-JY-A93F	segment_count	110	pass
sample	CNV_segment	TCGA-KH-A6WC	segment_count	82	pass
sample	CNV_segment	TCGA-L5-A43H	segment_count	142	pass
sample	CNV_segment	TCGA-L5-A43J	segment_count	255	pass
sample	CNV_segment	TCGA-L5-A4OM	segment_count	154	pass
sample	CNV_segment	TCGA-L5-A88S	segment_count	243	pass
sample	CNV_segment	TCGA-L5-A88W	segment_count	93	pass
sample	CNV_segment	TCGA-L5-A88Z	segment_count	129	pass
sample	CNV_segment	TCGA-L5-A8NK	segment_count	137	pass
sample	CNV_segment	TCGA-L5-A8NQ	segment_count	215	pass
sample	CNV_segment	TCGA-L7-A56G	segment_count	164	pass
sample	CNV_segment	TCGA-LN-A49K	segment_count	177	pass
sample	CNV_segment	TCGA-LN-A49L	segment_count	413	pass
sample	CNV_segment	TCGA-LN-A49M	segment_count	166	pass
sample	CNV_segment	TCGA-LN-A49N	segment_count	123	pass
sample	CNV_segment	TCGA-LN-A49O	segment_count	211	pass
sample	CNV_segment	TCGA-LN-A49P	segment_count	176	pass
sample	CNV_segment	TCGA-LN-A49R	segment_count	300	pass
sample	CNV_segment	TCGA-LN-A49S	segment_count	263	pass
sample	CNV_segment	TCGA-LN-A49U	segment_count	201	pass
sample	CNV_segment	TCGA-LN-A49V	segment_count	221	pass
sample	CNV_segment	TCGA-LN-A49W	segment_count	345	pass
sample	CNV_segment	TCGA-LN-A49X	segment_count	193	pass
sample	CNV_segment	TCGA-LN-A49Y	segment_count	235	pass
sample	CNV_segment	TCGA-LN-A4A1	segment_count	272	pass
sample	CNV_segment	TCGA-LN-A4A2	segment_count	215	pass
sample	CNV_segment	TCGA-LN-A4A3	segment_count	146	pass
sample	CNV_segment	TCGA-LN-A4A4	segment_count	182	pass
sample	CNV_segment	TCGA-LN-A4A5	segment_count	193	pass
sample	CNV_segment	TCGA-LN-A4A6	segment_count	208	pass
sample	CNV_segment	TCGA-LN-A4A8	segment_count	145	pass
sample	CNV_segment	TCGA-LN-A4A9	segment_count	332	pass
sample	CNV_segment	TCGA-LN-A4MQ	segment_count	307	pass
sample	CNV_segment	TCGA-LN-A4MR	segment_count	186	pass
sample	CNV_segment	TCGA-LN-A5U5	segment_count	269	pass
sample	CNV_segment	TCGA-LN-A5U6	segment_count	371	pass
sample	CNV_segment	TCGA-LN-A5U7	segment_count	323	pass
sample	CNV_segment	TCGA-LN-A7HV	segment_count	198	pass
sample	CNV_segment	TCGA-LN-A7HW	segment_count	223	pass
sample	CNV_segment	TCGA-LN-A7HX	segment_count	323	pass
sample	CNV_segment	TCGA-LN-A7HY	segment_count	413	pass
sample	CNV_segment	TCGA-LN-A7HZ	segment_count	212	pass
sample	CNV_segment	TCGA-LN-A8HZ	segment_count	322	pass
sample	CNV_segment	TCGA-LN-A8I0	segment_count	207	pass
sample	CNV_segment	TCGA-LN-A8I1	segment_count	386	pass
sample	CNV_segment	TCGA-LN-A9FO	segment_count	206	pass
sample	CNV_segment	TCGA-LN-A9FP	segment_count	101	pass
sample	CNV_segment	TCGA-LN-A9FQ	segment_count	203	pass
sample	CNV_segment	TCGA-LN-A9FR	segment_count	163	pass
sample	CNV_segment	TCGA-Q9-A6FU	segment_count	232	pass
sample	CNV_segment	TCGA-S8-A6BW	segment_count	196	pass
sample	CNV_segment	TCGA-V5-A7RC	segment_count	242	pass
sample	CNV_segment	TCGA-V5-AASV	segment_count	155	pass
sample	CNV_segment	TCGA-VR-A8EO	segment_count	280	pass
sample	CNV_segment	TCGA-VR-A8EP	segment_count	176	pass
sample	CNV_segment	TCGA-VR-A8ER	segment_count	232	pass
sample	CNV_segment	TCGA-VR-A8ET	segment_count	129	pass
sample	CNV_segment	TCGA-VR-A8EU	segment_count	351	pass
sample	CNV_segment	TCGA-VR-A8EW	segment_count	244	pass
sample	CNV_segment	TCGA-VR-A8EX	segment_count	373	pass
sample	CNV_segment	TCGA-VR-A8EY	segment_count	278	pass
sample	CNV_segment	TCGA-VR-A8EZ	segment_count	343	pass
sample	CNV_segment	TCGA-VR-A8Q7	segment_count	339	pass
sample	CNV_segment	TCGA-VR-AA4G	segment_count	188	pass
sample	CNV_segment	TCGA-VR-AA7B	segment_count	329	pass
sample	CNV_segment	TCGA-VR-AA7D	segment_count	150	pass
sample	CNV_segment	TCGA-VR-AA7I	segment_count	237	pass
sample	CNV_segment	TCGA-XP-A8T6	segment_count	393	pass
sample	CNV_segment	TCGA-XP-A8T7	segment_count	221	pass
sample	CNV_segment	TCGA-XP-A8T8	segment_count	254	pass
sample	CNV_segment	TCGA-Z6-A8JD	segment_count	254	pass
sample	CNV_segment	TCGA-Z6-A8JE	segment_count	224	pass
sample	CNV_segment	TCGA-Z6-A9VB	segment_count	212	pass
sample	CNV_segment	TCGA-Z6-AAPN	segment_count	268	pass
sample	Mutation	TCGA-IC-A6RF	nonsynonymous_variant_count	84	pass
sample	Mutation	TCGA-IG-A3I8	nonsynonymous_variant_count	72	pass
sample	Mutation	TCGA-IG-A3QL	nonsynonymous_variant_count	73	pass
sample	Mutation	TCGA-IG-A3Y9	nonsynonymous_variant_count	165	pass
sample	Mutation	TCGA-IG-A3YA	nonsynonymous_variant_count	61	pass
sample	Mutation	TCGA-IG-A3YB	nonsynonymous_variant_count	66	pass
sample	Mutation	TCGA-IG-A3YC	nonsynonymous_variant_count	41	pass
sample	Mutation	TCGA-IG-A4P3	nonsynonymous_variant_count	175	pass
sample	Mutation	TCGA-IG-A4QT	nonsynonymous_variant_count	0	pass
sample	Mutation	TCGA-IG-A50L	nonsynonymous_variant_count	86	pass
sample	Mutation	TCGA-IG-A51D	nonsynonymous_variant_count	114	pass
sample	Mutation	TCGA-IG-A5B8	nonsynonymous_variant_count	194	pass
sample	Mutation	TCGA-IG-A5S3	nonsynonymous_variant_count	53	pass
sample	Mutation	TCGA-IG-A625	nonsynonymous_variant_count	44	pass
sample	Mutation	TCGA-IG-A6QS	nonsynonymous_variant_count	47	pass
sample	Mutation	TCGA-IG-A8O2	nonsynonymous_variant_count	104	pass
sample	Mutation	TCGA-IG-A97H	nonsynonymous_variant_count	79	pass
sample	Mutation	TCGA-IG-A97I	nonsynonymous_variant_count	88	pass
sample	Mutation	TCGA-JY-A6FA	nonsynonymous_variant_count	97	pass
sample	Mutation	TCGA-JY-A6FD	nonsynonymous_variant_count	111	pass
sample	Mutation	TCGA-JY-A6FE	nonsynonymous_variant_count	47	pass
sample	Mutation	TCGA-JY-A6FG	nonsynonymous_variant_count	175	pass
sample	Mutation	TCGA-JY-A93F	nonsynonymous_variant_count	76	pass
sample	Mutation	TCGA-KH-A6WC	nonsynonymous_variant_count	13	pass
sample	Mutation	TCGA-L5-A43H	nonsynonymous_variant_count	69	pass
sample	Mutation	TCGA-L5-A43J	nonsynonymous_variant_count	655	pass
sample	Mutation	TCGA-L5-A4OM	nonsynonymous_variant_count	58	pass
sample	Mutation	TCGA-L5-A88S	nonsynonymous_variant_count	71	pass
sample	Mutation	TCGA-L5-A88W	nonsynonymous_variant_count	116	pass
sample	Mutation	TCGA-L5-A88Z	nonsynonymous_variant_count	58	pass
sample	Mutation	TCGA-L5-A8NK	nonsynonymous_variant_count	145	pass
sample	Mutation	TCGA-L5-A8NQ	nonsynonymous_variant_count	164	pass
sample	Mutation	TCGA-L7-A56G	nonsynonymous_variant_count	62	pass
sample	Mutation	TCGA-LN-A49K	nonsynonymous_variant_count	68	pass
sample	Mutation	TCGA-LN-A49L	nonsynonymous_variant_count	134	pass
sample	Mutation	TCGA-LN-A49M	nonsynonymous_variant_count	181	pass
sample	Mutation	TCGA-LN-A49N	nonsynonymous_variant_count	46	pass
sample	Mutation	TCGA-LN-A49O	nonsynonymous_variant_count	56	pass
sample	Mutation	TCGA-LN-A49P	nonsynonymous_variant_count	58	pass
sample	Mutation	TCGA-LN-A49R	nonsynonymous_variant_count	98	pass
sample	Mutation	TCGA-LN-A49S	nonsynonymous_variant_count	99	pass
sample	Mutation	TCGA-LN-A49U	nonsynonymous_variant_count	101	pass
sample	Mutation	TCGA-LN-A49V	nonsynonymous_variant_count	79	pass
sample	Mutation	TCGA-LN-A49W	nonsynonymous_variant_count	63	pass
sample	Mutation	TCGA-LN-A49X	nonsynonymous_variant_count	53	pass
sample	Mutation	TCGA-LN-A49Y	nonsynonymous_variant_count	191	pass
sample	Mutation	TCGA-LN-A4A1	nonsynonymous_variant_count	98	pass
sample	Mutation	TCGA-LN-A4A2	nonsynonymous_variant_count	112	pass
sample	Mutation	TCGA-LN-A4A3	nonsynonymous_variant_count	49	pass
sample	Mutation	TCGA-LN-A4A4	nonsynonymous_variant_count	80	pass
sample	Mutation	TCGA-LN-A4A5	nonsynonymous_variant_count	52	pass
sample	Mutation	TCGA-LN-A4A6	nonsynonymous_variant_count	88	pass
sample	Mutation	TCGA-LN-A4A8	nonsynonymous_variant_count	83	pass
sample	Mutation	TCGA-LN-A4A9	nonsynonymous_variant_count	169	pass
sample	Mutation	TCGA-LN-A4MQ	nonsynonymous_variant_count	61	pass
sample	Mutation	TCGA-LN-A4MR	nonsynonymous_variant_count	125	pass
sample	Mutation	TCGA-LN-A5U5	nonsynonymous_variant_count	43	pass
sample	Mutation	TCGA-LN-A5U6	nonsynonymous_variant_count	84	pass
sample	Mutation	TCGA-LN-A5U7	nonsynonymous_variant_count	96	pass
sample	Mutation	TCGA-LN-A7HV	nonsynonymous_variant_count	82	pass
sample	Mutation	TCGA-LN-A7HW	nonsynonymous_variant_count	74	pass
sample	Mutation	TCGA-LN-A7HX	nonsynonymous_variant_count	81	pass
sample	Mutation	TCGA-LN-A7HY	nonsynonymous_variant_count	125	pass
sample	Mutation	TCGA-LN-A7HZ	nonsynonymous_variant_count	48	pass
sample	Mutation	TCGA-LN-A8HZ	nonsynonymous_variant_count	79	pass
sample	Mutation	TCGA-LN-A8I0	nonsynonymous_variant_count	37	pass
sample	Mutation	TCGA-LN-A8I1	nonsynonymous_variant_count	76	pass
sample	Mutation	TCGA-LN-A9FO	nonsynonymous_variant_count	73	pass
sample	Mutation	TCGA-LN-A9FP	nonsynonymous_variant_count	275	pass
sample	Mutation	TCGA-LN-A9FQ	nonsynonymous_variant_count	76	pass
sample	Mutation	TCGA-LN-A9FR	nonsynonymous_variant_count	56	pass
sample	Mutation	TCGA-Q9-A6FU	nonsynonymous_variant_count	124	pass
sample	Mutation	TCGA-S8-A6BW	nonsynonymous_variant_count	72	pass
sample	Mutation	TCGA-V5-A7RC	nonsynonymous_variant_count	83	pass
sample	Mutation	TCGA-V5-AASV	nonsynonymous_variant_count	105	pass
sample	Mutation	TCGA-VR-A8EO	nonsynonymous_variant_count	39	pass
sample	Mutation	TCGA-VR-A8EP	nonsynonymous_variant_count	81	pass
sample	Mutation	TCGA-VR-A8ER	nonsynonymous_variant_count	45	pass
sample	Mutation	TCGA-VR-A8ET	nonsynonymous_variant_count	10	pass
sample	Mutation	TCGA-VR-A8EU	nonsynonymous_variant_count	77	pass
sample	Mutation	TCGA-VR-A8EW	nonsynonymous_variant_count	86	pass
sample	Mutation	TCGA-VR-A8EX	nonsynonymous_variant_count	96	pass
sample	Mutation	TCGA-VR-A8EY	nonsynonymous_variant_count	84	pass
sample	Mutation	TCGA-VR-A8EZ	nonsynonymous_variant_count	121	pass
sample	Mutation	TCGA-VR-A8Q7	nonsynonymous_variant_count	78	pass
sample	Mutation	TCGA-VR-AA4G	nonsynonymous_variant_count	49	pass
sample	Mutation	TCGA-VR-AA7B	nonsynonymous_variant_count	142	pass
sample	Mutation	TCGA-VR-AA7D	nonsynonymous_variant_count	79	pass
sample	Mutation	TCGA-VR-AA7I	nonsynonymous_variant_count	92	pass
sample	Mutation	TCGA-XP-A8T6	nonsynonymous_variant_count	72	pass
sample	Mutation	TCGA-XP-A8T7	nonsynonymous_variant_count	66	pass
sample	Mutation	TCGA-XP-A8T8	nonsynonymous_variant_count	82	pass
sample	Mutation	TCGA-Z6-A8JD	nonsynonymous_variant_count	149	pass
sample	Mutation	TCGA-Z6-A8JE	nonsynonymous_variant_count	143	pass
sample	Mutation	TCGA-Z6-A9VB	nonsynonymous_variant_count	72	pass
sample	Mutation	TCGA-Z6-AAPN	nonsynonymous_variant_count	293	pass
layer	Mutation	all	unmapped_nonsynonymous_variants	0	pass
layer	Mutation	all	exact_duplicate_variant_rows_removed	0	pass
sample	RPPA	TCGA-IC-A6RF	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A3I8	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A3QL	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A3Y9	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A3YA	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A3YB	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A3YC	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A4P3	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A4QT	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A50L	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A51D	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A5B8	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A5S3	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A625	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A6QS	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A8O2	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A97H	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-IG-A97I	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-JY-A6FA	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-JY-A6FD	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-JY-A6FE	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-JY-A6FG	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-JY-A93F	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-L5-A43H	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-L5-A43J	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-L5-A88W	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-L5-A8NK	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-L5-A8NQ	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-L7-A56G	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A49K	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A49L	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A49M	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A49N	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A49O	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A49P	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A49R	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A49S	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A49U	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A49V	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A49W	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A49X	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A49Y	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A4A1	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A4A2	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A4A3	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A4A4	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A4A5	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A4A6	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A4A8	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A4A9	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A4MQ	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A4MR	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A5U5	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A5U6	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A5U7	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A7HW	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A7HX	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A7HY	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A7HZ	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A8HZ	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A8I0	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A8I1	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A9FO	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A9FP	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A9FQ	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-LN-A9FR	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-Q9-A6FU	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-S8-A6BW	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-VR-A8EO	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-VR-A8EP	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-VR-A8Q7	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-VR-AA7B	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-XP-A8T6	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-XP-A8T7	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-Z6-A8JD	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-Z6-A8JE	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-Z6-A9VB	missing_fraction	0.06160164	pass
sample	RPPA	TCGA-Z6-AAPN	missing_fraction	0.06160164	pass
layer	RPPA	all	matrix_dimension	487x78	pass
analysis_set	all	pathology_confirmed_cohort	patient_count	96	pass
analysis_set	all	driver_core	patient_count	95	pass
analysis_set	all	five_layer_core	patient_count	94	pass
analysis_set	all	protein_deep_subset	patient_count	76	pass
object	all	tcga_escc_multiassay_dr45	validObject	TRUE	pass
