gene_id	model_id	seed	scenario_order	scenario_id	scenario_class	scenario_target_gene_id	scenario_target_gene_name	scenario_no_op	mutation_action	cnv_action	model_completed	model_converged	training_iteration_count	final_elbo	original_edge_id	gene_name	event_type	reference_factor	candidate_factor	factor_match_status	factor_match_reliable	factor_match_abs_loading_correlation	factor_match_minimum_margin	factor_match_low_margin_flag	patient_score_correlation_diagnostic	factor_sign_flipped	n_complete	n_event	n_reference	effect_measure	aligned_effect	p_value	p_q_scope	p_q_eligible_as_independent_validation	original_effect	original_p_value	original_q_value	original_association_status	original_level_factor_soft_flag	predictor_feature_selected_in_reference_model	original_overlap_class	q_value	new_association_status_without_bootstrap	direction_retained	absolute_effect_ratio	magnitude_retained_50pct	original_network_edge	original_level_retained	counts_toward_retention	no_op_not_counted_as_sensitivity	interpretation_role
ENSG00000100393.14	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269	TCGA_DRIVER_STATE_0037	EP300	relative_cnv	Factor1	Factor1	reliable_hungarian_match	TRUE	1	0.880888682098358	FALSE	1	FALSE	94			Spearman rho	0.253771203331802	0.0135859773963133	TCGA_internal_descriptive_only	FALSE	0.253771203331802	0.0135859773963133	0.16303172875576	within_tcga_conditional	FALSE	FALSE	predictor_layer_in_mofa_input	0.16303172875576	within_tcga_conditional_without_bootstrap	TRUE	1	TRUE	TRUE	TRUE	TRUE	FALSE	other_strong_driver
ENSG00000100393.14	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		EP300	relative_cnv	Factor2	Factor2	reliable_hungarian_match	TRUE	1	0.744260954164839	FALSE	1	FALSE	94			Spearman rho	0.0610543124545138	0.558837489697789	TCGA_internal_descriptive_only	FALSE	0.0610543124545138	0.558837489697789	0.980624645788488	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.980624645788488	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000100393.14	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		EP300	relative_cnv	Factor3	Factor3	reliable_hungarian_match	TRUE	1	0.866943659076289	FALSE	1	FALSE	94			Spearman rho	0.130264640635914	0.21078709683804	TCGA_internal_descriptive_only	FALSE	0.130264640635914	0.21078709683804	0.53251477095926	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.53251477095926	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000100393.14	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		EP300	relative_cnv	Factor4	Factor4	reliable_hungarian_match	TRUE	1	0.744260954164839	FALSE	1	FALSE	94			Spearman rho	0.00157164603256437	0.988005214111648	TCGA_internal_descriptive_only	FALSE	0.00157164603256437	0.988005214111648	0.99639677378458	no_clear_internal_association	TRUE	FALSE	predictor_layer_in_mofa_input	0.99639677378458	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000100393.14	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		EP300	relative_cnv	Factor5	Factor5	reliable_hungarian_match	TRUE	1	0.853956674700346	FALSE	1	FALSE	94			Spearman rho	0.0298281873338269	0.775346060929898	TCGA_internal_descriptive_only	FALSE	0.0298281873338269	0.775346060929898	0.987903073982721	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.987903073982721	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000100393.14	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		EP300	relative_cnv	Factor6	Factor6	reliable_hungarian_match	TRUE	1	0.839062620711808	FALSE	1	FALSE	94			Spearman rho	-0.191583651369597	0.0643432411233627	TCGA_internal_descriptive_only	FALSE	-0.191583651369597	0.0643432411233627	0.322735579071153	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.322735579071153	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000100393.14	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269	TCGA_DRIVER_STATE_0038	EP300	relative_cnv	Factor7	Factor7	reliable_hungarian_match	TRUE	1	0.92234986222424	FALSE	1	FALSE	94			Spearman rho	-0.208400263918035	0.0438344652131573	TCGA_internal_descriptive_only	FALSE	-0.208400263918035	0.0438344652131573	0.283940830828338	within_tcga_conditional	FALSE	FALSE	predictor_layer_in_mofa_input	0.283940830828338	within_tcga_conditional_without_bootstrap	TRUE	1	TRUE	TRUE	TRUE	TRUE	FALSE	other_strong_driver
ENSG00000100393.14	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		EP300	relative_cnv	Factor8	Factor8	reliable_hungarian_match	TRUE	1	0.824337383240004	FALSE	1	FALSE	94			Spearman rho	0.0142523479689916	0.891552753652169	TCGA_internal_descriptive_only	FALSE	0.0142523479689916	0.891552753652169	0.987903073982721	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.987903073982721	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000109670.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		FBXW7	relative_cnv	Factor1	Factor1	reliable_hungarian_match	TRUE	1	0.880888682098358	FALSE	1	FALSE	94			Spearman rho	-0.171761759117633	0.0978561242798182	TCGA_internal_descriptive_only	FALSE	-0.171761759117633	0.0978561242798182	0.375767517234502	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.375767517234502	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000109670.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		FBXW7	relative_cnv	Factor2	Factor2	reliable_hungarian_match	TRUE	1	0.744260954164839	FALSE	1	FALSE	94			Spearman rho	-0.0263944426010259	0.800636355881319	TCGA_internal_descriptive_only	FALSE	-0.0263944426010259	0.800636355881319	0.987903073982721	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.987903073982721	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000109670.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		FBXW7	relative_cnv	Factor3	Factor3	reliable_hungarian_match	TRUE	1	0.866943659076289	FALSE	1	FALSE	94			Spearman rho	-0.0506502351527761	0.627808928902832	TCGA_internal_descriptive_only	FALSE	-0.0506502351527761	0.627808928902832	0.980624645788488	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.980624645788488	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000109670.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		FBXW7	relative_cnv	Factor4	Factor4	reliable_hungarian_match	TRUE	1	0.744260954164839	FALSE	1	FALSE	94			Spearman rho	0.0836813426753978	0.42262636731907	TCGA_internal_descriptive_only	FALSE	0.0836813426753978	0.42262636731907	0.84525273463814	no_clear_internal_association	TRUE	FALSE	predictor_layer_in_mofa_input	0.84525273463814	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000109670.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		FBXW7	relative_cnv	Factor5	Factor5	reliable_hungarian_match	TRUE	1	0.853956674700346	FALSE	1	FALSE	94			Spearman rho	-0.037194244807155	0.721908108337993	TCGA_internal_descriptive_only	FALSE	-0.037194244807155	0.721908108337993	0.987903073982721	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.987903073982721	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000109670.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		FBXW7	relative_cnv	Factor6	Factor6	reliable_hungarian_match	TRUE	1	0.839062620711808	FALSE	1	FALSE	94			Spearman rho	-0.00598974230882566	0.954309246642272	TCGA_internal_descriptive_only	FALSE	-0.00598974230882566	0.954309246642272	0.987903073982721	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.987903073982721	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000109670.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269	TCGA_DRIVER_STATE_0045	FBXW7	relative_cnv	Factor7	Factor7	reliable_hungarian_match	TRUE	1	0.92234986222424	FALSE	1	FALSE	94			Spearman rho	-0.243303789235754	0.0181285799340948	TCGA_internal_descriptive_only	FALSE	-0.243303789235754	0.0181285799340948	0.193371519297011	within_tcga_conditional	FALSE	FALSE	predictor_layer_in_mofa_input	0.193371519297011	within_tcga_conditional_without_bootstrap	TRUE	1	TRUE	TRUE	TRUE	TRUE	FALSE	other_strong_driver
ENSG00000109670.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		FBXW7	relative_cnv	Factor8	Factor8	reliable_hungarian_match	TRUE	1	0.824337383240004	FALSE	1	FALSE	94			Spearman rho	-0.159531116309142	0.124570041916527	TCGA_internal_descriptive_only	FALSE	-0.159531116309142	0.124570041916527	0.427097286570949	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.427097286570949	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000087460.27	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		GNAS	amplification	Factor1	Factor1	reliable_hungarian_match	TRUE	1	0.880888682098358	FALSE	1	FALSE	94	6	88	rank-biserial correlation: event minus reference	0.0151515151515151	0.956827432132151	TCGA_internal_descriptive_only	FALSE	0.0151515151515151	0.956827432132151	0.981490093745482	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.981490093745482	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	exploratory_candidate
ENSG00000087460.27	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		GNAS	amplification	Factor2	Factor2	reliable_hungarian_match	TRUE	1	0.744260954164839	FALSE	1	FALSE	94	6	88	rank-biserial correlation: event minus reference	-0.00757575757575757	0.981490093745482	TCGA_internal_descriptive_only	FALSE	-0.00757575757575757	0.981490093745482	0.981490093745482	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.981490093745482	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	exploratory_candidate
ENSG00000087460.27	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		GNAS	amplification	Factor3	Factor3	reliable_hungarian_match	TRUE	1	0.866943659076289	FALSE	1	FALSE	94	6	88	rank-biserial correlation: event minus reference	0.109848484848485	0.659346672539809	TCGA_internal_descriptive_only	FALSE	0.109848484848485	0.659346672539809	0.9173518922293	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.9173518922293	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	exploratory_candidate
ENSG00000087460.27	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		GNAS	amplification	Factor4	Factor4	reliable_hungarian_match	TRUE	1	0.744260954164839	FALSE	1	FALSE	94	6	88	rank-biserial correlation: event minus reference	-0.166666666666667	0.501059620638605	TCGA_internal_descriptive_only	FALSE	-0.166666666666667	0.501059620638605	0.801695393021768	no_clear_internal_association	TRUE	FALSE	predictor_layer_in_mofa_input	0.801695393021768	no_clear_internal_association	TRUE	0.999999999999998	TRUE	FALSE		TRUE	FALSE	exploratory_candidate
ENSG00000087460.27	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		GNAS	amplification	Factor5	Factor5	reliable_hungarian_match	TRUE	1	0.853956674700346	FALSE	1	FALSE	94	6	88	rank-biserial correlation: event minus reference	-0.276515151515151	0.262129376074775	TCGA_internal_descriptive_only	FALSE	-0.276515151515151	0.262129376074775	0.493420002023107	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.493420002023107	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	exploratory_candidate
ENSG00000087460.27	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		GNAS	amplification	Factor6	Factor6	reliable_hungarian_match	TRUE	1	0.839062620711808	FALSE	1	FALSE	94	6	88	rank-biserial correlation: event minus reference	0.306818181818182	0.213091299452798	TCGA_internal_descriptive_only	FALSE	0.306818181818182	0.213091299452798	0.493420002023107	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.493420002023107	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	exploratory_candidate
ENSG00000087460.27	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		GNAS	amplification	Factor7	Factor7	reliable_hungarian_match	TRUE	1	0.92234986222424	FALSE	1	FALSE	94	6	88	rank-biserial correlation: event minus reference	-0.276515151515151	0.262129376074775	TCGA_internal_descriptive_only	FALSE	-0.276515151515151	0.262129376074775	0.493420002023107	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.493420002023107	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	exploratory_candidate
ENSG00000087460.27	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		GNAS	amplification	Factor8	Factor8	reliable_hungarian_match	TRUE	1	0.824337383240004	FALSE	1	FALSE	94	6	88	rank-biserial correlation: event minus reference	-0.0909090909090909	0.716246849296886	TCGA_internal_descriptive_only	FALSE	-0.0909090909090909	0.716246849296886	0.954995799062515	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.954995799062515	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	exploratory_candidate
ENSG00000087460.27	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		GNAS	relative_cnv	Factor1	Factor1	reliable_hungarian_match	TRUE	1	0.880888682098358	FALSE	1	FALSE	94			Spearman rho	-0.0889210853025353	0.394060489285882	TCGA_internal_descriptive_only	FALSE	-0.0889210853025353	0.394060489285882	0.822387108074885	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.822387108074885	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	exploratory_candidate
ENSG00000087460.27	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		GNAS	relative_cnv	Factor2	Factor2	reliable_hungarian_match	TRUE	1	0.744260954164839	FALSE	1	FALSE	94			Spearman rho	0.00047210557633414	0.99639677378458	TCGA_internal_descriptive_only	FALSE	0.00047210557633414	0.99639677378458	0.99639677378458	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.99639677378458	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	exploratory_candidate
ENSG00000087460.27	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		GNAS	relative_cnv	Factor3	Factor3	reliable_hungarian_match	TRUE	1	0.866943659076289	FALSE	1	FALSE	94			Spearman rho	-0.142394910248649	0.170972539810762	TCGA_internal_descriptive_only	FALSE	-0.142394910248649	0.170972539810762	0.468953252052376	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.468953252052376	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	exploratory_candidate
ENSG00000087460.27	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		GNAS	relative_cnv	Factor4	Factor4	reliable_hungarian_match	TRUE	1	0.744260954164839	FALSE	1	FALSE	94			Spearman rho	-0.00805726850276932	0.938564566079501	TCGA_internal_descriptive_only	FALSE	-0.00805726850276932	0.938564566079501	0.987903073982721	no_clear_internal_association	TRUE	FALSE	predictor_layer_in_mofa_input	0.987903073982721	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	exploratory_candidate
ENSG00000087460.27	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		GNAS	relative_cnv	Factor5	Factor5	reliable_hungarian_match	TRUE	1	0.853956674700346	FALSE	1	FALSE	94			Spearman rho	-0.0893931908788694	0.391544418062647	TCGA_internal_descriptive_only	FALSE	-0.0893931908788694	0.391544418062647	0.822387108074885	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.822387108074885	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	exploratory_candidate
ENSG00000087460.27	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		GNAS	relative_cnv	Factor6	Factor6	reliable_hungarian_match	TRUE	1	0.839062620711808	FALSE	1	FALSE	94			Spearman rho	0.0341489700215028	0.743855504300219	TCGA_internal_descriptive_only	FALSE	0.0341489700215028	0.743855504300219	0.987903073982721	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.987903073982721	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	exploratory_candidate
ENSG00000087460.27	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269	TCGA_DRIVER_STATE_0041	GNAS	relative_cnv	Factor7	Factor7	reliable_hungarian_match	TRUE	1	0.92234986222424	FALSE	1	FALSE	94			Spearman rho	-0.225737281324169	0.0286957588586433	TCGA_internal_descriptive_only	FALSE	-0.225737281324169	0.0286957588586433	0.275479285042975	within_tcga_conditional	FALSE	FALSE	predictor_layer_in_mofa_input	0.275479285042975	within_tcga_conditional_without_bootstrap	TRUE	1	TRUE	TRUE	TRUE	TRUE	FALSE	exploratory_candidate
ENSG00000087460.27	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		GNAS	relative_cnv	Factor8	Factor8	reliable_hungarian_match	TRUE	1	0.824337383240004	FALSE	1	FALSE	94			Spearman rho	0.0791012893147852	0.448545130635617	TCGA_internal_descriptive_only	FALSE	0.0791012893147852	0.448545130635617	0.85535254461423	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.85535254461423	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	exploratory_candidate
ENSG00000167548.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		KMT2D	mutation	Factor1	Factor1	reliable_hungarian_match	TRUE	1	0.880888682098358	FALSE	1	FALSE	94	16	78	rank-biserial correlation: event minus reference	-0.128205128205128	0.423818939067447	TCGA_internal_descriptive_only	FALSE	-0.128205128205128	0.423818939067447	0.71126178107468	no_clear_internal_association	FALSE	TRUE	predictor_feature_in_mofa_input	0.71126178107468	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000167548.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		KMT2D	mutation	Factor2	Factor2	reliable_hungarian_match	TRUE	1	0.744260954164839	FALSE	1	FALSE	94	16	78	rank-biserial correlation: event minus reference	0.108974358974359	0.497082854044322	TCGA_internal_descriptive_only	FALSE	0.108974358974359	0.497082854044322	0.741791106738512	no_clear_internal_association	FALSE	TRUE	predictor_feature_in_mofa_input	0.741791106738512	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000167548.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		KMT2D	mutation	Factor3	Factor3	reliable_hungarian_match	TRUE	1	0.866943659076289	FALSE	1	FALSE	94	16	78	rank-biserial correlation: event minus reference	0.110576923076923	0.49073053665024	TCGA_internal_descriptive_only	FALSE	0.110576923076923	0.49073053665024	0.741791106738512	no_clear_internal_association	FALSE	TRUE	predictor_feature_in_mofa_input	0.741791106738512	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000167548.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		KMT2D	mutation	Factor4	Factor4	reliable_hungarian_match	TRUE	1	0.744260954164839	FALSE	1	FALSE	94	16	78	rank-biserial correlation: event minus reference	0.192307692307692	0.229272421910382	TCGA_internal_descriptive_only	FALSE	0.192307692307692	0.229272421910382	0.569228081984397	no_clear_internal_association	TRUE	TRUE	predictor_feature_in_mofa_input	0.569228081984397	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000167548.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269	TCGA_DRIVER_STATE_0003	KMT2D	mutation	Factor5	Factor5	reliable_hungarian_match	TRUE	1	0.853956674700346	FALSE	1	FALSE	94	16	78	rank-biserial correlation: event minus reference	0.362179487179487	0.0232894358256757	TCGA_internal_descriptive_only	FALSE	0.362179487179487	0.0232894358256757	0.167683937944865	within_tcga_conditional	FALSE	TRUE	predictor_feature_in_mofa_input	0.167683937944865	within_tcga_conditional_without_bootstrap	TRUE	1	TRUE	TRUE	TRUE	TRUE	FALSE	other_strong_driver
ENSG00000167548.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		KMT2D	mutation	Factor6	Factor6	reliable_hungarian_match	TRUE	1	0.839062620711808	FALSE	1	FALSE	94	16	78	rank-biserial correlation: event minus reference	-0.251602564102564	0.115377592660922	TCGA_internal_descriptive_only	FALSE	-0.251602564102564	0.115377592660922	0.415359333579321	no_clear_internal_association	FALSE	TRUE	predictor_feature_in_mofa_input	0.415359333579321	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000167548.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		KMT2D	mutation	Factor7	Factor7	reliable_hungarian_match	TRUE	1	0.92234986222424	FALSE	1	FALSE	94	16	78	rank-biserial correlation: event minus reference	0.161858974358974	0.311975835864563	TCGA_internal_descriptive_only	FALSE	0.161858974358974	0.311975835864563	0.626780380885948	no_clear_internal_association	FALSE	TRUE	predictor_feature_in_mofa_input	0.626780380885948	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000167548.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		KMT2D	mutation	Factor8	Factor8	reliable_hungarian_match	TRUE	1	0.824337383240004	FALSE	1	FALSE	94	16	78	rank-biserial correlation: event minus reference	0.139423076923077	0.384170800227892	TCGA_internal_descriptive_only	FALSE	0.139423076923077	0.384170800227892	0.691507440410206	no_clear_internal_association	FALSE	TRUE	predictor_feature_in_mofa_input	0.691507440410206	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000167548.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		KMT2D	relative_cnv	Factor1	Factor1	reliable_hungarian_match	TRUE	1	0.880888682098358	FALSE	1	FALSE	94			Spearman rho	-0.0804450178767528	0.440850315169396	TCGA_internal_descriptive_only	FALSE	-0.0804450178767528	0.440850315169396	0.85535254461423	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.85535254461423	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000167548.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269	TCGA_DRIVER_STATE_0001	KMT2D	relative_cnv	Factor2	Factor2	reliable_hungarian_match	TRUE	1	0.744260954164839	FALSE	1	FALSE	94			Spearman rho	0.275430665835518	0.00721294093890031	TCGA_internal_descriptive_only	FALSE	0.275430665835518	0.00721294093890031	0.138488466026886	within_tcga_conditional	FALSE	FALSE	predictor_layer_in_mofa_input	0.138488466026886	within_tcga_conditional_without_bootstrap	TRUE	1	TRUE	TRUE	TRUE	TRUE	FALSE	other_strong_driver
ENSG00000167548.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269	TCGA_DRIVER_STATE_0002	KMT2D	relative_cnv	Factor3	Factor3	reliable_hungarian_match	TRUE	1	0.866943659076289	FALSE	1	FALSE	94			Spearman rho	-0.312270708246483	0.00218342557712684	TCGA_internal_descriptive_only	FALSE	-0.312270708246483	0.00218342557712684	0.0524022138510443	within_tcga_supported	FALSE	FALSE	predictor_layer_in_mofa_input	0.0524022138510443	within_tcga_supported_without_bootstrap	TRUE	0.999999999999998	TRUE	TRUE	TRUE	TRUE	FALSE	other_strong_driver
ENSG00000167548.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		KMT2D	relative_cnv	Factor4	Factor4	reliable_hungarian_match	TRUE	1	0.744260954164839	FALSE	1	FALSE	94			Spearman rho	-0.0349783747873495	0.737856790799668	TCGA_internal_descriptive_only	FALSE	-0.0349783747873495	0.737856790799668	0.987903073982721	no_clear_internal_association	TRUE	FALSE	predictor_layer_in_mofa_input	0.987903073982721	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
ENSG00000167548.16	baseline__seed_20260711	20260711	1	baseline	baseline_multi_seed			FALSE	retained	retained	TRUE	TRUE	300	-554116.37722269		KMT2D	relative_cnv	Factor5	Factor5	reliable_hungarian_match	TRUE	1	0.853956674700346	FALSE	1	FALSE	94			Spearman rho	-0.065481755099156	0.530627657647863	TCGA_internal_descriptive_only	FALSE	-0.065481755099156	0.530627657647863	0.979620291042209	no_clear_internal_association	FALSE	FALSE	predictor_layer_in_mofa_input	0.979620291042209	no_clear_internal_association	TRUE	1	TRUE	FALSE		TRUE	FALSE	other_strong_driver
