edge_id	source_node	source_gene_id	source_gene_name	event_type	target_node	target_type	effect_measure	effect	effect_ci95_low	effect_ci95_high	p_value	q_value	bootstrap_direction_consistency	association_status	level_factor_soft_flag	target_model_overlap_class	predictor_feature_selected_in_target_model	independence_group	eligible_as_independent_validation
TCGA_DRIVER_STATE_0005	KMT2D:mutation	ENSG00000167548.16	KMT2D	mutation	TGFb	PROGENy_pathway	rank-biserial correlation: event minus reference	-0.290064102564103	-0.577764423076923	0.0306089743589742	0.0693813476972767	0.68017875724909	0.96	directional_exploratory	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0066	TP53:mutation	ENSG00000141510.18	TP53	mutation	VEGF	PROGENy_pathway	rank-biserial correlation: event minus reference	-0.345238095238095	-0.672797619047619	0.0358333333333333	0.0763990905368145	0.68017875724909	0.956	directional_exploratory	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0004	KMT2D:mutation	ENSG00000167548.16	KMT2D	mutation	Estrogen	PROGENy_pathway	rank-biserial correlation: event minus reference	-0.278846153846154	-0.582732371794872	0.00168269230769223	0.0808970660316116	0.68017875724909	0.972	directional_exploratory	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0075	SMARCA4:mutation	ENSG00000127616.19	SMARCA4	mutation	Estrogen	PROGENy_pathway	rank-biserial correlation: event minus reference	-0.389162561576355	-0.755582922824302	-0.0376026272577998	0.0892390032723827	0.68017875724909	0.982	directional_exploratory	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0013	NOTCH1:mutation	ENSG00000148400.12	NOTCH1	mutation	TGFb	PROGENy_pathway	rank-biserial correlation: event minus reference	0.295346628679962	-0.0666191832858499	0.62022792022792	0.0895751870315973	0.68017875724909	0.942	directional_exploratory	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0067	TP53:mutation	ENSG00000141510.18	TP53	mutation	WNT	PROGENy_pathway	rank-biserial correlation: event minus reference	0.328571428571429	0.0141666666666666	0.647738095238095	0.0917701497875756	0.68017875724909	0.982	directional_exploratory	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0036	PTCH1:amplification	ENSG00000185920.16	PTCH1	amplification	WNT	PROGENy_pathway	rank-biserial correlation: event minus reference	0.734848484848485	0.465719696969697	0.946969696969697	0.00276336396228416	0.133312066650575	1	within_tcga_conditional	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0043	GNAS:amplification	ENSG00000087460.27	GNAS	amplification	p53	PROGENy_pathway	rank-biserial correlation: event minus reference	-0.693181818181818	-0.882765151515152	-0.431628787878788	0.00476114523752053	0.133312066650575	1	within_tcga_conditional	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0032	PTCH1:amplification	ENSG00000185920.16	PTCH1	amplification	p53	PROGENy_pathway	rank-biserial correlation: event minus reference	-0.632575757575758	-0.893939393939394	-0.287878787878788	0.010015614860969	0.160194293954007	1	within_tcga_conditional	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0029	PTCH1:amplification	ENSG00000185920.16	PTCH1	amplification	JAK-STAT	PROGENy_pathway	rank-biserial correlation: event minus reference	0.621212121212121	0.125284090909091	0.96969696969697	0.0114424495681433	0.160194293954007	0.994	within_tcga_conditional	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0035	PTCH1:amplification	ENSG00000185920.16	PTCH1	amplification	VEGF	PROGENy_pathway	rank-biserial correlation: event minus reference	0.598484848484848	0.196969696969697	0.933806818181818	0.0148471999014417	0.164138391672148	0.996	within_tcga_conditional	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0042	GNAS:amplification	ENSG00000087460.27	GNAS	amplification	Estrogen	PROGENy_pathway	rank-biserial correlation: event minus reference	0.583333333333333	0.21969696969697	0.903503787878788	0.0175862562505873	0.164138391672148	0.998	within_tcga_conditional	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0079	SMARCA4:mutation	ENSG00000127616.19	SMARCA4	mutation	VEGF	PROGENy_pathway	rank-biserial correlation: event minus reference	0.733990147783251	0.413711001642036	0.959031198686371	0.00131985833274229	0.166302149925528	1	within_tcga_conditional	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0006	KMT2D:mutation	ENSG00000167548.16	KMT2D	mutation	Trail	PROGENy_pathway	rank-biserial correlation: event minus reference	-0.455128205128205	-0.702764423076923	-0.174679487179487	0.00434226043201555	0.27356240721698	1	within_tcga_conditional	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0074	SMARCA4:mutation	ENSG00000127616.19	SMARCA4	mutation	EGFR	PROGENy_pathway	rank-biserial correlation: event minus reference	0.61247947454844	0.183661740558292	0.914614121510673	0.00738962729241943	0.287932317758199	0.998	within_tcga_conditional	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0078	SMARCA4:mutation	ENSG00000127616.19	SMARCA4	mutation	Trail	PROGENy_pathway	rank-biserial correlation: event minus reference	-0.596059113300493	-0.986863711001642	-0.144417077175698	0.00914070850026029	0.287932317758199	0.998	within_tcga_conditional	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0044	GNAS:amplification	ENSG00000087460.27	GNAS	amplification	WNT	PROGENy_pathway	rank-biserial correlation: event minus reference	0.515151515151515	0.205965909090909	0.820359848484848	0.0360993717876303	0.288794974301043	0.998	within_tcga_conditional	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0034	PTCH1:amplification	ENSG00000185920.16	PTCH1	amplification	Trail	PROGENy_pathway	rank-biserial correlation: event minus reference	-0.488636363636364	-0.782481060606061	-0.153314393939394	0.0468630391850597	0.322729860638368	0.992	within_tcga_conditional	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0052	PIK3CA:mutation	ENSG00000121879.6	PIK3CA	mutation	Estrogen	PROGENy_pathway	rank-biserial correlation: event minus reference	-0.415115005476451	-0.67382256297919	-0.132311062431545	0.0262103562251042	0.660500976872627	0.998	within_tcga_conditional	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0064	TP53:mutation	ENSG00000141510.18	TP53	mutation	p53	PROGENy_pathway	rank-biserial correlation: event minus reference	-0.407142857142857	-0.775178571428572	-0.0190476190476191	0.0365455344844182	0.68017875724909	0.976	within_tcga_conditional	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0063	TP53:mutation	ENSG00000141510.18	TP53	mutation	Estrogen	PROGENy_pathway	rank-biserial correlation: event minus reference	0.397619047619048	0.0402380952380953	0.706011904761905	0.0411759392430882	0.68017875724909	0.982	within_tcga_conditional	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
TCGA_DRIVER_STATE_0065	TP53:mutation	ENSG00000141510.18	TP53	mutation	TGFb	PROGENy_pathway	rank-biserial correlation: event minus reference	0.388095238095238	0.0460119047619048	0.684821428571428	0.0462939947637027	0.68017875724909	0.982	within_tcga_conditional	FALSE	same_patient_rna_derived_target	FALSE	TCGA_ESCC_DR45_driver_state_shared_patients	FALSE
