evidence_id	candidate_id	candidate_label	candidate_type	evidence_type	omics_layer	dataset	analysis_unit	independence_group	effect_measure	effect_value	p_value	q_value	direction	discordance_code	layer_availability	independent_from_discovery	eligible_as_exact_replication	evidence_tier	auxiliary_score_100	cross_dataset_patient_link_allowed
EVIDENCE_000434	GENE:GLI4	GLI4	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.348193717337843	0.000544783906306782	0.00135098738752104	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000435	GENE:GMPS	GMPS	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.730922741311629	4.14908516565224e-17	5.65792452374212e-15	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000436	GENE:GNA12	GNA12	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.443827863915875	6.6376776811363e-06	2.61182216420014e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000008	GENE:GNAS	GNAS	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.337209722135567	0.000832837728653649	0.00197569174612525	positive	support	TCGA_evaluable_Cao_profiled	FALSE	FALSE	T2	60	FALSE
EVIDENCE_000437	GENE:GNB2	GNB2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.397748061348774	6.56751218129955e-05	0.00020215822690107	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000438	GENE:GNGT1	GNGT1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.436982392492533	9.53286021580816e-06	3.60344957546585e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000439	GENE:GNL3L	GNL3L	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.312339949202796	0.00205965006336244	0.00450353139716595	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000440	GENE:GNPAT	GNPAT	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.539473289678635	1.69123307226409e-08	1.33633755903135e-07	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000441	GENE:GOLGA7	GOLGA7	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.615132254304315	3.30375418107652e-11	5.52746840691456e-10	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000442	GENE:GOLGB1	GOLGB1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.632009393269736	6.48922747038257e-12	1.36932417270203e-10	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000443	GENE:GOLIM4	GOLIM4	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.567748722101105	1.97391241938043e-09	2.04519259008028e-08	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000444	GENE:GOLPH3	GOLPH3	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.717410535843584	2.86385811495862e-16	2.7514733798413e-14	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000445	GENE:GOLT1B	GOLT1B	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.437789792665179	9.13813297752587e-06	3.47079372329988e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000446	GENE:GPAA1	GPAA1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.395907780169991	7.14838360445098e-05	0.000217870225598768	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000447	GENE:GPAT4	GPAT4	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.698143528713912	3.73623563898444e-15	2.32269315556866e-13	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000448	GENE:GPATCH2	GPATCH2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.394249678407882	7.71234293289593e-05	0.000233209187112509	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000449	GENE:GPC2	GPC2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.521401133934288	6.03779090953784e-08	4.11010543825866e-07	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000450	GENE:GPR160	GPR160	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.334193753087074	0.000933280463787207	0.00219101496515168	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000451	GENE:GPR87	GPR87	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.38380078670072	0.000123318741072975	0.000356491514540112	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000452	GENE:GPT	GPT	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.369786185948356	0.000225892293307117	0.000612653135953991	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000453	GENE:GRAMD1C	GRAMD1C	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.305808678443278	0.00258044336988686	0.00551486060278145	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000454	GENE:GRHL2	GRHL2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.396567749772929	6.93478245779497e-05	0.000212227102147094	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000455	GENE:GRINA	GRINA	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.419892803935321	2.27593598880744e-05	7.80935829396454e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000456	GENE:GRK7	GRK7	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.459336867234194	2.8381090241058e-06	1.23226744508494e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000457	GENE:GSDMD	GSDMD	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.389037492515058	9.76610870174217e-05	0.000289175322333631	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000458	GENE:GSK3B	GSK3B	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.664203333928737	2.17402903363151e-13	7.33272239481778e-12	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000459	GENE:GSTP1	GSTP1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.370814894573534	0.000216275742449787	0.000588459336139927	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000460	GENE:GTF2E1	GTF2E1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.653558093620668	6.9925128048095e-13	2.07679267893663e-11	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000461	GENE:GTPBP10	GTPBP10	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.682645158136261	2.55708501680804e-14	1.23046713065392e-12	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000462	GENE:GTPBP8	GTPBP8	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.547844541474213	9.14094236019252e-09	7.83454813440631e-08	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000463	GENE:GVQW3	GVQW3	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.43740013808228	9.32667206581642e-06	3.53014717212748e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000464	GENE:GYG1	GYG1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.465932904142747	1.95226368730944e-06	8.89957156091241e-06	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000465	GENE:H1-10	H1-10	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.409980619700679	3.69127834410133e-05	0.000120558310481311	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000466	GENE:H2AJ	H2AJ	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.341801462562486	0.000698737561059336	0.00169175062034259	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000467	GENE:H3-3A	H3-3A	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.543525766296111	1.25822813685378e-08	1.04156979318405e-07	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000468	GENE:H3-4	H3-4	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.30090035310703	0.0030467615822956	0.00640461302613505	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000469	GENE:H4-16	H4-16	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.424272252728296	1.82913961710265e-05	6.43828715628528e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000470	GENE:HACD2	HACD2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.511460269135462	1.17878044281074e-07	7.45600677093559e-07	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000471	GENE:HAS2	HAS2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.305889855561146	0.00257330286577812	0.00550216862830216	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000472	GENE:HBP1	HBP1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.383108843712128	0.000127141770532511	0.000366320397877621	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000473	GENE:HCCS	HCCS	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.368090222993214	0.000242612348264351	0.000652834670207617	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000474	GENE:HDAC4	HDAC4	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.391157151442948	8.87624757321193e-05	0.000265079762149441	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000475	GENE:HDAC6	HDAC6	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.461633265289123	2.49368688934143e-06	1.0988511859148e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000476	GENE:HEG1	HEG1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.384163171790522	0.000121359339966214	0.000351709129216528	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000477	GENE:HGH1	HGH1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.383786990184957	0.000123393914727093	0.000356627535681175	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000478	GENE:HGSNAT	HGSNAT	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.3540262163068	0.000432111900737749	0.00109732541552986	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000479	GENE:HHAT	HHAT	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.528842514250008	3.60757569597848e-08	2.60394279888441e-07	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000480	GENE:HHIPL2	HHIPL2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.496274262856502	3.14650462693844e-07	1.76176475403237e-06	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000481	GENE:HLTF	HLTF	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.619888738999457	2.10902685792619e-11	3.72516415211978e-10	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000482	GENE:HMCES	HMCES	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.559066435361091	3.90016973007896e-09	3.69394716332049e-08	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000483	GENE:HMCN1	HMCN1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.176690980600635	0.0867352304202299	0.128486881461203	positive	same_direction_nonsignificant	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000484	GENE:HMGCS1	HMGCS1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.324976508737075	0.00131248969903857	0.00299316568300795	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000485	GENE:HOOK3	HOOK3	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.53038195227498	3.23795248295295e-08	2.38603796564842e-07	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000486	GENE:HPS3	HPS3	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.639092189700605	3.18097888902128e-12	7.51232295541301e-11	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000487	GENE:HRG	HRG	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.41492496621449	2.90564625926389e-05	9.6921109573868e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000488	GENE:HSF1	HSF1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.619266928888064	2.23743888137438e-11	3.9246472881867e-10	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000489	GENE:HSPBAP1	HSPBAP1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.727400719935021	6.94153877682986e-17	8.89218128967236e-15	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000490	GENE:HTT	HTT	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.638011829919694	3.55063947522628e-12	8.1722703856297e-11	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000491	GENE:HUWE1	HUWE1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.323526832977289	0.00138347971233895	0.00314206350696154	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000492	GENE:HYDIN	HYDIN	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.114665672132899	0.268518134567958	0.34097796961959	positive	same_direction_nonsignificant	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000493	GENE:IARS2	IARS2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.493619481120999	3.71769357723316e-07	2.0375017262952e-06	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000494	GENE:IBA57	IBA57	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.385726429625845	0.000113233251755658	0.000331033678830164	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000495	GENE:ICE1	ICE1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.618378841279947	2.43396670871887e-11	4.24588250343504e-10	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000496	GENE:IFNE	IFNE	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.435084878090657	1.05245033444254e-05	3.9383815701978e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000497	GENE:IFRD1	IFRD1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.62838176436262	9.2839807792911e-12	1.87185125982464e-10	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000498	GENE:IFT122	IFT122	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.642520547241259	2.23765092322048e-12	5.56429196240825e-11	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000499	GENE:IFT22	IFT22	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.523350443649966	5.28209529197858e-08	3.6565246993926e-07	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000500	GENE:IFT57	IFT57	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.540759886744025	1.54031022435422e-08	1.23556067458952e-07	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000501	GENE:IFT80	IFT80	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.727450588750863	6.89152592300863e-17	8.89218128967236e-15	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000502	GENE:IGHMBP2	IGHMBP2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.863406698936238	2.21585477359008e-29	7.02536755966734e-26	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000503	GENE:IGSF11	IGSF11	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.411266146046611	3.46985062409432e-05	0.000114031214342483	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
