evidence_id	candidate_id	candidate_label	candidate_type	evidence_type	omics_layer	dataset	analysis_unit	independence_group	effect_measure	effect_value	p_value	q_value	direction	discordance_code	layer_availability	independent_from_discovery	eligible_as_exact_replication	evidence_tier	auxiliary_score_100	cross_dataset_patient_link_allowed
EVIDENCE_000762	GENE:PCDH15	PCDH15	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.159116766176531	0.123517053486729	0.174534069339131	positive	same_direction_nonsignificant	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000763	GENE:PCDHA7	PCDHA7	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.0702033359400043	0.49901911705501	0.572316361498369	positive	same_direction_nonsignificant	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000764	GENE:PCLO	PCLO	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.136845980008157	0.186040688786205	0.249431019683545	positive	same_direction_nonsignificant	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000765	GENE:PCMTD1	PCMTD1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.484664220084292	6.45939557464785e-07	3.32729710307409e-06	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000766	GENE:PCNP	PCNP	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.655714747477257	5.53964850001716e-13	1.70518986109752e-11	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000767	GENE:PCNX2	PCNX2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.31274070859394	0.00203102311970641	0.00444860711642775	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000768	GENE:PCOLCE2	PCOLCE2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.33175724011885	0.00102235503971302	0.00237942863160957	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000769	GENE:PCYT1A	PCYT1A	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.573512767086716	1.24223598350717e-09	1.36162806766101e-08	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000770	GENE:PDAP1	PDAP1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.586916895942908	4.08464649411541e-10	5.17497371012704e-09	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000771	GENE:PDCD10	PDCD10	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.646942967295604	1.41210037275696e-12	3.6772601493437e-11	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000772	GENE:PDCD6	PDCD6	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.63894245799249	3.22990180004721e-12	7.59955744493482e-11	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000773	GENE:PDHA1	PDHA1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.344881938186966	0.000620167909272044	0.00152038844488461	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000774	GENE:PDIA5	PDIA5	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.438046516171695	9.01587788975844e-06	3.42949500293691e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000775	GENE:PDP1	PDP1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.463792929964471	2.20611034729068e-06	9.8743180051454e-06	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000776	GENE:PEX1	PEX1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.657627236877105	4.49878292604297e-13	1.41221695713062e-11	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000777	GENE:PEX2	PEX2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.475576167311267	1.11378747581691e-06	5.42436742254609e-06	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000778	GENE:PFN2	PFN2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.582077615116875	6.13870425522127e-10	7.43563012079428e-09	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000779	GENE:PGM2L1	PGM2L1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.400446646872992	5.79475181036718e-05	0.000180784852297851	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000780	GENE:PHC3	PHC3	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.652932037856445	7.47900439814102e-13	2.19419292960926e-11	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000781	GENE:PHF20L1	PHF20L1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.655218207301411	5.84579255613221e-13	1.77784990879781e-11	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000782	GENE:PHF8	PHF8	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.312626654342079	0.00203913343107747	0.00446405837613059	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000783	GENE:PHKA2	PHKA2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.416063966126718	2.74832489768603e-05	9.21582663999318e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000784	GENE:PHKG1	PHKG1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.366849155146713	0.000255563375851493	0.000683478433688029	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000785	GENE:PHLDB2	PHLDB2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.465237263639106	2.03158687297916e-06	9.20821469732729e-06	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000786	GENE:PIGA	PIGA	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.467038290200245	1.83220906083609e-06	8.41887804731827e-06	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000787	GENE:PIGX	PIGX	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.703593423683945	1.84486187041717e-15	1.29980768003503e-13	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000788	GENE:PIGZ	PIGZ	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.475688381137753	1.10642536010116e-06	5.39472757278081e-06	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000789	GENE:PIK3C2G	PIK3C2G	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.379384289985012	0.000149676792565992	0.000424107548863401	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000790	GENE:PIK3CB	PIK3CB	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.724353055794211	1.07664517714538e-16	1.26426056819978e-14	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000791	GENE:PIK3R4	PIK3R4	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.699633993439487	3.0853300475212e-15	1.96623897802331e-13	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000792	GENE:PILRB	PILRB	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.514709354675238	9.49479050412644e-08	6.175022214017e-07	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000793	GENE:PITPNM1	PITPNM1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.497664319101142	2.88171447807149e-07	1.63151352727244e-06	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000794	GENE:PKHD1L1	PKHD1L1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	-0.148084249164976	0.15210135280977	0.209327114089366	negative	same_direction_nonsignificant	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000795	GENE:PLAG1	PLAG1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.356483653706425	0.000391398061421895	0.00100131339018802	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000796	GENE:PLCH1	PLCH1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.542875863108251	1.3196922789757e-08	1.08748131786679e-07	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000797	GENE:PLCXD2	PLCXD2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.42920510569326	1.4247961455557e-05	5.14647243461617e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000798	GENE:PLD1	PLD1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.350164689815028	0.000504004523797966	0.00126095588297609	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000015	GENE:PLEC	PLEC	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.464360333960923	2.13592471603874e-06	9.60219682694196e-06	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	27	FALSE
EVIDENCE_000799	GENE:PLEKHA2	PLEKHA2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.446276118395599	5.82051897145377e-06	2.33816349686337e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000800	GENE:PLEKHA5	PLEKHA5	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.445170750649142	6.17697655443213e-06	2.45363635236091e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000801	GENE:PLEKHF2	PLEKHF2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.462693071570639	2.34840704494179e-06	1.04098210919091e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000802	GENE:PLOD2	PLOD2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.458035118441189	3.0528058324196e-06	1.3164122260029e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000803	GENE:PLOD3	PLOD3	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.462509853809719	2.37293753938115e-06	1.05112098758057e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000804	GENE:PLPP5	PLPP5	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.712120867006576	5.91921677681053e-16	5.10663314037491e-14	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000805	GENE:PLS1	PLS1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.428127492367291	1.50521555577762e-05	5.3969871864212e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000806	GENE:PLXNA1	PLXNA1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.493416980309375	3.76508241666873e-07	2.05547891554855e-06	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000807	GENE:PLXND1	PLXND1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.220714860539415	0.0316054375382037	0.0527117515596396	positive	same_direction_nonsignificant	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000808	GENE:PMPCB	PMPCB	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.703661512473552	1.82848376758054e-15	1.29948208905331e-13	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000809	GENE:PMS2	PMS2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.531626311876598	2.96587330520768e-08	2.21124075582856e-07	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000810	GENE:PNPLA4	PNPLA4	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.520580591671085	6.3857813534055e-08	4.30997760105846e-07	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000811	GENE:PNPLA8	PNPLA8	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.429600744554055	1.39629577383988e-05	5.05793287741713e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000812	GENE:POGLUT1	POGLUT1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.625252916821793	1.25971331578871e-11	2.40597654681211e-10	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000813	GENE:POLA1	POLA1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.323142758118285	0.0014028624565378	0.00317811748371069	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000814	GENE:POLB	POLB	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.677570536092107	4.67967772690688e-14	2.00498895042679e-12	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000815	GENE:POLD3	POLD3	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.639331018637732	3.10442000973889e-12	7.37270684709899e-11	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000816	GENE:POLQ	POLQ	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.633420176722625	5.63834363624069e-12	1.21581584986757e-10	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000817	GENE:POLR2H	POLR2H	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.581617840856375	6.37874937700822e-10	7.68236463430373e-09	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000818	GENE:POLR2J	POLR2J	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.471108062380385	1.44763488073709e-06	6.85545390496931e-06	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000819	GENE:POLR2J2	POLR2J2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.511695989821064	1.16051269408654e-07	7.35881099320274e-07	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000820	GENE:POLR2J3	POLR2J3	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.403772784860643	4.95883201460655e-05	0.000157062706316784	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000821	GENE:POLR2K	POLR2K	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.456765113490206	3.27696516253753e-06	1.39927515795626e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000822	GENE:POMK	POMK	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.651098479012204	9.09917799175324e-13	2.55300387812864e-11	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000823	GENE:POP1	POP1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.4952196101283	3.36264950127424e-07	1.8695800515195e-06	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000824	GENE:POP7	POP7	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.510675457437911	1.24159387842329e-07	7.79499681493275e-07	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000825	GENE:PPFIA1	PPFIA1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.900896404585046	1.7804383012421e-35	2.25795185363523e-31	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000826	GENE:PPME1	PPME1	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.662402275491835	2.65796875486986e-13	8.80113831573358e-12	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000827	GENE:PPP1CA	PPP1CA	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.419778585853964	2.28885273922125e-05	7.84095905964449e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000828	GENE:PPP1R16A	PPP1R16A	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.551732151502085	6.82946086038208e-09	6.07371827709436e-08	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000829	GENE:PPP1R2	PPP1R2	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.586854819909675	4.1062217136398e-10	5.18676332394223e-09	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000830	GENE:PPP1R35	PPP1R35	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.453375286985961	3.95372908388943e-06	1.65046715740243e-05	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
EVIDENCE_000831	GENE:PPP2R3A	PPP2R3A	driver_candidate	TCGA_driver_composite	genome+transcriptome	TCGA-ESCC GDC DR45	unique patient	TCGA_ESCC_DR45_driver_core	CNV-RNA Spearman rho	0.530985482759785	3.10314439555602e-08	2.30275466497609e-07	positive	support	TCGA_evaluable_Cao_not_profiled_current_strong_only_not_negative	FALSE	FALSE	T2	25	FALSE
