edge_id	axis_candidate_id	source_node	source_layer	target_node	target_layer	edge_class	source_effect_measure	source_effect	target_effect_measure	target_effect	association_effect_measure	association_effect	p_value	q_value	n_complete	sample_design	evidence_source	independence_group	same_patient_evidence	independent_from_tcga_discovery	eligible_as_exact_driver_replication	representation_overlap	original_state_edge_id	meets_T3_T4_retention_criteria	baseline_reliable_match_rate	drop_both_reliable_match_rate	drop_both_direction_retention_rate	drop_both_magnitude_retention_rate	drop_both_low_margin_count	discordance_code	evidence_tier	layer_availability
ESCC_AXIS_00119	STATE:Factor5	ECMS1-4 locked expression benchmark	external_expression_classifier_state	Factor5	multiomics_state	TCGA_ECMS_factor_explanatory					eta_squared categorical separation	0.150859708406731	0.00678665601052496	0.0135733120210499	78	TCGA-ESCC official repository-anchor 78 patients; ECMS and MOFA share TCGA RNA representation	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_RNA_derived_and_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00124	STATE:Factor6	Factor6	multiomics_state	p53	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.446581734436788	partial R2	0.52692174690637	standardized factor beta after ECMS adjustment	-0.837394942190716	1.72948299161647e-13	1.93702095061044e-11	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00133	STATE:Factor6	Factor6	multiomics_state	Estrogen	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.193000655927041	partial R2	0.203700806761916	standardized factor beta after ECMS adjustment	0.550502439570024	4.82253887693013e-05	0.000540124354216174	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00134	STATE:Factor6	Factor6	multiomics_state	Androgen	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.179789864512239	partial R2	0.185092260792215	standardized factor beta after ECMS adjustment	-0.531327700197008	0.000116938535427387	0.00119064690616976	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00156	STATE:Factor6	Factor6	multiomics_state	WNT	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0511083231191288	partial R2	0.0640685752027926	standardized factor beta after ECMS adjustment	0.283286364708808	0.0284474443834129	0.096548902149765	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00116	STATE:Factor6	ECMS1-4 locked expression benchmark	external_expression_classifier_state	Factor6	multiomics_state	TCGA_ECMS_factor_explanatory					eta_squared categorical separation	0.363145401288823	2.39965986055434e-07	1.91972788844347e-06	78	TCGA-ESCC official repository-anchor 78 patients; ECMS and MOFA share TCGA RNA representation	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_RNA_derived_and_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00146	STATE:Factor7	Factor7	multiomics_state	VEGF	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0645106639217182	partial R2	0.0909959549882728	standardized factor beta after ECMS adjustment	0.258024057502447	0.00853581602878116	0.0408873236638676	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00150	STATE:Factor7	Factor7	multiomics_state	p53	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0619230487688059	partial R2	0.0730629994802128	standardized factor beta after ECMS adjustment	0.252796239868971	0.0190064485270659	0.0788415642604214	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00153	STATE:Factor7	Factor7	multiomics_state	JAK-STAT	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0604572501849435	partial R2	0.0666395545575055	standardized factor beta after ECMS adjustment	0.2497863141496	0.025344474705235	0.0929463363753134	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00018	GENE:EP300	EP300:promoter_methylation	epigenome_WGBS	EP300:RNA	transcriptome	Cao2020_promoter_RNA	median paired delta_beta tumor_minus_normal	0	limma logFC tumor_minus_normal pc1	-0.0137395861439371	same-patient Spearman rho				9	Cao 2020; WGBS 9 pairs and RNA 10 pairs; overlapping patients only for correlation	Cao2020_GSE149608_GSE149609	Cao2020_same_patient_cross_layer	TRUE	TRUE	FALSE	independent_cohort_orthogonal_calibration_not_exact_driver_event_replication								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00020	GENE:FBXW7	FBXW7:promoter_methylation	epigenome_WGBS	FBXW7:RNA	transcriptome	Cao2020_promoter_RNA	median paired delta_beta tumor_minus_normal	0	limma logFC tumor_minus_normal pc1	-0.338505278536454	same-patient Spearman rho	-0.273861278752583	0.475797238518024		9	Cao 2020; WGBS 9 pairs and RNA 10 pairs; overlapping patients only for correlation	Cao2020_GSE149608_GSE149609	Cao2020_same_patient_cross_layer	TRUE	TRUE	FALSE	independent_cohort_orthogonal_calibration_not_exact_driver_event_replication								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00013	GENE:KMT2D	KMT2D:promoter_methylation	epigenome_WGBS	KMT2D:RNA	transcriptome	Cao2020_promoter_RNA	median paired delta_beta tumor_minus_normal	0	limma logFC tumor_minus_normal pc1	-0.0481601148854993	same-patient Spearman rho				9	Cao 2020; WGBS 9 pairs and RNA 10 pairs; overlapping patients only for correlation	Cao2020_GSE149608_GSE149609	Cao2020_same_patient_cross_layer	TRUE	TRUE	FALSE	independent_cohort_orthogonal_calibration_not_exact_driver_event_replication								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00086	GENE:KMT2D	KMT2D:mutation	genome_mutation	VEGF	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.290064102564103	0.0693813476972767	0.68017875724909		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0007							same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00087	GENE:KMT2D	KMT2D:mutation	genome_mutation	TGFb	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	-0.290064102564103	0.0693813476972767	0.68017875724909		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0005							same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00089	GENE:KMT2D	KMT2D:mutation	genome_mutation	Estrogen	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	-0.278846153846154	0.0808970660316116	0.68017875724909		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0004							same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00022	GENE:NFE2L2	NFE2L2:promoter_methylation	epigenome_WGBS	NFE2L2:RNA	transcriptome	Cao2020_promoter_RNA	median paired delta_beta tumor_minus_normal	0	limma logFC tumor_minus_normal pc1	-0.0809673182949775	same-patient Spearman rho				9	Cao 2020; WGBS 9 pairs and RNA 10 pairs; overlapping patients only for correlation	Cao2020_GSE149608_GSE149609	Cao2020_same_patient_cross_layer	TRUE	TRUE	FALSE	independent_cohort_orthogonal_calibration_not_exact_driver_event_replication								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00014	GENE:NOTCH1	NOTCH1:promoter_methylation	epigenome_WGBS	NOTCH1:RNA	transcriptome	Cao2020_promoter_RNA	median paired delta_beta tumor_minus_normal	0	limma logFC tumor_minus_normal pc1	0.262009824105452	same-patient Spearman rho				9	Cao 2020; WGBS 9 pairs and RNA 10 pairs; overlapping patients only for correlation	Cao2020_GSE149608_GSE149609	Cao2020_same_patient_cross_layer	TRUE	TRUE	FALSE	independent_cohort_orthogonal_calibration_not_exact_driver_event_replication								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00041	GENE:NOTCH1	NOTCH1:mutation	genome_mutation	Factor7	multiomics_state	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	-0.289648622981956	0.0959556051310382	0.383822420524153		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_feature_in_mofa_input	TCGA_DRIVER_STATE_0010	FALSE	1	1	1	1	0	same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00091	GENE:NOTCH1	NOTCH1:mutation	genome_mutation	TGFb	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.295346628679962	0.0895751870315973	0.68017875724909		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0013							same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00016	GENE:NOTCH3	NOTCH3:promoter_methylation	epigenome_WGBS	NOTCH3:RNA	transcriptome	Cao2020_promoter_RNA	median paired delta_beta tumor_minus_normal	-0.00416649999999997	limma logFC tumor_minus_normal pc1	0.505648036124808	same-patient Spearman rho	-0.254273813857804	0.509101514754861		9	Cao 2020; WGBS 9 pairs and RNA 10 pairs; overlapping patients only for correlation	Cao2020_GSE149608_GSE149609	Cao2020_same_patient_cross_layer	TRUE	TRUE	FALSE	independent_cohort_orthogonal_calibration_not_exact_driver_event_replication								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00021	GENE:PIK3CA	PIK3CA:promoter_methylation	epigenome_WGBS	PIK3CA:RNA	transcriptome	Cao2020_promoter_RNA	median paired delta_beta tumor_minus_normal	0	limma logFC tumor_minus_normal pc1	0.601007684063865	same-patient Spearman rho				9	Cao 2020; WGBS 9 pairs and RNA 10 pairs; overlapping patients only for correlation	Cao2020_GSE149608_GSE149609	Cao2020_same_patient_cross_layer	TRUE	TRUE	FALSE	independent_cohort_orthogonal_calibration_not_exact_driver_event_replication								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00039	GENE:PIK3CA	PIK3CA:mutation	genome_mutation	Factor6	multiomics_state	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	-0.325301204819277	0.0817142358660419	0.367714061397188		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_feature_in_mofa_input	TCGA_DRIVER_STATE_0048	FALSE	1	1	1	1	0	same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00083	GENE:PIK3CA	PIK3CA:amplification	genome_CNV	EGFR	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	-0.201814058956916	0.0929059806727134	0.371623922690854		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0051							same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00017	GENE:PTCH1	PTCH1:promoter_methylation	epigenome_WGBS	PTCH1:RNA	transcriptome	Cao2020_promoter_RNA	median paired delta_beta tumor_minus_normal	0	limma logFC tumor_minus_normal pc1	-0.375415288024046	same-patient Spearman rho	0.0261116483933547	0.946836001412091		9	Cao 2020; WGBS 9 pairs and RNA 10 pairs; overlapping patients only for correlation	Cao2020_GSE149608_GSE149609	Cao2020_same_patient_cross_layer	TRUE	TRUE	FALSE	independent_cohort_orthogonal_calibration_not_exact_driver_event_replication								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00005	GENE:PTCH1	PTCH1:CNV	genome_CNV	PTCH1:RNA	transcriptome	TCGA_CNV_RNA_dosage	relative_log2_CNV_IQR	0.434946733683455	not_separate_from_association		Spearman rho	0.296160907472603	0.00356738772658747	0.00738036070939353		TCGA-ESCC driver core; same-patient CNV and RNA	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_core_95	TRUE	FALSE	FALSE	direct_same_patient_CNV_RNA_no_external_replication								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00037	GENE:PTCH1	PTCH1:relative_cnv	genome_CNV	Factor3	multiomics_state	TCGA_driver_state_internal					Spearman rho	0.201646363246005	0.0513019306666409	0.289705020235148		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_layer_in_mofa_input	TCGA_DRIVER_STATE_0019	FALSE	1	1	1	1	0	same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00078	GENE:PTCH1	PTCH1:amplification	genome_CNV	NFkB	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.473484848484848	0.054145954434953	0.322729860638368		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0031							same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00079	GENE:PTCH1	PTCH1:amplification	genome_CNV	MAPK	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.462121212121212	0.0602082522639389	0.322729860638368		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0030							same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00080	GENE:PTCH1	PTCH1:amplification	genome_CNV	EGFR	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.454545454545455	0.0645544633944768	0.322729860638368		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0025							same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00081	GENE:PTCH1	PTCH1:amplification	genome_CNV	Estrogen	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.446969696969697	0.0691563987082218	0.322729860638368		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0027							same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00082	GENE:PTCH1	PTCH1:amplification	genome_CNV	TNFa	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.420454545454545	0.0874275714497337	0.371623922690854		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0033							same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00042	GENE:PTCH1	PTCH1:amplification	genome_CNV	Factor5	multiomics_state	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.439393939393939	0.0740244443366027	0.394797036461881		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_layer_in_mofa_input	TCGA_DRIVER_STATE_0020	FALSE	1	1	1	1	0	same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00024	GENE:SMARCA4	SMARCA4:promoter_methylation	epigenome_WGBS	SMARCA4:RNA	transcriptome	Cao2020_promoter_RNA	median paired delta_beta tumor_minus_normal	0	limma logFC tumor_minus_normal pc1	0.136411402277065	same-patient Spearman rho	-0.174077655955698	0.654205490831325		9	Cao 2020; WGBS 9 pairs and RNA 10 pairs; overlapping patients only for correlation	Cao2020_GSE149608_GSE149609	Cao2020_same_patient_cross_layer	TRUE	TRUE	FALSE	independent_cohort_orthogonal_calibration_not_exact_driver_event_replication								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00038	GENE:SMARCA4	SMARCA4:mutation	genome_mutation	Factor7	multiomics_state	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.428571428571429	0.0611722111413373	0.293626613478419		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_feature_in_mofa_input	TCGA_DRIVER_STATE_0072	FALSE	1	1	1	1	0	same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00040	GENE:SMARCA4	SMARCA4:mutation	genome_mutation	Factor2	multiomics_state	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.382594417077176	0.0947963892595824	0.383822420524153		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_feature_in_mofa_input	TCGA_DRIVER_STATE_0069	FALSE	1	1	1	1	0	same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00084	GENE:SMARCA4	SMARCA4:mutation	genome_mutation	PI3K	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.448275862068966	0.0501526029134356	0.68017875724909		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0077							same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00085	GENE:SMARCA4	SMARCA4:mutation	genome_mutation	MAPK	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.425287356321839	0.0631907817438302	0.68017875724909		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0076							same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00090	GENE:SMARCA4	SMARCA4:mutation	genome_mutation	Estrogen	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	-0.389162561576355	0.0892390032723827	0.68017875724909		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0075							same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00023	GENE:TP53	TP53:promoter_methylation	epigenome_WGBS	TP53:RNA	transcriptome	Cao2020_promoter_RNA	median paired delta_beta tumor_minus_normal	0	limma logFC tumor_minus_normal pc1	0.249581407852044	same-patient Spearman rho				9	Cao 2020; WGBS 9 pairs and RNA 10 pairs; overlapping patients only for correlation	Cao2020_GSE149608_GSE149609	Cao2020_same_patient_cross_layer	TRUE	TRUE	FALSE	independent_cohort_orthogonal_calibration_not_exact_driver_event_replication								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00011	GENE:TP53	TP53:CNV	genome_CNV	TP53:RNA	transcriptome	TCGA_CNV_RNA_dosage	relative_log2_CNV_IQR	0.310619927140868	not_separate_from_association		Spearman rho	0.166772654964734	0.106242677279114	0.153058006731083		TCGA-ESCC driver core; same-patient CNV and RNA	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_core_95	TRUE	FALSE	FALSE	direct_same_patient_CNV_RNA_no_external_replication								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00088	GENE:TP53	TP53:mutation	genome_mutation	VEGF	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	-0.345238095238095	0.0763990905368145	0.68017875724909		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0066							same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00092	GENE:TP53	TP53:mutation	genome_mutation	WNT	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.328571428571429	0.0917701497875756	0.68017875724909		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0067							same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00157	STATE:Factor1	Factor1	multiomics_state	JAK-STAT	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0560447220904801	partial R2	0.0617758052836302	standardized factor beta after ECMS adjustment	-0.280699786850486	0.0315397788385488	0.103895742056396	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00167	STATE:Factor1	Factor1	multiomics_state	EGFR	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0230434845540597	partial R2	0.0330942156309869	standardized factor beta after ECMS adjustment	-0.1799901748959	0.118273504424641	0.30092809671291	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00175	STATE:Factor1	Factor1	multiomics_state	VEGF	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.017891952734142	partial R2	0.0252376154060968	standardized factor beta after ECMS adjustment	-0.158600150090714	0.173402002699436	0.373481236583401	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00177	STATE:Factor1	Factor1	multiomics_state	PI3K	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0196495754198745	partial R2	0.0217000190323779	standardized factor beta after ECMS adjustment	-0.166207764494242	0.20723613606669	0.429823097027208	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00182	STATE:Factor1	Factor1	multiomics_state	Androgen	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0164792552796982	partial R2	0.0169652645557433	standardized factor beta after ECMS adjustment	0.152210114827138	0.265359999196631	0.488437417044609	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00183	STATE:Factor1	Factor1	multiomics_state	Trail	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0113261595348449	partial R2	0.0169171440922998	standardized factor beta after ECMS adjustment	0.126187419771557	0.266044721000222	0.488437417044609	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								same_direction_nonsignificant	T1	evaluable
ESCC_AXIS_00189	STATE:Factor1	Factor1	multiomics_state	Hypoxia	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.00842949481899122	partial R2	0.0102871234190821	standardized factor beta after ECMS adjustment	-0.108861796471152	0.386570787268401	0.655998911728195	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								same_direction_nonsignificant	T1	evaluable
