edge_id	axis_candidate_id	source_node	source_layer	target_node	target_layer	edge_class	source_effect_measure	source_effect	target_effect_measure	target_effect	association_effect_measure	association_effect	p_value	q_value	n_complete	sample_design	evidence_source	independence_group	same_patient_evidence	independent_from_tcga_discovery	eligible_as_exact_driver_replication	representation_overlap	original_state_edge_id	meets_T3_T4_retention_criteria	baseline_reliable_match_rate	drop_both_reliable_match_rate	drop_both_direction_retention_rate	drop_both_magnitude_retention_rate	drop_both_low_margin_count	discordance_code	evidence_tier	layer_availability
ESCC_AXIS_00096	GENE:PTCH1	PTCH1:amplification	genome_CNV	JAK-STAT	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.621212121212121	0.0114424495681433	0.160194293954007		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0029							same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00049	GENE:PTCH1	PTCH1:relative_cnv	genome_CNV	Factor2	multiomics_state	TCGA_driver_state_internal					Spearman rho	-0.261558945241627	0.0108817600723787	0.16303172875576		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_layer_in_mofa_input	TCGA_DRIVER_STATE_0018	FALSE	1	1	1	1	0	same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00097	GENE:PTCH1	PTCH1:amplification	genome_CNV	VEGF	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.598484848484848	0.0148471999014417	0.164138391672148		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0035							same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00053	GENE:PTCH1	PTCH1:mutation	genome_mutation	Factor1	multiomics_state	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.500821018062397	0.0285902461314485	0.173841101375178		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_feature_in_mofa_input	TCGA_DRIVER_STATE_0017	FALSE	1	1	1	1	0	same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00058	GENE:PTCH1	PTCH1:amplification	genome_CNV	Factor7	multiomics_state	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.59469696969697	0.0154941633363392	0.247906613381428		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_layer_in_mofa_input	TCGA_DRIVER_STATE_0023	FALSE	1	1	1	1	0	same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00059	GENE:PTCH1	PTCH1:amplification	genome_CNV	Factor6	multiomics_state	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.53030303030303	0.0309530946513674	0.254622778770024		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_layer_in_mofa_input	TCGA_DRIVER_STATE_0021	FALSE	1	1	1	1	0	same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00060	GENE:PTCH1	PTCH1:amplification	genome_CNV	Factor8	multiomics_state	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.507575757575758	0.0389351177220323	0.254622778770024		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_layer_in_mofa_input	TCGA_DRIVER_STATE_0024	FALSE	1	1	1	1	0	same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00104	GENE:PTCH1	PTCH1:amplification	genome_CNV	Trail	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	-0.488636363636364	0.0468630391850597	0.322729860638368		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0034							same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00111	GENE:PTCH1	PTCH1:relative_cnv	genome_CNV	JAK-STAT	RNA_derived_pathway_activity	TCGA_driver_state_internal					Spearman rho	0.223127197183489	0.0306424805937	0.835048779262326		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0028							same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00113	GENE:PTCH1	PTCH1:relative_cnv	genome_CNV	Estrogen	RNA_derived_pathway_activity	TCGA_driver_state_internal					Spearman rho	0.218016714287267	0.0347781511356244	0.835048779262326		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0026							same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00077	GENE:SMARCA4	SMARCA4:mutation	genome_mutation	Factor8	multiomics_state	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	-0.635467980295567	0.0054431063055489	0.0783807307999041		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_feature_in_mofa_input	TCGA_DRIVER_STATE_0073	FALSE	1	1	1	1	0	same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00045	GENE:SMARCA4	SMARCA4:mutation	genome_mutation	Factor5	multiomics_state	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.586206896551724	0.0103610623814736	0.124332748577683		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_feature_in_mofa_input	TCGA_DRIVER_STATE_0071	FALSE	1	1	1	1	0	same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00099	GENE:SMARCA4	SMARCA4:mutation	genome_mutation	VEGF	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.733990147783251	0.00131985833274229	0.166302149925528		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0079							same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00101	GENE:SMARCA4	SMARCA4:mutation	genome_mutation	EGFR	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.61247947454844	0.00738962729241943	0.287932317758199		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0074							same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00102	GENE:SMARCA4	SMARCA4:mutation	genome_mutation	Trail	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	-0.596059113300493	0.00914070850026029	0.287932317758199		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0078							same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00047	GENE:TP53	TP53:mutation	genome_mutation	Factor5	multiomics_state	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	-0.476190476190476	0.0144280426212019	0.129852383590817		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_feature_in_mofa_input	TCGA_DRIVER_STATE_0060	FALSE	1	1	1	1	0	same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00055	GENE:TP53	TP53:mutation	genome_mutation	Factor6	multiomics_state	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.419047619047619	0.031387976637185	0.173841101375178		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_feature_in_mofa_input	TCGA_DRIVER_STATE_0061	FALSE	1	1	1	1	0	same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00066	GENE:TP53	TP53:relative_cnv	genome_CNV	Factor6	multiomics_state	TCGA_driver_state_internal					Spearman rho	0.206282214398735	0.0460723924581816	0.283940830828338		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_layer_in_mofa_input	TCGA_DRIVER_STATE_0062	FALSE	1	1	1	1	0	same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00106	GENE:TP53	TP53:mutation	genome_mutation	p53	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	-0.407142857142857	0.0365455344844182	0.68017875724909		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0064							same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00107	GENE:TP53	TP53:mutation	genome_mutation	Estrogen	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.397619047619048	0.0411759392430882	0.68017875724909		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0063							same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00108	GENE:TP53	TP53:mutation	genome_mutation	TGFb	RNA_derived_pathway_activity	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.388095238095238	0.0462939947637027	0.68017875724909		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	same_patient_rna_derived_target	TCGA_DRIVER_STATE_0065							same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00015	GENE:ZNF750	ZNF750:promoter_methylation	epigenome_WGBS	ZNF750:RNA	transcriptome	Cao2020_promoter_RNA	median paired delta_beta tumor_minus_normal	-0.0878849999999999	limma logFC tumor_minus_normal pc1	-1.47418514340141	same-patient Spearman rho	0.108787563138244	0.780553852628062		9	Cao 2020; WGBS 9 pairs and RNA 10 pairs; overlapping patients only for correlation	Cao2020_GSE149608_GSE149609	Cao2020_same_patient_cross_layer	TRUE	TRUE	FALSE	independent_cohort_orthogonal_calibration_not_exact_driver_event_replication								context_specific_reverse	T2	evaluable
ESCC_AXIS_00046	GENE:ZNF750	ZNF750:mutation	genome_mutation	Factor2	multiomics_state	TCGA_driver_state_internal					rank-biserial correlation: event minus reference	0.463307776560789	0.0130701533283653	0.129852383590817		TCGA-ESCC five-layer core; same patients and partially shared model inputs	TCGA_ESCC_DR45	TCGA_ESCC_DR45_driver_state_shared_patients	TRUE	FALSE	FALSE	predictor_feature_in_mofa_input	TCGA_DRIVER_STATE_0015	FALSE	1	1	1	1	0	same_direction_nonsignificant	T2	evaluable
ESCC_AXIS_00144	STATE:Factor1	Factor1	multiomics_state	Estrogen	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0880998763996518	partial R2	0.0929842223179704	standardized factor beta after ECMS adjustment	0.351934929319968	0.00781130099360376	0.0408873236638676	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00149	STATE:Factor1	Factor1	multiomics_state	NFkB	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.068212492133699	partial R2	0.0771390323922891	standardized factor beta after ECMS adjustment	-0.309675381453439	0.0158407417483975	0.0682370413777123	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00154	STATE:Factor1	Factor1	multiomics_state	TNFa	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0572015738344595	partial R2	0.0663065103266764	standardized factor beta after ECMS adjustment	-0.283582033167668	0.0257262181038814	0.0929463363753134	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00118	STATE:Factor1	ECMS1-4 locked expression benchmark	external_expression_classifier_state	Factor1	multiomics_state	TCGA_ECMS_factor_explanatory					eta_squared categorical separation	0.288703692373676	1.28965745269827e-05	3.43908654052873e-05	78	TCGA-ESCC official repository-anchor 78 patients; ECMS and MOFA share TCGA RNA representation	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_RNA_derived_and_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00139	STATE:Factor2	Factor2	multiomics_state	JAK-STAT	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.108075206864489	partial R2	0.119126880930378	standardized factor beta after ECMS adjustment	-0.341244982933792	0.00242423895823637	0.0169696727076546	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00143	STATE:Factor2	Factor2	multiomics_state	TGFb	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0702186046826134	partial R2	0.0992275617193432	standardized factor beta after ECMS adjustment	-0.27506120099867	0.00591152902465839	0.033104562538087	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00151	STATE:Factor2	Factor2	multiomics_state	NFkB	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0617963145876178	partial R2	0.069883210004335	standardized factor beta after ECMS adjustment	-0.258038509687751	0.0219138178202723	0.085662261485637	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00155	STATE:Factor2	Factor2	multiomics_state	TNFa	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0560934395779491	partial R2	0.0650219912025123	standardized factor beta after ECMS adjustment	-0.245843807178157	0.0272540654370355	0.0953892290296242	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00125	STATE:Factor3	Factor3	multiomics_state	VEGF	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.323075152882604	partial R2	0.455715850408997	standardized factor beta after ECMS adjustment	0.686187648791644	3.09324768812002e-11	1.73221870534721e-09	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00127	STATE:Factor3	Factor3	multiomics_state	EGFR	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.235018634217281	partial R2	0.337525227134821	standardized factor beta after ECMS adjustment	0.585251137388912	4.64086580917326e-08	1.29944242656851e-06	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00129	STATE:Factor3	Factor3	multiomics_state	TGFb	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.181922261824784	partial R2	0.257078626739089	standardized factor beta after ECMS adjustment	0.514913218409239	3.44964539462187e-06	6.43933806996082e-05	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00130	STATE:Factor3	Factor3	multiomics_state	MAPK	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.203612303946034	partial R2	0.253995190550851	standardized factor beta after ECMS adjustment	0.54474484156881	4.03475758703625e-06	6.455612139258e-05	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00137	STATE:Factor3	Factor3	multiomics_state	Trail	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0990895646044338	partial R2	0.148003605043641	standardized factor beta after ECMS adjustment	-0.38001879578238	0.00065461236802086	0.00523689894416688	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00141	STATE:Factor3	Factor3	multiomics_state	Hypoxia	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0818961447241572	partial R2	0.0999438004785718	standardized factor beta after ECMS adjustment	0.345479948524512	0.00572542020840347	0.033104562538087	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00142	STATE:Factor3	Factor3	multiomics_state	PI3K	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0900128345881872	partial R2	0.0994057215987635	standardized factor beta after ECMS adjustment	0.362195738713796	0.00586468057916793	0.033104562538087	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00145	STATE:Factor3	Factor3	multiomics_state	TNFa	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0794172514780401	partial R2	0.0920583202917511	standardized factor beta after ECMS adjustment	0.340211150543328	0.0081407237346605	0.0408873236638676	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00148	STATE:Factor3	Factor3	multiomics_state	Androgen	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0840574807155666	partial R2	0.0865365196439261	standardized factor beta after ECMS adjustment	-0.350009072840512	0.0104143583082773	0.0466563252210825	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00152	STATE:Factor3	Factor3	multiomics_state	NFkB	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0615576464421449	partial R2	0.0696133088582435	standardized factor beta after ECMS adjustment	0.299524340641083	0.0221804069918167	0.085662261485637	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00117	STATE:Factor3	ECMS1-4 locked expression benchmark	external_expression_classifier_state	Factor3	multiomics_state	TCGA_ECMS_factor_explanatory					eta_squared categorical separation	0.313852057620482	3.5378462872234e-06	1.41513851488936e-05	78	TCGA-ESCC official repository-anchor 78 patients; ECMS and MOFA share TCGA RNA representation	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_RNA_derived_and_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00126	STATE:Factor5	Factor5	multiomics_state	VEGF	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.244878144569482	partial R2	0.345414529416345	standardized factor beta after ECMS adjustment	0.537013605244749	2.96498945084364e-08	1.10692939498163e-06	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00128	STATE:Factor5	Factor5	multiomics_state	MAPK	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.218215044309215	partial R2	0.272211308875871	standardized factor beta after ECMS adjustment	0.506935400438108	1.58564307109107e-06	3.55184047924399e-05	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00131	STATE:Factor5	Factor5	multiomics_state	PI3K	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.199489443212573	partial R2	0.220306272373338	standardized factor beta after ECMS adjustment	0.484696891863063	2.1575253950894e-05	0.000302053555312516	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00132	STATE:Factor5	Factor5	multiomics_state	EGFR	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.147714834650261	partial R2	0.212142680866817	standardized factor beta after ECMS adjustment	0.41708284956938	3.20946538324268e-05	0.000399400136581312	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00136	STATE:Factor5	Factor5	multiomics_state	Androgen	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.156874174637905	partial R2	0.161500737110049	standardized factor beta after ECMS adjustment	-0.429819389177362	0.000351872760788873	0.00303151916987337	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00138	STATE:Factor5	Factor5	multiomics_state	Trail	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0978827304713992	partial R2	0.14620103579135	standardized factor beta after ECMS adjustment	-0.339518398388225	0.000710862715339493	0.00530777494120154	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
ESCC_AXIS_00140	STATE:Factor5	Factor5	multiomics_state	TGFb	RNA_derived_pathway_activity	TCGA_ECMS_adjusted_factor_PROGENy	delta R2 after ECMS categorical baseline	0.0787897658958752	partial R2	0.111339671211402	standardized factor beta after ECMS adjustment	-0.304610718309662	0.00343875209286608	0.0226553079059413	78	TCGA-ESCC official repository-anchor 78 patients; standardized PROGENy ~ ECMS + standardized MOFA factor	TCGA_ESCC_DR45	TCGA_ESCC_ECMS_official78_shared_RNA	TRUE	FALSE	FALSE	ECMS_and_PROGENy_RNA_derived_MOFA_contains_RNA								support	T2	evaluable
