model_id	reference_factor	candidate_factor	raw_shared_loading_correlation	absolute_shared_loading_correlation	patient_score_correlation_diagnostic_raw	patient_score_correlation_diagnostic_aligned	absolute_patient_score_correlation_diagnostic	sign_multiplier	sign_flipped	reference_margin	candidate_margin	minimum_match_margin	low_margin_flag	match_reliable	matching_status	loading_alignment_is_event_blind	loading_alignment_views	loading_standardization	reference_factor_count	candidate_factor_count	loading_alignment_method	patient_score_diagnostic_method	minimum_absolute_correlation	minimum_margin_required	high_confidence_override	override_margin_requirement	seed	scenario_order	scenario_id	scenario_class	target_gene_id	target_gene_name	scenario_no_op	expected_model_action	mutation_action	cnv_action	model_completed	model_converged	training_iteration_count	final_elbo	counts_toward_sensitivity
drop_gene_event_features_NFE2L2__seed_20260712	Factor1	Factor1	0.999891639181392	0.999891639181392	0.999812159086804	0.999812159086804	0.999812159086804	1	FALSE	0.881692147458669	0.879369011079391	0.879369011079391	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	6	drop_gene_event_features_NFE2L2	gene_event_feature_drop	ENSG00000116044.16	NFE2L2	FALSE	fit_new_mofa_model	gene_feature_removed	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	330	-554041.043898343	TRUE
drop_gene_event_features_NFE2L2__seed_20260712	Factor2	Factor2	0.999621954788678	0.999621954788678	0.999190839143156	0.999190839143156	0.999190839143156	1	FALSE	0.740011589879806	0.751756863053321	0.740011589879806	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	6	drop_gene_event_features_NFE2L2	gene_event_feature_drop	ENSG00000116044.16	NFE2L2	FALSE	fit_new_mofa_model	gene_feature_removed	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	330	-554041.043898343	TRUE
drop_gene_event_features_NFE2L2__seed_20260712	Factor3	Factor3	0.999948056452039	0.999948056452039	0.999508723765488	0.999508723765488	0.999508723765488	1	FALSE	0.868336775201118	0.866156063996543	0.866156063996543	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	6	drop_gene_event_features_NFE2L2	gene_event_feature_drop	ENSG00000116044.16	NFE2L2	FALSE	fit_new_mofa_model	gene_feature_removed	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	330	-554041.043898343	TRUE
drop_gene_event_features_NFE2L2__seed_20260712	Factor4	Factor4	0.99296195854552	0.99296195854552	0.995347325073149	0.995347325073149	0.995347325073149	1	FALSE	0.721701598820262	0.733351593636648	0.721701598820262	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	6	drop_gene_event_features_NFE2L2	gene_event_feature_drop	ENSG00000116044.16	NFE2L2	FALSE	fit_new_mofa_model	gene_feature_removed	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	330	-554041.043898343	TRUE
drop_gene_event_features_NFE2L2__seed_20260712	Factor5	Factor5	0.999980038748034	0.999980038748034	0.999783260484774	0.999783260484774	0.999783260484774	1	FALSE	0.854233988232808	0.853499006266505	0.853499006266505	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	6	drop_gene_event_features_NFE2L2	gene_event_feature_drop	ENSG00000116044.16	NFE2L2	FALSE	fit_new_mofa_model	gene_feature_removed	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	330	-554041.043898343	TRUE
drop_gene_event_features_NFE2L2__seed_20260712	Factor6	Factor6	0.999986709272991	0.999986709272991	0.99994220279594	0.99994220279594	0.99994220279594	1	FALSE	0.842918906943549	0.839264670011698	0.839264670011698	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	6	drop_gene_event_features_NFE2L2	gene_event_feature_drop	ENSG00000116044.16	NFE2L2	FALSE	fit_new_mofa_model	gene_feature_removed	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	330	-554041.043898343	TRUE
drop_gene_event_features_NFE2L2__seed_20260712	Factor7	Factor8	0.999851055877069	0.999851055877069	0.999234187046202	0.999234187046202	0.999234187046202	1	FALSE	0.922298938261765	0.92316552072064	0.922298938261765	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	6	drop_gene_event_features_NFE2L2	gene_event_feature_drop	ENSG00000116044.16	NFE2L2	FALSE	fit_new_mofa_model	gene_feature_removed	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	330	-554041.043898343	TRUE
drop_gene_event_features_NFE2L2__seed_20260712	Factor8	Factor7	0.99388265773955	0.99388265773955	0.991821695625474	0.991821695625474	0.991821695625474	1	FALSE	0.858949774552471	0.722622298014292	0.722622298014292	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	6	drop_gene_event_features_NFE2L2	gene_event_feature_drop	ENSG00000116044.16	NFE2L2	FALSE	fit_new_mofa_model	gene_feature_removed	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	330	-554041.043898343	TRUE
drop_gene_event_features_GNAS__seed_20260712	Factor1	Factor1	-0.996667925361895	0.996667925361895	-0.995535165986345	0.995535165986345	0.995535165986345	-1	TRUE	0.854370064106936	0.861748476900963	0.854370064106936	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	7	drop_gene_event_features_GNAS	gene_event_feature_drop	ENSG00000087460.27	GNAS	TRUE	reuse_seed_matched_baseline_no_op	no_op_gene_feature_not_in_reference_model	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	560	-554096.128120147	FALSE
drop_gene_event_features_GNAS__seed_20260712	Factor2	Factor2	0.998924467226342	0.998924467226342	0.997297980710183	0.997297980710183	0.997297980710183	1	FALSE	0.732037364857281	0.758223365261949	0.732037364857281	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	7	drop_gene_event_features_GNAS	gene_event_feature_drop	ENSG00000087460.27	GNAS	TRUE	reuse_seed_matched_baseline_no_op	no_op_gene_feature_not_in_reference_model	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	560	-554096.128120147	FALSE
drop_gene_event_features_GNAS__seed_20260712	Factor3	Factor3	-0.997678508614193	0.997678508614193	-0.996199833833038	0.996199833833038	0.996199833833038	-1	TRUE	0.860488460826382	0.863109152442563	0.860488460826382	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	7	drop_gene_event_features_GNAS	gene_event_feature_drop	ENSG00000087460.27	GNAS	TRUE	reuse_seed_matched_baseline_no_op	no_op_gene_feature_not_in_reference_model	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	560	-554096.128120147	FALSE
drop_gene_event_features_GNAS__seed_20260712	Factor4	Factor4	0.991874075737422	0.991874075737422	0.995361774374165	0.995361774374165	0.995361774374165	1	FALSE	0.732046442689656	0.724986973368361	0.724986973368361	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	7	drop_gene_event_features_GNAS	gene_event_feature_drop	ENSG00000087460.27	GNAS	TRUE	reuse_seed_matched_baseline_no_op	no_op_gene_feature_not_in_reference_model	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	560	-554096.128120147	FALSE
drop_gene_event_features_GNAS__seed_20260712	Factor5	Factor5	-0.999457598772549	0.999457598772549	-0.999797709785789	0.999797709785789	0.999797709785789	-1	TRUE	0.854667856391245	0.851458093630057	0.851458093630057	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	7	drop_gene_event_features_GNAS	gene_event_feature_drop	ENSG00000087460.27	GNAS	TRUE	reuse_seed_matched_baseline_no_op	no_op_gene_feature_not_in_reference_model	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	560	-554096.128120147	FALSE
drop_gene_event_features_GNAS__seed_20260712	Factor6	Factor6	0.999813940956675	0.999813940956675	0.999754361882744	0.999754361882744	0.999754361882744	1	FALSE	0.838103438575222	0.840538203612355	0.838103438575222	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	7	drop_gene_event_features_GNAS	gene_event_feature_drop	ENSG00000087460.27	GNAS	TRUE	reuse_seed_matched_baseline_no_op	no_op_gene_feature_not_in_reference_model	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	560	-554096.128120147	FALSE
drop_gene_event_features_GNAS__seed_20260712	Factor7	Factor8	-0.999818522208016	0.999818522208016	-0.999263085648232	0.999263085648232	0.999263085648232	-1	TRUE	0.921542614803516	0.924070413726305	0.921542614803516	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	7	drop_gene_event_features_GNAS	gene_event_feature_drop	ENSG00000087460.27	GNAS	TRUE	reuse_seed_matched_baseline_no_op	no_op_gene_feature_not_in_reference_model	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	560	-554096.128120147	FALSE
drop_gene_event_features_GNAS__seed_20260712	Factor8	Factor7	0.991009230860003	0.991009230860003	0.992211826752881	0.992211826752881	0.992211826752881	1	FALSE	0.857048718795504	0.731181597812236	0.731181597812236	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	7	drop_gene_event_features_GNAS	gene_event_feature_drop	ENSG00000087460.27	GNAS	TRUE	reuse_seed_matched_baseline_no_op	no_op_gene_feature_not_in_reference_model	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	560	-554096.128120147	FALSE
drop_gene_event_features_ZNF750__seed_20260712	Factor1	Factor1	-0.996863538894628	0.996863538894628	-0.995665209695481	0.995665209695481	0.995665209695481	-1	TRUE	0.855202476891287	0.863792382246851	0.855202476891287	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	8	drop_gene_event_features_ZNF750	gene_event_feature_drop	ENSG00000141579.7	ZNF750	FALSE	fit_new_mofa_model	gene_feature_removed	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	555	-554030.39341354	TRUE
drop_gene_event_features_ZNF750__seed_20260712	Factor2	Factor2	0.998944368501168	0.998944368501168	0.997399125817289	0.997399125817289	0.997399125817289	1	FALSE	0.732163984175743	0.758115653478311	0.732163984175743	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	8	drop_gene_event_features_ZNF750	gene_event_feature_drop	ENSG00000141579.7	ZNF750	FALSE	fit_new_mofa_model	gene_feature_removed	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	555	-554030.39341354	TRUE
drop_gene_event_features_ZNF750__seed_20260712	Factor3	Factor3	-0.997814301757717	0.997814301757717	-0.996286529639129	0.996286529639129	0.996286529639129	-1	TRUE	0.860790896217233	0.863266365236762	0.860790896217233	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	8	drop_gene_event_features_ZNF750	gene_event_feature_drop	ENSG00000141579.7	ZNF750	FALSE	fit_new_mofa_model	gene_feature_removed	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	555	-554030.39341354	TRUE
drop_gene_event_features_ZNF750__seed_20260712	Factor4	Factor4	0.991871724067033	0.991871724067033	0.995318426471119	0.995318426471119	0.995318426471119	1	FALSE	0.731452433611085	0.725091339741608	0.725091339741608	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	8	drop_gene_event_features_ZNF750	gene_event_feature_drop	ENSG00000141579.7	ZNF750	FALSE	fit_new_mofa_model	gene_feature_removed	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	555	-554030.39341354	TRUE
drop_gene_event_features_ZNF750__seed_20260712	Factor5	Factor5	-0.999464634172956	0.999464634172956	-0.999797709785789	0.999797709785789	0.999797709785789	-1	TRUE	0.854658352107841	0.851486402591652	0.851486402591652	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	8	drop_gene_event_features_ZNF750	gene_event_feature_drop	ENSG00000141579.7	ZNF750	FALSE	fit_new_mofa_model	gene_feature_removed	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	555	-554030.39341354	TRUE
drop_gene_event_features_ZNF750__seed_20260712	Factor6	Factor6	0.999820623388428	0.999820623388428	0.999783260484774	0.999783260484774	0.999783260484774	1	FALSE	0.83816220331826	0.840517357399968	0.83816220331826	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	8	drop_gene_event_features_ZNF750	gene_event_feature_drop	ENSG00000141579.7	ZNF750	FALSE	fit_new_mofa_model	gene_feature_removed	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	555	-554030.39341354	TRUE
drop_gene_event_features_ZNF750__seed_20260712	Factor7	Factor8	-0.999826464066347	0.999826464066347	-0.999234187046202	0.999234187046202	0.999234187046202	-1	TRUE	0.921561526394898	0.924069774867812	0.921561526394898	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	8	drop_gene_event_features_ZNF750	gene_event_feature_drop	ENSG00000141579.7	ZNF750	FALSE	fit_new_mofa_model	gene_feature_removed	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	555	-554030.39341354	TRUE
drop_gene_event_features_ZNF750__seed_20260712	Factor8	Factor7	0.991204518108332	0.991204518108332	0.992269623956941	0.992269623956941	0.992269623956941	1	FALSE	0.857178995480166	0.730785227652384	0.730785227652384	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260712	8	drop_gene_event_features_ZNF750	gene_event_feature_drop	ENSG00000141579.7	ZNF750	FALSE	fit_new_mofa_model	gene_feature_removed	no_op_gene_feature_not_in_reference_model	TRUE	TRUE	555	-554030.39341354	TRUE
baseline__seed_20260713	Factor1	Factor1	0.999831609903007	0.999831609903007	0.999783260484774	0.999783260484774	0.999783260484774	1	FALSE	0.881798579049495	0.879049292613326	0.879049292613326	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	1	baseline	baseline_multi_seed			FALSE	fit_new_mofa_model	retained	retained	TRUE	TRUE	290	-554102.797822681	TRUE
baseline__seed_20260713	Factor2	Factor2	0.999928793988097	0.999928793988097	0.999739912581729	0.999739912581729	0.999739912581729	1	FALSE	0.74347665397015	0.7463026714051	0.74347665397015	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	1	baseline	baseline_multi_seed			FALSE	fit_new_mofa_model	retained	retained	TRUE	TRUE	290	-554102.797822681	TRUE
baseline__seed_20260713	Factor3	Factor3	0.999958010079992	0.999958010079992	0.999624318173608	0.999624318173608	0.999624318173608	1	FALSE	0.868937080444954	0.865220573395979	0.865220573395979	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	1	baseline	baseline_multi_seed			FALSE	fit_new_mofa_model	retained	retained	TRUE	TRUE	290	-554102.797822681	TRUE
baseline__seed_20260713	Factor4	Factor4	0.998204408578741	0.998204408578741	0.998540620597479	0.998540620597479	0.998540620597479	1	FALSE	0.744578285995744	0.741752268560795	0.741752268560795	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	1	baseline	baseline_multi_seed			FALSE	fit_new_mofa_model	retained	retained	TRUE	TRUE	290	-554102.797822681	TRUE
baseline__seed_20260713	Factor5	Factor5	0.99997128435452	0.99997128435452	0.999927753494925	0.999927753494925	0.999927753494925	1	FALSE	0.853464922510603	0.854089634406839	0.853464922510603	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	1	baseline	baseline_multi_seed			FALSE	fit_new_mofa_model	retained	retained	TRUE	TRUE	290	-554102.797822681	TRUE
baseline__seed_20260713	Factor6	Factor6	0.999985511186886	0.999985511186886	0.999927753494925	0.999927753494925	0.999927753494925	1	FALSE	0.84487684749914	0.838842691472558	0.838842691472558	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	1	baseline	baseline_multi_seed			FALSE	fit_new_mofa_model	retained	retained	TRUE	TRUE	290	-554102.797822681	TRUE
baseline__seed_20260713	Factor7	Factor7	-0.999817313011878	0.999817313011878	-0.999306433551277	0.999306433551277	0.999306433551277	-1	TRUE	0.923112513197396	0.919462521026282	0.919462521026282	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	1	baseline	baseline_multi_seed			FALSE	fit_new_mofa_model	retained	retained	TRUE	TRUE	290	-554102.797822681	TRUE
baseline__seed_20260713	Factor8	Factor8	0.99798752661386	0.99798752661386	0.997558068128454	0.997558068128454	0.997558068128454	1	FALSE	0.861294206358191	0.772423645072942	0.772423645072942	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	1	baseline	baseline_multi_seed			FALSE	fit_new_mofa_model	retained	retained	TRUE	TRUE	290	-554102.797822681	TRUE
drop_mutation_view__seed_20260713	Factor1	Factor1	0.999774252926148	0.999774252926148	0.999696564678684	0.999696564678684	0.999696564678684	1	FALSE	0.881840165721001	0.878777517342093	0.878777517342093	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	2	drop_mutation_view	global_view_drop			FALSE	fit_new_mofa_model	view_removed	retained	TRUE	TRUE	290	-550566.516315279	TRUE
drop_mutation_view__seed_20260713	Factor2	Factor2	0.999930301078151	0.999930301078151	0.999754361882744	0.999754361882744	0.999754361882744	1	FALSE	0.743360485937494	0.746350941221457	0.743360485937494	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	2	drop_mutation_view	global_view_drop			FALSE	fit_new_mofa_model	view_removed	retained	TRUE	TRUE	290	-550566.516315279	TRUE
drop_mutation_view__seed_20260713	Factor3	Factor3	0.999943158235604	0.999943158235604	0.999523173066503	0.999523173066503	0.999523173066503	1	FALSE	0.869049722435614	0.865243326131647	0.865243326131647	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	2	drop_mutation_view	global_view_drop			FALSE	fit_new_mofa_model	view_removed	retained	TRUE	TRUE	290	-550566.516315279	TRUE
drop_mutation_view__seed_20260713	Factor4	Factor4	0.998284898788311	0.998284898788311	0.998511721995448	0.998511721995448	0.998511721995448	1	FALSE	0.744705538931617	0.741715083647654	0.741715083647654	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	2	drop_mutation_view	global_view_drop			FALSE	fit_new_mofa_model	view_removed	retained	TRUE	TRUE	290	-550566.516315279	TRUE
drop_mutation_view__seed_20260713	Factor5	Factor5	0.999970663287402	0.999970663287402	0.999927753494925	0.999927753494925	0.999927753494925	1	FALSE	0.853476789459839	0.854102229508333	0.853476789459839	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	2	drop_mutation_view	global_view_drop			FALSE	fit_new_mofa_model	view_removed	retained	TRUE	TRUE	290	-550566.516315279	TRUE
drop_mutation_view__seed_20260713	Factor6	Factor6	0.999983456772842	0.999983456772842	0.999927753494925	0.999927753494925	0.999927753494925	1	FALSE	0.844641221552697	0.838810775392218	0.838810775392218	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	2	drop_mutation_view	global_view_drop			FALSE	fit_new_mofa_model	view_removed	retained	TRUE	TRUE	290	-550566.516315279	TRUE
drop_mutation_view__seed_20260713	Factor7	Factor7	-0.999795133119026	0.999795133119026	-0.999291984250262	0.999291984250262	0.999291984250262	-1	TRUE	0.923136092205857	0.919256661721206	0.919256661721206	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	2	drop_mutation_view	global_view_drop			FALSE	fit_new_mofa_model	view_removed	retained	TRUE	TRUE	290	-550566.516315279	TRUE
drop_mutation_view__seed_20260713	Factor8	Factor8	0.99784713717832	0.99784713717832	0.997413575118303	0.997413575118303	0.997413575118303	1	FALSE	0.861100589703195	0.772659343569503	0.772659343569503	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	2	drop_mutation_view	global_view_drop			FALSE	fit_new_mofa_model	view_removed	retained	TRUE	TRUE	290	-550566.516315279	TRUE
drop_cnv_view__seed_20260713	Factor1	Factor1	0.998034687757796	0.998034687757796	0.997586966730484	0.997586966730484	0.997586966730484	1	FALSE	0.878950242754764	0.865374445098528	0.865374445098528	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	3	drop_cnv_view	global_view_drop			FALSE	fit_new_mofa_model	retained	view_removed	TRUE	TRUE	265	-476704.072458997	TRUE
drop_cnv_view__seed_20260713	Factor2	Factor2	0.998128164107663	0.998128164107663	0.996387674746234	0.996387674746234	0.996387674746234	1	FALSE	0.776654686828474	0.747586978475876	0.747586978475876	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	3	drop_cnv_view	global_view_drop			FALSE	fit_new_mofa_model	retained	view_removed	TRUE	TRUE	265	-476704.072458997	TRUE
drop_cnv_view__seed_20260713	Factor3	Factor3	-0.997599715580116	0.997599715580116	-0.996257631037098	0.996257631037098	0.996257631037098	-1	TRUE	0.871257058303852	0.861244932203677	0.861244932203677	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	3	drop_cnv_view	global_view_drop			FALSE	fit_new_mofa_model	retained	view_removed	TRUE	TRUE	265	-476704.072458997	TRUE
drop_cnv_view__seed_20260713	Factor4	Factor4	0.921332262027643	0.921332262027643	0.955871834699996	0.955871834699996	0.955871834699996	1	FALSE	0.670791076395856	0.390132040202872	0.390132040202872	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	3	drop_cnv_view	global_view_drop			FALSE	fit_new_mofa_model	retained	view_removed	TRUE	TRUE	265	-476704.072458997	TRUE
drop_cnv_view__seed_20260713	Factor5	Factor5	0.999360937970359	0.999360937970359	0.999465375862443	0.999465375862443	0.999465375862443	1	FALSE	0.852191872236829	0.858796740470071	0.852191872236829	FALSE	TRUE	reliable_hungarian_match	TRUE	RNA;miRNA;HM450	per-view per-factor center then unit-L2; concatenate shared features	8	8	Pearson correlation of standardized loadings	spearman	0.35	0.05	0.7	0.05	20260713	3	drop_cnv_view	global_view_drop			FALSE	fit_new_mofa_model	retained	view_removed	TRUE	TRUE	265	-476704.072458997	TRUE
