gene1_id	gene1	gene2_id	gene2	both_mutated	gene1_only	gene2_only	neither	odds_ratio	p_value	q_value	interaction_class
ENSG00000141510.18	TP53	ENSG00000151914.20	DST	7	79	0	10	Inf	1	1	descriptive_only
ENSG00000141510.18	TP53	ENSG00000196367.14	TRRAP	7	79	0	10	Inf	1	1	descriptive_only
ENSG00000167548.16	KMT2D	ENSG00000198626.17	RYR2	1	16	6	73	0.762429634700818	1	1	descriptive_only
ENSG00000167548.16	KMT2D	ENSG00000196367.14	TRRAP	1	16	6	73	0.762429634700818	1	1	descriptive_only
ENSG00000164796.18	CSMD3	ENSG00000148400.12	NOTCH1	2	14	12	68	0.811224127343531	1	1	descriptive_only
ENSG00000164796.18	CSMD3	ENSG00000074181.9	NOTCH3	1	15	9	71	0.528896613023285	1	1	descriptive_only
ENSG00000164796.18	CSMD3	ENSG00000186472.20	PCLO	1	15	7	73	0.697618993889583	1	1	descriptive_only
ENSG00000164796.18	CSMD3	ENSG00000054654.19	SYNE2	1	15	7	73	0.697618993889583	1	1	descriptive_only
ENSG00000116044.16	NFE2L2	ENSG00000074181.9	NOTCH3	1	15	9	71	0.528896613023285	1	1	descriptive_only
ENSG00000116044.16	NFE2L2	ENSG00000186472.20	PCLO	1	15	7	73	0.697618993889583	1	1	descriptive_only
ENSG00000116044.16	NFE2L2	ENSG00000165323.15	FAT3	1	15	7	73	0.697618993889583	1	1	descriptive_only
ENSG00000181143.15	MUC16	ENSG00000155052.14	CNTNAP5	1	14	6	75	0.893876900035853	1	1	descriptive_only
ENSG00000181143.15	MUC16	ENSG00000151914.20	DST	1	14	6	75	0.893876900035853	1	1	descriptive_only
ENSG00000181143.15	MUC16	ENSG00000169876.14	MUC17	1	14	6	75	0.893876900035853	1	1	descriptive_only
ENSG00000148400.12	NOTCH1	ENSG00000054654.19	SYNE2	1	13	7	75	0.825744310541974	1	1	descriptive_only
ENSG00000148400.12	NOTCH1	ENSG00000165323.15	FAT3	1	13	7	75	0.825744310541974	1	1	descriptive_only
ENSG00000148400.12	NOTCH1	ENSG00000198626.17	RYR2	1	13	6	76	0.974616679526481	1	1	descriptive_only
ENSG00000148400.12	NOTCH1	ENSG00000151914.20	DST	1	13	6	76	0.974616679526481	1	1	descriptive_only
ENSG00000148400.12	NOTCH1	ENSG00000060718.22	COL11A1	1	13	6	76	0.974616679526481	1	1	descriptive_only
ENSG00000039139.9	DNAH5	ENSG00000205038.12	PKHD1L1	1	11	6	78	1.17962446655045	1	1	descriptive_only
ENSG00000039139.9	DNAH5	ENSG00000198626.17	RYR2	1	11	6	78	1.17962446655045	1	1	descriptive_only
ENSG00000039139.9	DNAH5	ENSG00000151914.20	DST	1	11	6	78	1.17962446655045	1	1	descriptive_only
ENSG00000039139.9	DNAH5	ENSG00000196367.14	TRRAP	1	11	6	78	1.17962446655045	1	1	descriptive_only
ENSG00000121879.6	PIK3CA	ENSG00000054654.19	SYNE2	1	11	7	77	1	1	1	descriptive_only
ENSG00000121879.6	PIK3CA	ENSG00000155052.14	CNTNAP5	1	11	6	78	1.17962446655045	1	1	descriptive_only
ENSG00000121879.6	PIK3CA	ENSG00000151914.20	DST	1	11	6	78	1.17962446655045	1	1	descriptive_only
ENSG00000121879.6	PIK3CA	ENSG00000169876.14	MUC17	1	11	6	78	1.17962446655045	1	1	descriptive_only
ENSG00000121879.6	PIK3CA	ENSG00000196367.14	TRRAP	1	11	6	78	1.17962446655045	1	1	descriptive_only
ENSG00000141579.7	ZNF750	ENSG00000155052.14	CNTNAP5	0	11	7	78	0	1	1	descriptive_only
ENSG00000141579.7	ZNF750	ENSG00000169876.14	MUC17	0	11	7	78	0	1	1	descriptive_only
ENSG00000141579.7	ZNF750	ENSG00000060718.22	COL11A1	0	11	7	78	0	1	1	descriptive_only
ENSG00000154358.22	OBSCN	ENSG00000054654.19	SYNE2	0	9	8	79	0	1	1	descriptive_only
ENSG00000154358.22	OBSCN	ENSG00000165323.15	FAT3	0	9	8	79	0	1	1	descriptive_only
ENSG00000154358.22	OBSCN	ENSG00000205038.12	PKHD1L1	0	9	7	80	0	1	1	descriptive_only
ENSG00000154358.22	OBSCN	ENSG00000198626.17	RYR2	0	9	7	80	0	1	1	descriptive_only
ENSG00000182348.7	ZNF804B	ENSG00000186472.20	PCLO	0	9	8	79	0	1	1	descriptive_only
ENSG00000186472.20	PCLO	ENSG00000205038.12	PKHD1L1	0	8	7	81	0	1	1	descriptive_only
ENSG00000186472.20	PCLO	ENSG00000169876.14	MUC17	0	8	7	81	0	1	1	descriptive_only
ENSG00000186472.20	PCLO	ENSG00000196367.14	TRRAP	0	8	7	81	0	1	1	descriptive_only
ENSG00000186472.20	PCLO	ENSG00000060718.22	COL11A1	0	8	7	81	0	1	1	descriptive_only
ENSG00000054654.19	SYNE2	ENSG00000155052.14	CNTNAP5	0	8	7	81	0	1	1	descriptive_only
ENSG00000054654.19	SYNE2	ENSG00000169876.14	MUC17	0	8	7	81	0	1	1	descriptive_only
ENSG00000054654.19	SYNE2	ENSG00000060718.22	COL11A1	0	8	7	81	0	1	1	descriptive_only
ENSG00000165323.15	FAT3	ENSG00000155052.14	CNTNAP5	0	8	7	81	0	1	1	descriptive_only
ENSG00000165323.15	FAT3	ENSG00000151914.20	DST	0	8	7	81	0	1	1	descriptive_only
ENSG00000165323.15	FAT3	ENSG00000169876.14	MUC17	0	8	7	81	0	1	1	descriptive_only
ENSG00000157423.18	HYDIN	ENSG00000155052.14	CNTNAP5	0	8	7	81	0	1	1	descriptive_only
ENSG00000157423.18	HYDIN	ENSG00000151914.20	DST	0	8	7	81	0	1	1	descriptive_only
ENSG00000157423.18	HYDIN	ENSG00000169876.14	MUC17	0	8	7	81	0	1	1	descriptive_only
ENSG00000157423.18	HYDIN	ENSG00000060718.22	COL11A1	0	8	7	81	0	1	1	descriptive_only
ENSG00000205038.12	PKHD1L1	ENSG00000155052.14	CNTNAP5	0	7	7	82	0	1	1	descriptive_only
ENSG00000205038.12	PKHD1L1	ENSG00000151914.20	DST	0	7	7	82	0	1	1	descriptive_only
ENSG00000205038.12	PKHD1L1	ENSG00000169876.14	MUC17	0	7	7	82	0	1	1	descriptive_only
ENSG00000198626.17	RYR2	ENSG00000169876.14	MUC17	0	7	7	82	0	1	1	descriptive_only
ENSG00000198626.17	RYR2	ENSG00000060718.22	COL11A1	0	7	7	82	0	1	1	descriptive_only
ENSG00000155052.14	CNTNAP5	ENSG00000151914.20	DST	0	7	7	82	0	1	1	descriptive_only
ENSG00000151914.20	DST	ENSG00000169876.14	MUC17	0	7	7	82	0	1	1	descriptive_only
ENSG00000151914.20	DST	ENSG00000196367.14	TRRAP	0	7	7	82	0	1	1	descriptive_only
ENSG00000151914.20	DST	ENSG00000060718.22	COL11A1	0	7	7	82	0	1	1	descriptive_only
ENSG00000155657.28	TTN	ENSG00000205038.12	PKHD1L1	2	29	5	60	0.829191558087497	1	1	descriptive_only
ENSG00000155657.28	TTN	ENSG00000151914.20	DST	2	29	5	60	0.829191558087497	1	1	descriptive_only
ENSG00000155657.28	TTN	ENSG00000169876.14	MUC17	2	29	5	60	0.829191558087497	1	1	descriptive_only
ENSG00000155657.28	TTN	ENSG00000196367.14	TRRAP	2	29	5	60	0.829191558087497	1	1	descriptive_only
ENSG00000167548.16	KMT2D	ENSG00000154358.22	OBSCN	1	16	8	71	0.557605881948573	1	1	descriptive_only
ENSG00000181143.15	MUC16	ENSG00000186472.20	PCLO	1	14	7	74	0.757141500823914	1	1	descriptive_only
ENSG00000181143.15	MUC16	ENSG00000157423.18	HYDIN	1	14	7	74	0.757141500823914	1	1	descriptive_only
ENSG00000141579.7	ZNF750	ENSG00000054654.19	SYNE2	1	10	7	78	1.11302035585922	1	1	descriptive_only
