candidate_id	gene_id	gene_name	gene_type	decision	primary_candidate_route	mutated_patients	mutation_frequency_96	high_confidence_mutation_pattern	recurrent_mutation	amplification_frequency	homozygous_deletion_frequency	recurrent_cnv_class	spearman_rho_relative_cnv	p_relative_cnv	q_relative_cnv	dosage_evidence	discordance_code	strong_dosage	conditional_dosage	precise_reverse_dosage	multi_event_convergence	source_evidence_unit_count	mutation_event_unit	cnv_expression_event_unit	distinct_event_unit_count	evidence_unit_count	state_edge_count	raw_state_supported_edges	state_supported_edges	state_conditional_edges	state_exploratory_edges	supported_factor_targets	leakage_not_retained_factor_targets	conditional_factor_targets	conditional_pathway_targets	strongest_state_edge	strongest_state_effect	strongest_state_q	strongest_state_raw_status	strongest_state_meets_retention_criteria	cao_profile_status	cao_cross_layer_class	cao_statistical_support	cao_available_layer_count	cao_fdr_supported_layer_count	cao_promoter_delta_beta	cao_rna_log_fc	cao_rna_effect_class	cao_protein_status	cao_protein_log2_tumor_vs_normal	cao_promoter_rna_relationship	cao_rna_protein_relationship	exact_driver_event_independent_validation_count	independent_orthogonal_calibration_count	quality_score_20	within_layer_score_20	cross_omics_score_25	validation_score_20	robustness_score_15	auxiliary_score_100	high_priority_validation_rule	integrated_tier	integrated_decision	cross_cohort_patient_link_created	exact_independent_validation_present
GENE:FBXW7	ENSG00000109670.16	FBXW7	protein_coding	strong_patient_level_candidate	mutation_recurrence_hotspot_or_multihit_lof	3	0.03125	TRUE	FALSE	0.0104166666666667	0.0104166666666667	recurrent_loss	0.52098991665482	6.20986487627644e-08	4.20242830101056e-07	strong_positive_dosage	support	TRUE	FALSE	FALSE	FALSE	0	1	0	1	1	1	0	0	1	0			Factor7		FBXW7:relative_cnv -> Factor7	-0.243303789235754	0.193371519297011	within_tcga_conditional	FALSE	profiled_strong_candidate	context_dependent_or_weak	directional_only_no_candidate_layer_fdr	2	0	0	-0.338505278536454	lower_in_tumor	not_identified		weak_or_mixed	protein_missing_not_negative	0	1	18	16	8	0	2	44	FALSE	T2	conditional_candidate_retained	FALSE	FALSE
GENE:NOTCH3	ENSG00000074181.9	NOTCH3	protein_coding	strong_patient_level_candidate	mutation_recurrence_hotspot_or_multihit_lof	10	0.104166666666667	TRUE	TRUE	0.0520833333333333	0	recurrent_gain					not_comparable	FALSE	FALSE	FALSE	FALSE	1	1	0	1	1	1	0	0	1	0			Factor1		NOTCH3:relative_cnv -> Factor1	0.254109213092543	0.16303172875576	within_tcga_conditional	FALSE	profiled_strong_candidate	context_dependent_or_weak	directional_only_no_candidate_layer_fdr	2	0	-0.00416649999999997	0.505648036124808	higher_in_tumor	not_identified		weak_or_mixed	protein_missing_not_negative	0	1	18	16	8	0	2	44	FALSE	T2	conditional_candidate_retained	FALSE	FALSE
GENE:DNAH5	ENSG00000039139.9	DNAH5	protein_coding	conditional_candidate	mutation_plus_cnv_dosage_conditional_pending_focality	12	0.125	FALSE	TRUE	0.28125	0	recurrent_amplification	0.40440695966271	4.8128063564539e-05	0.000152972456673053	strong_positive_dosage	support	TRUE	FALSE	FALSE	TRUE	2	1	1	2	2	0	0	0	0	0										not_profiled_current_strong_only	not_profiled_not_negative	not_profiled_not_negative						not_profiled_not_negative				0	0	14	11	0	0	2	27	FALSE	T2	conditional_candidate_retained	FALSE	FALSE
GENE:ELAPOR2	ENSG00000164659.15	ELAPOR2	protein_coding	conditional_candidate	mutation_plus_cnv_dosage_conditional_pending_focality	5	0.0520833333333333	FALSE	TRUE	0.166666666666667	0	recurrent_amplification	0.404650609387456	4.75777738209546e-05	0.000151603348642549	strong_positive_dosage	support	TRUE	FALSE	FALSE	TRUE	2	1	1	2	2	0	0	0	0	0										not_profiled_current_strong_only	not_profiled_not_negative	not_profiled_not_negative						not_profiled_not_negative				0	0	14	11	0	0	2	27	FALSE	T2	conditional_candidate_retained	FALSE	FALSE
GENE:PLEC	ENSG00000178209.16	PLEC	protein_coding	conditional_candidate	mutation_plus_cnv_dosage_conditional_pending_focality	5	0.0520833333333333	FALSE	TRUE	0.270833333333333	0	recurrent_amplification	0.464360333960923	2.13592471603874e-06	9.60219682694196e-06	strong_positive_dosage	support	TRUE	FALSE	FALSE	TRUE	2	1	1	2	2	0	0	0	0	0										not_profiled_current_strong_only	not_profiled_not_negative	not_profiled_not_negative						not_profiled_not_negative				0	0	14	11	0	0	2	27	FALSE	T2	conditional_candidate_retained	FALSE	FALSE
GENE:PRKDC	ENSG00000253729.8	PRKDC	protein_coding	conditional_candidate	mutation_plus_cnv_dosage_conditional_pending_focality	5	0.0520833333333333	FALSE	TRUE	0.104166666666667	0	recurrent_amplification	0.401807733182259	5.43796293627791e-05	0.000170661336198655	strong_positive_dosage	support	TRUE	FALSE	FALSE	TRUE	2	1	1	2	2	0	0	0	0	0										not_profiled_current_strong_only	not_profiled_not_negative	not_profiled_not_negative						not_profiled_not_negative				0	0	14	11	0	0	2	27	FALSE	T2	conditional_candidate_retained	FALSE	FALSE
GENE:SHANK2	ENSG00000162105.19	SHANK2	protein_coding	conditional_candidate	mutation_plus_cnv_dosage_conditional_pending_focality	5	0.0520833333333333	FALSE	TRUE	0.5	0	recurrent_amplification	0.473099370717606	1.28859070161275e-06	6.17141513514082e-06	strong_positive_dosage	support	TRUE	FALSE	FALSE	TRUE	2	1	1	2	2	0	0	0	0	0										not_profiled_current_strong_only	not_profiled_not_negative	not_profiled_not_negative						not_profiled_not_negative				0	0	14	11	0	0	2	27	FALSE	T2	conditional_candidate_retained	FALSE	FALSE
GENE:TRRAP	ENSG00000196367.14	TRRAP	protein_coding	conditional_candidate	mutation_plus_cnv_dosage_conditional_pending_focality	7	0.0729166666666667	FALSE	TRUE	0.166666666666667	0	recurrent_amplification	0.601224479584046	1.17668331037243e-10	1.71920480900267e-09	strong_positive_dosage	support	TRUE	FALSE	FALSE	TRUE	2	1	1	2	2	0	0	0	0	0										not_profiled_current_strong_only	not_profiled_not_negative	not_profiled_not_negative						not_profiled_not_negative				0	0	14	11	0	0	2	27	FALSE	T2	conditional_candidate_retained	FALSE	FALSE
GENE:ZNF496	ENSG00000162714.12	ZNF496	protein_coding	conditional_candidate	mutation_plus_cnv_dosage_conditional_pending_focality	5	0.0520833333333333	FALSE	TRUE	0.104166666666667	0	recurrent_amplification	0.370350274774051	0.00022057128097014	0.000599118651801951	strong_positive_dosage	support	TRUE	FALSE	FALSE	TRUE	2	1	1	2	2	0	0	0	0	0										not_profiled_current_strong_only	not_profiled_not_negative	not_profiled_not_negative						not_profiled_not_negative				0	0	14	11	0	0	2	27	FALSE	T2	conditional_candidate_retained	FALSE	FALSE
GENE:A4GNT	ENSG00000118017.4	A4GNT	protein_coding	conditional_candidate	cnv_dosage_conditional_pending_focality	1	0.0104166666666667	FALSE	FALSE	0.3125	0	recurrent_amplification	0.364881640560234	0.000277407847881683	0.000735847380639093	strong_positive_dosage	support	TRUE	FALSE	FALSE	FALSE	1	0	1	1	1	0	0	0	0	0										not_profiled_current_strong_only	not_profiled_not_negative	not_profiled_not_negative						not_profiled_not_negative				0	0	14	11	0	0	0	25	FALSE	T2	conditional_candidate_retained	FALSE	FALSE
GENE:ABCB10	ENSG00000135776.5	ABCB10	protein_coding	conditional_candidate	cnv_dosage_conditional_pending_focality	0	0	FALSE	FALSE	0.104166666666667	0	recurrent_amplification	0.373337828140812	0.000194269066791528	0.000535824337766455	strong_positive_dosage	support	TRUE	FALSE	FALSE	FALSE	1	0	1	1	1	0	0	0	0	0										not_profiled_current_strong_only	not_profiled_not_negative	not_profiled_not_negative						not_profiled_not_negative				0	0	14	11	0	0	0	25	FALSE	T2	conditional_candidate_retained	FALSE	FALSE
GENE:ABCC5	ENSG00000114770.17	ABCC5	protein_coding	conditional_candidate	cnv_dosage_conditional_pending_focality	0	0	FALSE	FALSE	0.489583333333333	0	recurrent_amplification	0.650451553723941	9.74786541189298e-13	2.71101818319357e-11	strong_positive_dosage	support	TRUE	FALSE	FALSE	FALSE	1	0	1	1	1	0	0	0	0	0										not_profiled_current_strong_only	not_profiled_not_negative	not_profiled_not_negative						not_profiled_not_negative				0	0	14	11	0	0	0	25	FALSE	T2	conditional_candidate_retained	FALSE	FALSE
GENE:ABCF3	ENSG00000161204.11	ABCF3	protein_coding	conditional_candidate	cnv_dosage_conditional_pending_focality	2	0.0208333333333333	FALSE	FALSE	0.479166666666667	0	recurrent_amplification	0.595771712342055	1.90450338103391e-10	2.63966250035761e-09	strong_positive_dosage	support	TRUE	FALSE	FALSE	FALSE	1	0	1	1	1	0	0	0	0	0										not_profiled_current_strong_only	not_profiled_not_negative	not_profiled_not_negative						not_profiled_not_negative				0	0	14	11	0	0	0	25	FALSE	T2	conditional_candidate_retained	FALSE	FALSE
