gene_id	gene_name	gene_type	expressed_filter	cnv_coverage_filter	cnv_variation_filter	test_eligible	n_patients	spearman_rho_relative_cnv	p_relative_cnv	q_relative_cnv	spearman_rho_absolute_cnv	p_absolute_cnv	q_absolute_cnv	direction_stable_between_cnv_scales	discordance_code	dosage_evidence
ENSG00000000003.15	TSPAN6	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.228841262374533	0.0257056392394404	0.0437758717382279	0.277888232490711	0.00639931569831107	0.0174341829615427	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000000005.6	TNMD	protein_coding	FALSE	TRUE	TRUE	FALSE									not_comparable	
ENSG00000000419.13	DPM1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.41877835247454	2.40493572767667e-05	8.19215549245111e-05	0.201029920096796	0.0507663013143152	0.0956497152381734	TRUE	support	strong_positive_dosage
ENSG00000000457.14	SCYL3	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.575064575463125	1.09494160665228e-09	1.22236350841234e-08	0.465965710241201	1.94859606971725e-06	2.39923255884991e-05	TRUE	support	strong_positive_dosage
ENSG00000000460.17	C1orf112	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.424022751877626	1.85220718423801e-05	6.51044664925345e-05	0.402294502330751	5.31541262872232e-05	0.000352932266792966	TRUE	support	strong_positive_dosage
ENSG00000000938.13	FGR	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.154577464741249	0.13473313048453	0.188220877262578	0.0295623360273871	0.776114796938447	0.835400429025071	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000000971.16	CFH	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.0559227929748625	0.590388080330719	0.657588409867748	0.0411199113754028	0.692363975390255	0.772053102602587	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000001036.14	FUCA2	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000001084.13	GCLC	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000001167.14	NFYA	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000001460.18	STPG1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.108722900067521	0.294277592298044	0.368195385312135	0.0266934615975087	0.797350802839666	0.852542187135372	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000001461.17	NIPAL3	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.35558898238473	0.00040579377765659	0.00103546814652734	0.198817920228103	0.0534196191657656	0.0999804619628453	TRUE	support	strong_positive_dosage
ENSG00000001497.18	LAS1L	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.255155291906204	0.012578825983596	0.0230493673058755	0.244485654146054	0.0169513435675146	0.038776504170855	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000001561.7	ENPP4	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000001617.12	SEMA3F	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.166904682912051	0.105962233184187	0.152758104040225	0.0626039238543259	0.546707349442396	0.643349316706278	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000001626.16	CFTR	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.139355597189584	0.178021651226658	0.239998998709097	0.164662865226397	0.110803113730038	0.181340184323698	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000001629.10	ANKIB1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.514379839983922	9.7063952254442e-08	6.29327731334782e-07	0.45451064743178	3.71360177747596e-06	4.07756690406494e-05	TRUE	support	strong_positive_dosage
ENSG00000001630.17	CYP51A1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.384430263523767	0.000119933711128413	0.00034821413107384	0.344808113384651	0.000621952166286739	0.00258779441366418	TRUE	support	strong_positive_dosage
ENSG00000001631.16	KRIT1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.690100693376196	1.02900807859964e-14	5.49425471594473e-13	0.556128443564401	4.88937623408358e-09	1.76156447160932e-07	TRUE	support	strong_positive_dosage
ENSG00000002016.18	RAD52	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.495938379777009	3.21386762207754e-07	1.79630979211932e-06	0.47119403577832	1.44040095386771e-06	1.87547894219203e-05	TRUE	support	strong_positive_dosage
ENSG00000002079.14	MYH16	transcribed_unitary_pseudogene	TRUE	TRUE	TRUE	FALSE									not_comparable	
ENSG00000002330.14	BAD	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000002549.12	LAP3	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.451826468064143	4.30497948608566e-06	1.78309969105091e-05	0.275958576514876	0.00679189087698524	0.0183070690971152	TRUE	support	strong_positive_dosage
ENSG00000002586.20	CD99	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.622050695852071	1.71550490497355e-11	3.13036448991001e-10	0.520850637522294	6.26919830810757e-08	1.38031203026771e-06	TRUE	support	strong_positive_dosage
ENSG00000002586.20_PAR_Y	CD99	protein_coding	FALSE	FALSE		FALSE									not_comparable	
ENSG00000002587.10	HS3ST1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.343414433483118	0.000656529549376918	0.00160148254379651	0.25832367730653	0.0114860699698714	0.0281209149339593	TRUE	support	strong_positive_dosage
ENSG00000002726.21	AOC1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	-0.0491656464465563	0.636106244552877	0.698873723765017	-0.0377305863211061	0.716595041635565	0.791211799266092	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000002745.13	WNT16	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.041194095189281	0.69183696066519	0.747833115600218	0.162993286090028	0.114518625791501	0.186195540036899	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000002746.15	HECW1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.004528616681676	0.965258817755668	0.972770649382331	0.0135917367722862	0.895990373615045	0.92615126890423	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000002822.15	MAD1L1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.306303085322351	0.0025372291175528	0.00543165760783333	0.0923965978139898	0.373167584131152	0.478272996660058	TRUE	support	strong_positive_dosage
ENSG00000002834.18	LASP1	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000002919.15	SNX11	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.299347437242573	0.00320930330279921	0.00671623506371281	-0.0362264320790464	0.727440905173897	0.79949783858353	FALSE	opposite_imprecise	no_strong_dosage_evidence
ENSG00000002933.9	TMEM176A	protein_coding	TRUE	TRUE	TRUE	TRUE	95	-0.0615849033498469	0.553266659255348	0.62324815888047	-0.0755121500798203	0.467043820336436	0.571171622903248	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000003056.8	M6PR	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.406931850876724	4.27027143165138e-05	0.00013734613821	0.329949603305907	0.00109336642620336	0.00412803602771986	TRUE	support	strong_positive_dosage
ENSG00000003096.14	KLHL13	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.191078093508791	0.063614260082731	0.0979548380729959	0.246243806457936	0.0161512742036304	0.0372080761944487	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000003137.8	CYP26B1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	-0.00809789485164258	0.937919606469695	0.951119178734101	-0.0957886361890242	0.355799785564213	0.460857203607941	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000003147.19	ICA1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.00472449355001534	0.963757148764897	0.971648633487275	0.0387460825641159	0.709304215676475	0.785645273451713	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000003249.15	DBNDD1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.315942000407983	0.00181493184561882	0.00402535251244103	0.231705241699616	0.0238630561025898	0.0511755375443455	TRUE	support	strong_positive_dosage
ENSG00000003393.15	ALS2	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.421128935578493	2.14044118963502e-05	7.3904370179557e-05	0.381346226426531	0.000137382369020783	0.000759164794737068	TRUE	support	strong_positive_dosage
ENSG00000003400.15	CASP10	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.14018483033028	0.175428441698669	0.237032122056523	-0.0842341172541594	0.417028287364215	0.523224449975562	FALSE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000003402.20	CFLAR	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.314420840690847	0.00191487678018989	0.00422485513680727	0.0520667813710622	0.61629644042257	0.705658311433643	TRUE	support	strong_positive_dosage
ENSG00000003436.16	TFPI	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.0512376316494812	0.621930948128653	0.686571055376704	0.00726272293118877	0.944311406770174	0.961395019529744	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000003509.16	NDUFAF7	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.27187203122378	0.0076942344214998	0.0148002841328564	0.16045839171751	0.12034330118706	0.193683170484204	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000003756.17	RBM5	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.506091471544035	1.67705268576307e-07	1.01616732732189e-06	0.348510312972437	0.000538036065208803	0.00231144084653728	TRUE	support	strong_positive_dosage
ENSG00000003987.14	MTMR7	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.512619416808791	1.09151136349581e-07	6.97709027815218e-07	0.50717742660752	1.56238417699899e-07	2.91813786932271e-06	TRUE	support	strong_positive_dosage
ENSG00000003989.18	SLC7A2	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.18307251827145	0.0757677459398453	0.114214495900287	0.244392848022794	0.0169945105172181	0.0388542243337588	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000004059.11	ARF5	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.546362504346586	1.02054473587722e-08	8.6456568740113e-08	0.35589582772314	0.00040080255633155	0.0018127596360188	TRUE	support	strong_positive_dosage
ENSG00000004139.14	SARM1	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000004142.12	POLDIP2	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000004399.13	PLXND1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.220714860539415	0.0316054375382037	0.0527117515596396	0.174199721761813	0.0913446695327737	0.154787960851769	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000004455.17	AK2	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000004468.13	CD38	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.256315882644807	0.0121684670942758	0.0223782627160101	0.157838979863202	0.126599178656821	0.201902764553043	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000004478.8	FKBP4	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.602456817745857	1.05402224687854e-10	1.55793824416244e-09	0.535904629263289	2.18734831226612e-08	5.94003239746443e-07	TRUE	support	strong_positive_dosage
ENSG00000004487.17	KDM1A	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.457262242165176	3.18743196745152e-06	1.36749026424967e-05	0.287992499857284	0.00465385717187006	0.0135212409286726	TRUE	support	strong_positive_dosage
ENSG00000004534.15	RBM6	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.514069930383992	9.90950111578304e-08	6.40858200664765e-07	0.408444409658889	3.97317991901771e-05	0.00027823229007721	TRUE	support	strong_positive_dosage
ENSG00000004660.15	CAMKK1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.263287149004422	0.0099406371010723	0.0186600295612491	0.251761043351211	0.0138488823868819	0.032822187708921	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000004700.16	RECQL	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.315540698027855	0.00184083011558253	0.00407566472168605	0.251927825299316	0.0137839686141847	0.0326805552374445	TRUE	support	strong_positive_dosage
ENSG00000004766.17	VPS50	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.578977765107722	7.94133179831496e-10	9.32518239502133e-09	0.442517160336672	7.1183645345993e-06	6.91233530074949e-05	TRUE	support	strong_positive_dosage
ENSG00000004776.13	HSPB6	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000004777.18	ARHGAP33	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000004779.10	NDUFAB1	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000004799.8	PDK4	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.00202740299802197	0.984442954896014	0.987323491814255	-0.00534752615420044	0.958981602255352	0.971965719399376	FALSE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000004809.14	SLC22A16	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000004838.14	ZMYND10	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.328227367148528	0.00116516758469978	0.00268568798785216	0.322367929061783	0.00144271654664683	0.00521863412566318	TRUE	support	strong_positive_dosage
ENSG00000004846.16	ABCB5	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.30578733833455	0.00258232344515314	0.0055179487668799	0.239602109675097	0.0193555633249064	0.0431325345433954	TRUE	support	strong_positive_dosage
ENSG00000004848.8	ARX	protein_coding	TRUE	TRUE	TRUE	TRUE	95	-0.106841349036047	0.302762171241512	0.377099769758874	-0.0912395489827153	0.379208013987734	0.484632205039583	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000004864.14	SLC25A13	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.524123641714446	5.0080736296314e-08	3.48013094635536e-07	0.374627461750472	0.000183837487464424	0.000968602831750652	TRUE	support	strong_positive_dosage
ENSG00000004866.22	ST7	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.474387047684627	1.19470557749943e-06	5.76531816356459e-06	0.317269205645292	0.001731608911173	0.00606521458038302	TRUE	support	strong_positive_dosage
ENSG00000004897.12	CDC27	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.502169327209426	2.16149645140274e-07	1.26323032242809e-06	0.239646308976654	0.0193325534874624	0.0431039808945144	TRUE	support	strong_positive_dosage
ENSG00000004939.15	SLC4A1	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000004948.16	CALCR	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.279811001836899	0.00602825401641535	0.011885932437217	0.320002166833169	0.00157083594269182	0.00558646702894493	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000004961.15	HCCS	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.368090222993214	0.000242612348264351	0.000652834670207617	0.272361965750231	0.00758074965591598	0.0200081305174457	TRUE	support	strong_positive_dosage
ENSG00000004975.12	DVL2	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.56676424925535	2.1344878598053e-09	2.19009506780346e-08	0.558621903641387	4.03643825541873e-09	1.51899436068903e-07	TRUE	support	strong_positive_dosage
ENSG00000005001.10	PRSS22	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000005007.13	UPF1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.328872771877705	0.00113777268467143	0.00262636206534458	0.231027423281345	0.0242886393879755	0.0519127160721053	TRUE	support	strong_positive_dosage
ENSG00000005020.13	SKAP2	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.441985151040673	7.3226633876266e-06	2.84515983706742e-05	0.302145740843907	0.0029217873973656	0.0092174397446245	TRUE	support	strong_positive_dosage
ENSG00000005022.6	SLC25A5	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.213195039354412	0.0380447602457808	0.0622238392361352	0.198551465678441	0.0537467863146524	0.100459358001831	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000005059.16	MCUB	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.316875287085542	0.00175597083043833	0.0039109979050964	0.136207811809811	0.18812109406598	0.277930069308569	TRUE	support	strong_positive_dosage
ENSG00000005073.6	HOXA11	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.177227010095739	0.0857680191661607	0.127232427075126	0.159396424662719	0.122850245487644	0.196889525246341	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000005075.15	POLR2J	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.471108062380385	1.44763488073709e-06	6.85545390496931e-06	0.329457612667072	0.00111345568952108	0.00419016173724225	TRUE	support	strong_positive_dosage
ENSG00000005100.13	DHX33	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.569829883227286	1.67169358745586e-09	1.77557940335973e-08	0.552287795639966	6.54875695893051e-09	2.24463069603126e-07	TRUE	support	strong_positive_dosage
ENSG00000005102.14	MEOX1	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000005108.16	THSD7A	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.0266722059415556	0.797508714688303	0.837182809343354	0.0227920673892566	0.826465288050432	0.874091633980116	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000005156.12	LIG3	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000005175.10	RPAP3	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000005187.12	ACSM3	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000005189.20	REXO5	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000005194.15	CIAPIN1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.40044759333469	5.7944963028877e-05	0.000180784852297851	0.240002208342489	0.0191481303190379	0.0427604487948651	TRUE	support	strong_positive_dosage
ENSG00000005206.17	SPPL2B	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.48480705825655	6.40351448396965e-07	3.30119393031313e-06	0.333721030195708	0.000949988508055343	0.0036822536009996	TRUE	support	strong_positive_dosage
ENSG00000005238.20	FAM214B	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.237618358406807	0.0204128157139854	0.0356038136273913	0.0464564299101731	0.654840061114069	0.739245295980829	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000005243.10	COPZ2	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.328998866549995	0.00113248935022105	0.002615118342954	0.02036271333893	0.844716568120244	0.887253231480946	TRUE	support	strong_positive_dosage
ENSG00000005249.13	PRKAR2B	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.0864696167409316	0.404728274992994	0.481386617587292	0.172673383532066	0.094263111874013	0.158841985754216	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000005302.19	MSL3	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.481849214603252	7.65968454633263e-07	3.88560477666362e-06	0.391294202423125	8.82138833822678e-05	0.000528949630758354	TRUE	support	strong_positive_dosage
ENSG00000005339.15	CREBBP	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000005379.17	TSPOAP1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	-0.137841173060611	0.182829863523747	0.245749690430118	0.0290407256559917	0.779964141071027	0.838263155683285	FALSE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000005381.8	MPO	protein_coding	TRUE	TRUE	TRUE	TRUE	95	-0.099580867368445	0.336987558320882	0.412477194732693	-0.175734134132385	0.0884832801874605	0.150818683920766	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000005421.9	PON1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.223820065001896	0.0292285617856276	0.0491874496503886	0.279939979714984	0.00600406009052523	0.0165861452517944	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000005436.14	GCFC2	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.344642167374402	0.000625980044811711	0.00153374786095481	0.370841298368978	0.000216033967709331	0.00110433420439009	TRUE	support	strong_positive_dosage
ENSG00000005448.17	WDR54	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.220921487349472	0.0314423627048549	0.0524713540674423	0.195144203726816	0.0580773482356215	0.107085916011072	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000005469.12	CROT	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.169281478665842	0.101011771424899	0.146487282471191	0.0753235687778637	0.468160163167946	0.572205781543552	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000005471.19	ABCB4	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.0383947584854879	0.711823648906992	0.764381669385137	0.0797602833585027	0.44228473449178	0.54797332970152	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000005483.21	KMT2E	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.624241108996811	1.38936184095028e-11	2.62200697424576e-10	0.580843106329641	6.80374014736974e-10	3.65614544698911e-08	TRUE	support	strong_positive_dosage
ENSG00000005486.17	RHBDD2	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.409044880834396	3.86067969259098e-05	0.0001255413842601	0.381629688316653	0.000135685511201446	0.000751425176007307	TRUE	support	strong_positive_dosage
ENSG00000005513.10	SOX8	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000005700.15	IBTK	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000005801.18	ZNF195	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.461466879566351	2.51725186423673e-06	1.10846486605035e-05	0.45414796942894	3.78877105092843e-06	4.13148705656701e-05	TRUE	support	strong_positive_dosage
ENSG00000005810.18	MYCBP2	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.381411317153397	0.000136990993206936	0.000391552800507182	0.198089114257752	0.0543183904839597	0.101333602253248	TRUE	support	strong_positive_dosage
ENSG00000005812.11	FBXL3	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.610271548727634	5.18633037679224e-11	8.27333859603512e-10	0.38088684897243	0.000140174098092974	0.00077190096049288	TRUE	support	strong_positive_dosage
ENSG00000005844.19	ITGAL	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000005882.12	PDK2	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.244347012570443	0.0170158649632368	0.0302403586692501	0.09890989715398	0.340269413778991	0.445381020285392	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000005884.18	ITGA3	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.126334065588091	0.222485367819226	0.290523006042363	-0.0229381789959705	0.825370411710175	0.87334256055669	FALSE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000005889.16	ZFX	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.463932428816757	2.18865570693883e-06	9.81142865867736e-06	0.527326351548053	4.01072472296385e-08	9.57890978090915e-07	TRUE	support	strong_positive_dosage
ENSG00000005893.16	LAMP2	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.144677467892097	0.161859370711345	0.220958077433938	0.145071285548341	0.160708166423409	0.24501261530995	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000005961.19	ITGA2B	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.119758901682867	0.247689875586794	0.318160944210647	0.160507269128278	0.12022887378495	0.193568944692236	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000005981.13	ASB4	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.231985256352825	0.0236891090110178	0.0406914913284203	0.299267161698144	0.00321791310959702	0.009977890967215	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000006007.12	GDE1	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000006015.18	REX1BD	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.463804348805107	2.20467665143336e-06	9.87277870532412e-06	0.306545080018974	0.00251631554969991	0.00815535747541382	TRUE	support	strong_positive_dosage
ENSG00000006016.11	CRLF1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.0187246563940822	0.85707006154225	0.886354278763665	-0.0206755767626434	0.842361263084676	0.885659553841806	FALSE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000006025.12	OSBPL7	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.327184680854513	0.0012106946186954	0.00277900980168237	0.231289644040938	0.0241232368942139	0.0516044942862582	TRUE	support	strong_positive_dosage
ENSG00000006042.12	TMEM98	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.188342083260459	0.0675758838770053	0.103265135477549	0.330225859882407	0.00108223125031382	0.0041006443730146	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000006047.13	YBX2	protein_coding	TRUE	TRUE	TRUE	TRUE	95	-0.0376470718457209	0.717195782641507	0.768978433840006	0.0473427229043948	0.648687185766567	0.734653589024076	FALSE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000006059.4	KRT33A	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000006062.17	MAP3K14	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.0717166334815925	0.489789470467199	0.56360675659786	-0.0474513487527173	0.647934686627631	0.734194754808043	FALSE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000006071.15	ABCC8	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.0702869835125493	0.498506585379205	0.571873407126104	0.14846352379356	0.151042864270226	0.233145764931233	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000006116.4	CACNG3	protein_coding	FALSE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000006118.15	TMEM132A	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000006125.18	AP2B1	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000006128.12	TAC1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.064701205598843	0.533327802573151	0.605032936061606	0.0825410645124742	0.426486283012248	0.532771773164039	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000006194.10	ZNF263	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000006210.7	CX3CL1	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.267074314221698	0.0088871475775892	0.0168571573340804	0.361295851792178	0.000321701648565881	0.0015132864640625	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000006282.21	SPATA20	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.449779262309496	4.81452372677792e-06	1.96706797367905e-05	0.284737309539457	0.00516314112085892	0.0147309236658566	TRUE	support	strong_positive_dosage
ENSG00000006283.18	CACNA1G	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.0475764888878578	0.647068224201418	0.708829508449718	0.0317426790507856	0.760083944513033	0.823909781924063	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence
ENSG00000006327.14	TNFRSF12A	protein_coding	TRUE	TRUE	FALSE	FALSE									not_comparable	
ENSG00000006377.11	DLX6	protein_coding	TRUE	TRUE	TRUE	TRUE	95	0.316029393981892	0.00180933571625347	0.00401504734094951	0.39885115297664	6.24071566577613e-05	0.000403154854379908	TRUE	support	strong_positive_dosage
