analysis_id	feature_id	study_id	platform	ion_mode	evidence_family	within_analysis_evidence_unit	metabolite_name	normalized_name_key	cas	molecular_formula	quantitated_mz	hmdb_id	kegg_id	pubchem_id	annotation_identity_status	internal_standard	source_annotation_ion_mode	precursor_mz	product_mz	n_escc_nonmissing	n_normal_nonmissing	positive_count_total	positive_detection_rate_escc	positive_detection_rate_normal	detection_rate_difference	zero_count_all	negative_count_all	censoring_sensitive	detection_fisher_p	positive_abundance_n_escc	positive_abundance_n_normal	positive_abundance_wilcoxon_w	positive_abundance_rank_biserial	positive_abundance_wilcoxon_p	raw_mean_escc	raw_mean_normal	raw_median_escc	raw_median_normal	primary_transform	primary_asinh_cofactor	limma_effect_transformed	limma_effect_scale	limma_ci95_low	limma_ci95_high	limma_t	limma_p	limma_q_analysis	wilcoxon_w	wilcoxon_rank_biserial	wilcoxon_p	source_unit_conflict	source_upstream_imputation	additional_imputation_by_this_script	nonpositive_value_semantics	absolute_concentration_claim_allowed	primary_design	paired_model_used_as_primary	host_multiomics_sample_level_link_allowed	limma_q_evidence_family	wilcoxon_q_evidence_family	detection_fisher_q_evidence_family	positive_abundance_wilcoxon_q_evidence_family	wilcoxon_q_analysis	direction	wilcoxon_direction	positive_abundance_direction	direction_concordant	positive_abundance_direction_concordant	run_order_sensitivity_effect	run_order_sensitivity_p	run_order_sensitivity_q_evidence_family	run_order_sensitivity_direction	run_order_perfect_group_block	run_order_rank_group_correlation	paired_sensitivity_effect	paired_sensitivity_p	paired_sensitivity_q_evidence_family	paired_sensitivity_direction	paired_sensitivity_estimable	paired_sensitivity_complete_candidate_pairs	scale_sensitivity_min_q	scale_sensitivity_max_q	scale_sensitivity_all_q05	scale_sensitivity_all_q10	scale_sensitivity_direction_stable	run_order_sensitivity_direction_concordant	paired_sensitivity_direction_concordant	detection_driven	primary_candidate_tier	robust_lc_upgrade	final_candidate_tier	conditional_reason	candidate_rank
AN004963	AN004963__19	ST003027	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	Methylmalonic acid	methylmalonicacid							source_label_unmapped	IS-neg04_Lac-13C3-1	Negative	117.03	73.1	16	16	32	1	1	0	0	0	FALSE	1	16	16	57	-0.5546875	0.00745259474040896	0.141292	0.3968123125	0.0899535	0.239342	asinh	1	-0.216665687265066	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	-0.401576648767679	-0.0317547257624526	-2.39128096909635	0.0231481156765002	0.0723378614890632	57	-0.5546875	0.00745259474040896	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.0651802204575138	0.02256870671388	1	0.0221468617285738	0.0259974235130545	lower_in_early_ESCC	lower_in_early_ESCC	lower_in_early_ESCC	TRUE	TRUE	-0.200843911133513	0.034843114825919	0.0924350401580166	lower_in_early_ESCC	FALSE	-0.142151719781894	-0.216665687265066	0.0135309014053493	0.0425825426580109	lower_in_early_ESCC	TRUE	16	0.00685881034000888	0.0887725100575282	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_exploratory	FALSE	conditional_fdr	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	31
AN004962	AN004962__24	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	L-Serine	lserine							source_label_unmapped	IS-pos03_GABA-d6-1	Positive	106	60	16	16	32	1	1	0	0	0	FALSE	1	16	16	176	0.375	0.0704404292720879	69.202913375	53.086950375	67.8459645	55.357102	asinh	1	0.243667169307992	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.0342225944269861	0.453111744188998	2.37439932313173	0.0240645848182975	0.0614185672228191	176	0.375	0.0704404292720879	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.0666145385592822	0.146827128547664	1	0.143153130456179	0.136878561426444	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.258448989027999	0.0185162367020978	0.0566067807749846	higher_in_early_ESCC	FALSE	-0.142151719781894	0.243667169307991	0.00658834041398644	0.0251768722963053	higher_in_early_ESCC	TRUE	16	0.0559385410231873	0.0739873635706887	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_exploratory	FALSE	conditional_fdr	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	32
AN004963	AN004963__8	ST003027	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	3-Hydroxyisobutyric acid	3hydroxyisobutyricacid							source_label_unmapped	IS-neg04_Lac-13C3-1	Negative	103	73	16	16	32	1	1	0	0	0	FALSE	1	16	16	75	-0.4140625	0.0457695208137257	1.8226145625	2.8491436875	1.6435265	2.3546515	asinh	1	-0.359312674468515	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	-0.668183796127776	-0.0504415528092544	-2.3740964426654	0.024072543529211	0.073691459783299	75	-0.4140625	0.0457695208137257	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.0666145385592822	0.10419869632061	1	0.101530979269884	0.114423802034314	lower_in_early_ESCC	lower_in_early_ESCC	lower_in_early_ESCC	TRUE	TRUE	-0.389898321949589	0.0146412772637112	0.0474732323399121	lower_in_early_ESCC	FALSE	-0.142151719781894	-0.359312674468515	0.0111473891612124	0.0371479361652436	lower_in_early_ESCC	TRUE	16	0.0540791142693324	0.0719403511166067	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_exploratory	FALSE	conditional_fdr	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	33
AN004962	AN004962__62	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	2-Phenylacetamide	2phenylacetamide							source_label_unmapped	IS-pos05_Nic-2456-d4-1	Positive	136	91	16	16	32	1	1	0	0	0	FALSE	1	16	16	215	0.6796875	0.00104199311391984	0.020808375	0.012557375	0.016405	0.012595	asinh	1	0.00824751379241084	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.00108474083986514	0.0154102867449565	2.34966786011682	0.0254295569095066	0.0639478563459652	215	0.6796875	0.00104199311391984	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.0697682715209541	0.00484753318214881	1	0.00529399727233466	0.00404956414727937	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.00858751804751472	0.022924887064577	0.0667834258067728	higher_in_early_ESCC	FALSE	-0.142151719781894	0.00824751379241083	0.0360204247349031	0.0896322196891774	higher_in_early_ESCC	TRUE	16	0.00928371416085039	0.0779269007633773	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_exploratory	FALSE	conditional_fdr	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	34
AN004962	AN004962__65	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	N-Methylnicotinamide	nmethylnicotinamide							source_label_unmapped	IS-pos05_Nic-2456-d4-1	Positive	137	80	16	16	31	1	0.9375	0.0625	0	1	TRUE	1	16	15	208	0.733333333333333	0.000504218229449016	0.0054025	0.0006546875	0.003857	0.0004345	asinh	1	0.00474766372077379	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.000602239031644591	0.00889308840990299	2.33709050723835	0.0261631048260488	0.0648389989167295	224	0.75	0.000296732311293235	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.0711725139759462	0.00216479708920747	1	0.00359892593599826	0.00169137417437144	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.00474223643764445	0.0305100176316533	0.0829975903369552	higher_in_early_ESCC	FALSE	-0.142151719781894	0.00474766372077379	0.035654293722302	0.0894142834754604	higher_in_early_ESCC	TRUE	16	0.000744897032859455	0.0818818683032809	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_exploratory	FALSE	conditional_fdr	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	35
AN004962	AN004962__42	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	Nicotinic acid	nicotinicacid							source_label_unmapped	IS-pos01_Leu-555-d3-1	Positive	124.01	80	16	16	32	1	1	0	0	0	FALSE	1	16	16	152	0.1875	0.365712296281513	0.1106453125	0.023507125	0.045938	0.0219165	asinh	1	0.0850554434291511	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.0105694876437777	0.159541399214524	2.33052397707436	0.0265778834956473	0.064925972539367	152	0.1875	0.365712296281513	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.0716932823706117	0.536044050713999	1	0.540842128303647	0.516833079868916	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.0806891458730278	0.0376133447308019	0.0965910692686992	higher_in_early_ESCC	FALSE	-0.142151719781894	0.0850554434291511	0.0299607532516331	0.078831162244051	higher_in_early_ESCC	TRUE	16	0.0397529244837737	0.0811133766047794	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_exploratory	FALSE	conditional_fdr	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	36
AN004962	AN004962__262	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	Biliverdin	biliverdin							source_label_unmapped	IS-pos04_ACh-d9-1	Positive	583	297	16	16	32	1	1	0	0	0	FALSE	1	16	16	176	0.375	0.0704404292720879	0.010334625	0.004096875	0.006789	0.003835	asinh	1	0.00623710903793918	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.00074549252569707	0.0117287255501813	2.31764943257813	0.0273347714480977	0.0658344495440099	176	0.375	0.0704404292720879	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.0731205136236613	0.146827128547664	1	0.143153130456179	0.136878561426444	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.00575837214216833	0.0409699945771832	0.104375938565681	higher_in_early_ESCC	FALSE	-0.142151719781894	0.00623710903793918	0.0292008021773302	0.0778288499356309	higher_in_early_ESCC	TRUE	16	0.0345997147487963	0.141728480238499	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	limma_fdr_exploratory	FALSE	conditional_fdr	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	37
AN004962	AN004962__185	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	Glycylphenylalanine	glycylphenylalanine							source_label_unmapped	IS-pos01_Leu-555-d3-1	Positive	223.2	120.2	16	16	32	1	1	0	0	0	FALSE	1	16	16	177	0.3828125	0.0647823685814215	0.1597255	0.0691921875	0.0916575	0.0711895	asinh	1	0.087323242843108	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.00956407577520926	0.165082409911007	2.29194458336408	0.0289819153956035	0.0688320490645583	177	0.3828125	0.0647823685814215	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.0768859077850308	0.137716161024081	1	0.134368549029611	0.130326882675566	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.0909961624269544	0.0261162483365248	0.0728983975306476	higher_in_early_ESCC	FALSE	-0.142151719781894	0.087323242843108	0.0340690121628135	0.0861114401910482	higher_in_early_ESCC	TRUE	16	0.0419793483852342	0.0884285015421526	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_exploratory	FALSE	conditional_fdr	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	38
AN004962	AN004962__199	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	gamma-L-Glutamyl-L-valine	gammalglutamyllvaline							source_label_unmapped	IS-pos03_GABA-d6-1	Positive	247	118	16	16	32	1	1	0	0	0	FALSE	1	16	16	199	0.5546875	0.00745259474040894	0.0628648125	0.0304989375	0.0469525	0.0321985	asinh	1	0.0321677058108078	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.00325232623047684	0.0610830853911387	2.27025315670508	0.0304004353933872	0.0712119787982084	199	0.5546875	0.00745259474040894	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.0799880308301418	0.02256870671388	1	0.0221468617285738	0.0202284714382528	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.0291272400933463	0.0464301569350621	0.115535506791899	higher_in_early_ESCC	FALSE	-0.142151719781894	0.0321677058108077	0.0293373546486335	0.0778288499356309	higher_in_early_ESCC	TRUE	16	0.0133736051016825	0.0884285015421526	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_exploratory	FALSE	conditional_fdr	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	39
AN004962	AN004962__150	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	N6,N6,N6-Trimethyl-L-lysine	n6n6n6trimethylllysine							source_label_unmapped	IS-neg05_Suc-2233-d4-1	Positive	189.4	130	16	16	32	1	1	0	0	0	FALSE	1	16	16	188	0.46875	0.0237385152500544	0.27068525	0.2199534375	0.260533	0.2183625	asinh	1	0.0487090618624842	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.0047664236307699	0.0926517000941985	2.2622490169917	0.0309604991892647	0.0715438562346522	188	0.46875	0.0237385152500544	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.0807993515427151	0.0590702588780427	1	0.0566487295739938	0.0541238147701243	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.0456747373978029	0.0445372896667016	0.11257062978749	higher_in_early_ESCC	FALSE	-0.142151719781894	0.0487090618624843	0.0382626152581123	0.0930477234685914	higher_in_early_ESCC	TRUE	16	0.0807993515427151	0.151184361990823	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	limma_fdr_exploratory	FALSE	conditional_fdr	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	40
AN004962	AN004962__219	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	1-Methyladenosine	1methyladenosine							source_label_unmapped	IS-pos01_Leu-555-d3-1	Positive	282	150	16	16	32	1	1	0	0	0	FALSE	1	16	16	186	0.453125	0.0288187332502756	0.0527343125	0.043667125	0.0528975	0.04247	asinh	1	0.00905241389260411	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.000646971849792021	0.0174578559354162	2.19770023917553	0.0356731386643764	0.0813347561547783	186	0.453125	0.0288187332502756	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.0923473992843938	0.0690359206965558	1	0.0677455296554987	0.0631795305871427	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.00876567444989918	0.0463231356899805	0.115535506791899	higher_in_early_ESCC	FALSE	-0.142151719781894	0.00905241389260415	0.0512532714247886	0.120089781951512	higher_in_early_ESCC	TRUE	16	0.0815884085895592	0.145547977796424	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	limma_fdr_exploratory	FALSE	conditional_fdr	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	41
AN004963	AN004963__192	ST003027	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	Uridine-5'-diphosphate	uridine5diphosphate							source_label_unmapped	IS-neg05_Suc-2233-d4-1	Negative	403	111	16	16	31	1	0.9375	0.0625	1	0	TRUE	1	16	15	49	-0.591666666666667	0.00500795822992502	1.54951575	2.32492425	1.199472	2.0801325	asinh	1	-0.41429032687111	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	-0.800999268611942	-0.0275813851302787	-2.18637022658156	0.0365853670033405	0.109756101010022	65	-0.4921875	0.0175774092692974	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.0939512224645785	0.0478165116563094	1	0.0162629571384163	0.0527322278078926	lower_in_early_ESCC	lower_in_early_ESCC	lower_in_early_ESCC	TRUE	TRUE	-0.425794986120892	0.0362566762438048	0.0938580086633978	lower_in_early_ESCC	FALSE	-0.142151719781894	-0.41429032687111	0.093633613583143	0.197739407632822	lower_in_early_ESCC	TRUE	16	0.0939512224645785	0.895987202507406	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	limma_fdr_exploratory	FALSE	conditional_fdr	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	42
AN004963	AN004963__175	ST003027	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	Cellobiose	cellobiose							source_label_unmapped	IS-neg05_Suc-2233-d4-1	Negative	341.11	160.98	16	16	32	1	1	0	0	0	FALSE	1	16	16	61	-0.5234375	0.0115646443354931	9.210416375	12.6207734375	5.9100735	9.6003625	asinh	1	-0.430374332921546	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	-0.837441561002978	-0.0233071048401133	-2.15766167868976	0.0389440117017796	0.114541210887587	61	-0.5234375	0.0115646443354931	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.0992145060021528	0.033443701186426	1	0.0325255621935744	0.0377107967461732	lower_in_early_ESCC	lower_in_early_ESCC	lower_in_early_ESCC	TRUE	TRUE	-0.41812509605516	0.0496725598098493	0.122351802431111	lower_in_early_ESCC	FALSE	-0.142151719781894	-0.430374332921547	0.00103196848637688	0.00602294334776326	lower_in_early_ESCC	TRUE	16	0.0873582800183953	0.532806598366879	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	limma_fdr_exploratory	FALSE	conditional_fdr	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	43
AN004963	AN004963__14	ST003027	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	Fumaric acid	fumaricacid							source_label_unmapped	IS-neg05_Suc-2233-d4-1	Negative	115	71	16	16	32	1	1	0	0	0	FALSE	1	16	16	67	-0.4765625	0.0215035763845199	13.4189011875	17.8114685	12.9003475	17.79077	asinh	1	-0.282746210228644	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	-0.555100266975042	-0.010392153482246	-2.11868342840906	0.042363041215323	0.122201080428816	67	-0.4765625	0.0215035763845199	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.107075088426131	0.0565790821264828	1	0.0537589409612999	0.0608591784467546	lower_in_early_ESCC	lower_in_early_ESCC	lower_in_early_ESCC	TRUE	TRUE	-0.298066807835644	0.0359842909991311	0.0938580086633978	lower_in_early_ESCC	FALSE	-0.142151719781894	-0.282746210228645	0.0779361590387723	0.169037209807067	lower_in_early_ESCC	TRUE	16	0.0832236628661826	0.115342780654339	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	nominal_concordant	FALSE	nominal_concordant_conditional	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	44
AN004963	AN004963__99	ST003027	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	N-Acetyl-L-aspartic acid	nacetyllasparticacid							source_label_unmapped	IS-neg05_Suc-2233-d4-1	Negative	174	88	16	16	32	1	1	0	0	0	FALSE	1	16	16	187	0.4609375	0.0261722598537777	3.9346950625	2.9589744375	3.5723015	2.9214295	asinh	1	0.23905986445293	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.00634324818680429	0.471776480719055	2.09643982402076	0.0444313965613464	0.12574923555098	187	0.4609375	0.0261722598537777	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.111425611689002	0.0631676346846815	1	0.0619869312326314	0.070104267465476	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.253821086920316	0.0360690820078097	0.0938580086633978	higher_in_early_ESCC	FALSE	-0.142151719781894	0.23905986445293	0.0141545006288064	0.0432723304937796	higher_in_early_ESCC	TRUE	16	0.110620735049598	0.132243780045884	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	nominal_concordant	FALSE	nominal_concordant_conditional	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	45
AN004963	AN004963__85	ST003027	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	Terephthalic acid	terephthalicacid							source_label_unmapped	IS-neg05_Suc-2233-d4-1	Negative	165.04	121	16	16	32	1	1	0	0	0	FALSE	1	16	16	71	-0.4453125	0.0316924452476644	0.911769	1.0518494375	0.869495	1.119616	asinh	1	-0.100332142833668	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	-0.199249956904271	-0.00141432876306466	-2.06876264858172	0.0470039389637345	0.128728598462895	71	-0.4453125	0.0316924452476644	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.115659206405211	0.0742574812007319	1	0.0734052959780462	0.0819632204680976	lower_in_early_ESCC	lower_in_early_ESCC	lower_in_early_ESCC	TRUE	TRUE	-0.114090285381741	0.0202438451557734	0.0601692064352155	lower_in_early_ESCC	FALSE	-0.142151719781894	-0.100332142833668	0.0370300783693929	0.0914287693495337	lower_in_early_ESCC	TRUE	16	0.115659206405211	0.179425388122885	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	nominal_concordant	FALSE	nominal_concordant_conditional	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	46
AN004963	AN004963__103	ST003027	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	N-Formyl-L-methionine	nformyllmethionine							source_label_unmapped	IS-neg06_Hippuric Acid-d5-1	Negative	176.04	98.02	16	16	32	1	1	0	0	0	FALSE	1	16	16	196	0.53125	0.0103817957897017	0.0717939375	0.04971075	0.0724765	0.0480095	asinh	1	0.0220334842152644	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.000289380536893029	0.0437775878936358	2.06404015780387	0.0472004861030613	0.128728598462895	196	0.53125	0.0103817957897017	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.115659206405211	0.0302959677135839	1	0.0294618529167209	0.0346059859656722	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.0219101486263551	0.0532698654229169	0.129127356805923	higher_in_early_ESCC	FALSE	-0.142151719781894	0.0220334842152644	0.064304090330672	0.144346944028991	higher_in_early_ESCC	TRUE	16	0.0271375968823671	0.386614488158264	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	nominal_concordant	FALSE	nominal_concordant_conditional	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	47
AN004962	AN004962__242	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	Nicotinamide mononucleotide	nicotinamidemononucleotide							source_label_unmapped	IS-pos02_GlU-13C5-N15-1	Positive	335	123	16	16	32	1	1	0	0	0	FALSE	1	16	16	65	-0.4921875	0.0175774092692974	0.492905625	0.7873515625	0.235001	0.6962215	asinh	1	-0.255411692170869	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	-0.509264485747251	-0.0015588985944866	-2.05345261018075	0.048694498196918	0.106753322970166	65	-0.4921875	0.0175774092692974	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	0.117525818956471	0.0478165116563094	1	0.0460124158255525	0.0442020144860274	lower_in_early_ESCC	lower_in_early_ESCC	lower_in_early_ESCC	TRUE	TRUE	-0.237745758123575	0.068447337770312	0.158100850970105	lower_in_early_ESCC	FALSE	-0.142151719781894	-0.255411692170869	0.0599891626113205	0.1365710723279	lower_in_early_ESCC	TRUE	16	0.0218582248271429	0.18843118962729	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	nominal_concordant	FALSE	nominal_concordant_conditional	asinh scale sensitivity does not remain family q<=0.05 at all seven scales	48
AN004962	AN004962__243	ST003027	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	ST003027_targeted_tissue_shared_32	N-Acetylglucosaminylasparagine	nacetylglucosaminylasparagine							source_label_unmapped	IS-pos02_GlU-13C5-N15-1	Positive	336	126	16	16	32	1	1	0	0	0	FALSE	1	16	16	255	0.9921875	1.6972119813996e-06	2.4593071875	1.3727695	2.40856	1.341794	asinh	1	0.510947112707689	asinh(x*1) difference: Early_stage_ESCC minus Normal_tissue	0.403364729693983	0.618529495721396	9.69305432315705	7.98565667800351e-11	1.3655472919386e-08	255	0.9921875	1.6972119813996e-06	source_units_field_mz_but_method_comments_describe_nmol_per_g	not described in source metadata	none	source zero/negative values retained in primary asinh; detection/censoring flags and positive-only abundance sensitivity reported	no	unpaired	no	no	2.56339579363913e-08	0.000465233107896701	1	0.000456537161954707	0.000290223248819332	higher_in_early_ESCC	higher_in_early_ESCC	higher_in_early_ESCC	TRUE	TRUE	0.511068919033061	2.05114332901087e-10	6.58417008612489e-08	higher_in_early_ESCC	FALSE	-0.142151719781894	0.51094711270769	3.61821898278411e-09	1.1614482934737e-06	higher_in_early_ESCC	TRUE	16	2.56339579363913e-08	4.10191116101859e-07	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	limma_fdr_strong	TRUE	robust_rank_and_scale_fdr	all prespecified rank, scale, run-order and censoring upgrade criteria met	49
