tcga_gene_id	tcga_gene_name	gencode19_gene_name	paper_patient_id	region_type	n_common_cpg	median_normal_beta	median_tumor_beta	median_delta_beta	mean_delta_beta	delta_beta_iqr	fraction_cpg_higher_in_tumor	fraction_cpg_lower_in_tumor
ENSG00000141510.18	TP53	TP53	P12	gene_body	300	0.923077	0.888889	0	-0.00894011666666667	0.135747	0.33	0.35
ENSG00000141510.18	TP53	TP53	P13	gene_body	300	0.930952	0.846154	-0.0571895	-0.0821790333333333	0.15712025	0.186666666666667	0.55
ENSG00000141510.18	TP53	TP53	P2	gene_body	300	0.916667	0.923077	0	0.00713744999999998	0.106813	0.366666666666667	0.293333333333333
ENSG00000141510.18	TP53	TP53	P6	gene_body	300	0.928571	0.9	0	-0.01996699	0.09492	0.266666666666667	0.403333333333333
ENSG00000141510.18	TP53	TP53	P7	gene_body	300	0.944444	0.8	-0.071429	-0.133251916666667	0.205451	0.106666666666667	0.616666666666667
ENSG00000141510.18	TP53	TP53	P8	gene_body	300	0.919872	0.9	0	-0.0175956233333333	0.157063	0.333333333333333	0.396666666666667
ENSG00000141510.18	TP53	TP53	P9	gene_body	300	0.916667	0.916667	0	-0.0171033066666667	0.10117725	0.293333333333333	0.373333333333333
ENSG00000141510.18	TP53	TP53	P1	promoter	50	0	0	0	-0.02273062	0	0.18	0.2
ENSG00000141510.18	TP53	TP53	P11	promoter	50	0	0	0	-0.04510944	0	0.08	0.22
ENSG00000141510.18	TP53	TP53	P12	promoter	50	0	0	0	0.0203032	0	0.22	0.16
ENSG00000141510.18	TP53	TP53	P13	promoter	50	0	0	0	-0.03680992	0	0.12	0.24
ENSG00000141510.18	TP53	TP53	P2	promoter	50	0	0	0	-0.01844628	0.01323525	0.14	0.26
ENSG00000141510.18	TP53	TP53	P6	promoter	50	0	0	0	-0.01896058	0	0.06	0.22
ENSG00000141510.18	TP53	TP53	P7	promoter	50	0	0	0	-0.05778028	0.071429	0.04	0.32
ENSG00000141510.18	TP53	TP53	P8	promoter	50	0	0	0	-0.02752072	0.07019225	0.22	0.28
ENSG00000141510.18	TP53	TP53	P9	promoter	50	0	0	0	0.00442436000000001	0	0.2	0.1
ENSG00000127616.19	SMARCA4	SMARCA4	P1	gene_body	1533	0.933333	0.9375	0	0.0167719732550554	0.135747	0.419439008480104	0.353555120678408
ENSG00000127616.19	SMARCA4	SMARCA4	P11	gene_body	1533	0.933333	0.888889	-0.012821	-0.0660207012393999	0.173377	0.262883235485975	0.510110893672538
ENSG00000127616.19	SMARCA4	SMARCA4	P12	gene_body	1533	0.9375	0.923077	0	-0.00332821787345078	0.136513	0.386170906718852	0.41030658838878
ENSG00000127616.19	SMARCA4	SMARCA4	P13	gene_body	1533	0.9375	0.9	-0.029914	-0.0560736816699282	0.125	0.240052185257665	0.544031311154599
ENSG00000127616.19	SMARCA4	SMARCA4	P2	gene_body	1533	0.923077	0.944444	0	0.0224669615133725	0.140909	0.446183953033268	0.326810176125245
ENSG00000127616.19	SMARCA4	SMARCA4	P6	gene_body	1533	0.928571	0.923077	0	-0.00717907175472931	0.15	0.349641226353555	0.38747553816047
ENSG00000127616.19	SMARCA4	SMARCA4	P7	gene_body	1533	0.923077	0.9	-0.00784300000000002	-0.0426334957599478	0.163865	0.320287018917156	0.505544683626876
ENSG00000127616.19	SMARCA4	SMARCA4	P8	gene_body	1533	0.923077	0.928571	0	0.0040222328767123	0.14359	0.413568166992825	0.405088062622309
ENSG00000127616.19	SMARCA4	SMARCA4	P9	gene_body	1533	0.928571	0.9375	0	0.0130039236790607	0.142158	0.415525114155251	0.334637964774951
ENSG00000127616.19	SMARCA4	SMARCA4	P1	promoter	34	0.6098485	0.435606	0	-0.0556299117647059	0.0702385	0.176470588235294	0.470588235294118
ENSG00000127616.19	SMARCA4	SMARCA4	P11	promoter	34	0.636364	0.527778	0	-0.0403284117647059	0.09433775	0.176470588235294	0.441176470588235
ENSG00000127616.19	SMARCA4	SMARCA4	P12	promoter	34	0.625	0.7083335	0.022059	0.0631167058823529	0.15333325	0.5	0.235294117647059
ENSG00000127616.19	SMARCA4	SMARCA4	P13	promoter	34	0.481061	0.5714285	0	0.00749449999999999	0.101917	0.323529411764706	0.323529411764706
ENSG00000127616.19	SMARCA4	SMARCA4	P2	promoter	34	0.615385	0.334541	-0.0678735	-0.137365970588235	0.235577	0.0588235294117647	0.588235294117647
ENSG00000127616.19	SMARCA4	SMARCA4	P6	promoter	34	0.717949	0.6921055	0	0.00865105882352941	0.06109175	0.235294117647059	0.352941176470588
ENSG00000127616.19	SMARCA4	SMARCA4	P7	promoter	34	0.6458335	0.441558	-0.0408335	-0.0844341176470588	0.15692625	0.0882352941176471	0.558823529411765
ENSG00000127616.19	SMARCA4	SMARCA4	P8	promoter	34	0.5505055	0.4486215	-0.0669645	-0.0614300882352941	0.14478675	0.294117647058824	0.558823529411765
ENSG00000127616.19	SMARCA4	SMARCA4	P9	promoter	34	0.801948	0.519048	-0.0357145	-0.0908737647058823	0.21341	0.205882352941176	0.529411764705882
