Hugo_Symbol	gene_id	nonsynonymous_variants	mutated_patients	likely_lof_variants	likely_lof_patients	hotspot_variants	max_observed_aa_position	variant_classes	callers	oncodrive_mutated_samples	oncodrive_clusters	oncodrive_cluster_score	oncodrive_mutations_in_clusters	oncodrive_fraction_in_clusters	oncodrive_p	oncodrive_fdr	mutation_frequency_96	recurrent_mutation
ENPP3	ENSG00000154269.15	1	1	0	0	0	695	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ENPP4	ENSG00000001561.7	1	1	0	0	0	161	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ENPP7	ENSG00000182156.10	1	1	0	0	0	92	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ENTPD1	ENSG00000138185.20	1	1	1	1	0	153	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ENTPD6	ENSG00000197586.13	1	1	0	0	0	305	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EPB41	ENSG00000159023.22	1	1	1	1	0	546	Splice_Site	muse;mutect2;varscan2								0.0104166666666667	FALSE
EPB41L3	ENSG00000082397.17	1	1	1	1	0	722	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EPB41L4A	ENSG00000129595.14	1	1	0	0	0	424	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EPB41L5	ENSG00000115109.14	1	1	0	0	0	67	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EPHA10	ENSG00000183317.17	1	1	0	0	0	457	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EPHA4	ENSG00000116106.12	1	1	0	0	0	43	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EPHA7	ENSG00000135333.14	1	1	0	0	0	854	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EPHB1	ENSG00000154928.18	1	1	0	0	0	478	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EPHB2	ENSG00000133216.17	1	1	0	0	0	369	In_Frame_Del	mutect2;pindel								0.0104166666666667	FALSE
EPHB6	ENSG00000106123.12	1	1	0	0	0	58	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EPS15	ENSG00000085832.17	1	1	0	0	0	661	Missense_Mutation	muse;varscan2								0.0104166666666667	FALSE
EPS8	ENSG00000151491.14	1	1	0	0	0	741	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ERBB3	ENSG00000065361.16	1	1	0	0	0	1066	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ERBB4	ENSG00000178568.15	1	1	1	1	0	1305	Frame_Shift_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
ERCC1	ENSG00000012061.16	1	1	0	0	0	162	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ERCC2	ENSG00000104884.16	1	1	0	0	0	441	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ERCC4	ENSG00000175595.15	1	1	1	1	0	604	Splice_Site	muse;mutect2;varscan2								0.0104166666666667	FALSE
ERG	ENSG00000157554.19	1	1	0	0	0	485	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
ERI2	ENSG00000196678.14	1	1	0	0	0	26	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
ERMARD	ENSG00000130023.16	1	1	0	0	0	18	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ERO1B	ENSG00000086619.14	1	1	0	0	0	186	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ERP27	ENSG00000139055.7	1	1	1	1	0	155	Frame_Shift_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
ERP44	ENSG00000023318.8	1	1	1	1	0	395	Frame_Shift_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
ESCO1	ENSG00000141446.11	1	1	1	1	0	439	Frame_Shift_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
ESPNL	ENSG00000144488.15	1	1	0	0	0	934	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ESR2	ENSG00000140009.18	1	1	0	0	0	145	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ESRRG	ENSG00000196482.18	1	1	1	1	0	17	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ESYT1	ENSG00000139641.13	1	1	0	0	0	966	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
ESYT3	ENSG00000158220.14	1	1	1	1	0	317	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ETAA1	ENSG00000143971.9	1	1	1	1	0	110	Frame_Shift_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
ETV5	ENSG00000244405.8	1	1	0	0	0	491	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EXD1	ENSG00000178997.11	1	1	0	0	0	391	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EXD2	ENSG00000081177.18	1	1	0	0	0	334	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EXO1	ENSG00000174371.17	1	1	0	0	0	69	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EXOC6	ENSG00000138190.17	1	1	0	0	0	362	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EXOC6B	ENSG00000144036.16	1	1	0	0	0	706	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EXOC7	ENSG00000182473.22	1	1	0	0	0	102	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EYA1	ENSG00000104313.20	1	1	1	1	0	450	Frame_Shift_Ins	mutect2;pindel								0.0104166666666667	FALSE
EZHIP	ENSG00000187690.4	1	1	0	0	0	348	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
F10	ENSG00000126218.12	1	1	0	0	0	346	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
F2RL3	ENSG00000127533.4	1	1	0	0	0	33	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
F7	ENSG00000057593.14	1	1	0	0	0	72	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
F8	ENSG00000185010.15	1	1	0	0	0	1316	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FAAH2	ENSG00000165591.6	1	1	0	0	0	356	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FABP4	ENSG00000170323.9	1	1	0	0	0	126	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FADS1	ENSG00000149485.19	1	1	0	0	0	432	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FADS3	ENSG00000221968.9	1	1	0	0	0	249	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAF1	ENSG00000185104.20	1	1	1	1	0	144	Frame_Shift_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
FAF2	ENSG00000113194.13	1	1	0	0	0	227	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FAIM	ENSG00000158234.12	1	1	0	0	0	64	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM107B	ENSG00000065809.13	1	1	0	0	0	75	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FAM111A	ENSG00000166801.16	1	1	1	1	0	490	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM114A2	ENSG00000055147.19	1	1	0	0	0	394	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM120B	ENSG00000112584.14	1	1	0	0	0	427	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM120C	ENSG00000184083.12	1	1	0	0	0	739	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM124A	ENSG00000150510.17	1	1	0	0	0	156	Missense_Mutation	mutect2;varscan2								0.0104166666666667	FALSE
FAM126B	ENSG00000155744.9	1	1	0	0	0	347	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM131A	ENSG00000175182.15	1	1	0	0	0	313	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM133A	ENSG00000179083.6	1	1	0	0	0	154	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM13B	ENSG00000031003.10	1	1	0	0	0	895	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM149A	ENSG00000109794.13	1	1	0	0	0	509	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM153B	ENSG00000182230.12	1	1	0	0	0	76	Missense_Mutation	mutect2;varscan2								0.0104166666666667	FALSE
FAM160A2	ENSG00000051009.11	1	1	0	0	0	663	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM166B	ENSG00000215187.12	1	1	0	0	0	91	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM167B	ENSG00000183615.6	1	1	0	0	0	52	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FAM170A	ENSG00000164334.15	1	1	0	0	0	271	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM171B	ENSG00000144369.13	1	1	0	0	0	272	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM184A	ENSG00000111879.20	1	1	0	0	0	989	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM199X	ENSG00000123575.9	1	1	0	0	0	306	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM200A	ENSG00000221909.3	1	1	0	0	0	72	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM20B	ENSG00000116199.12	1	1	0	0	0	335	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM217A	ENSG00000145975.15	1	1	0	0	0	98	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM219B	ENSG00000178761.15	1	1	0	0	0	91	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM220A	ENSG00000178397.13	1	1	0	0	0	17	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM3D	ENSG00000198643.7	1	1	1	1	0	49	Splice_Site	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM43B	ENSG00000183114.8	1	1	0	0	0	35	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM71A	ENSG00000162771.8	1	1	0	0	0	195	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM71B	ENSG00000170613.4	1	1	0	0	0	102	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM71C	ENSG00000180219.2	1	1	0	0	0	47	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FAM83B	ENSG00000168143.9	1	1	0	0	0	196	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM83E	ENSG00000105523.3	1	1	0	0	0	216	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM83F	ENSG00000133477.17	1	1	1	1	0	406	Frame_Shift_Ins	mutect2;pindel;varscan2								0.0104166666666667	FALSE
FAM91A1	ENSG00000176853.16	1	1	0	0	0	159	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM9A	ENSG00000183304.10	1	1	1	1	0	277	Splice_Site	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAM9B	ENSG00000177138.17	1	1	0	0	0	119	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FANCA	ENSG00000187741.15	1	1	0	0	0	940	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FANCB	ENSG00000181544.15	1	1	0	0	0	542	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FANCF	ENSG00000183161.6	1	1	0	0	0	109	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FANCM	ENSG00000187790.11	1	1	0	0	0	383	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAR1	ENSG00000197601.13	1	1	0	0	0	443	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FARSA	ENSG00000179115.11	1	1	1	1	0	95	Frame_Shift_Ins	mutect2;pindel;varscan2								0.0104166666666667	FALSE
FASLG	ENSG00000117560.8	1	1	1	1	0	155	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FASN	ENSG00000169710.9	1	1	0	0	0	2476	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FASTK	ENSG00000164896.20	1	1	0	0	0	48	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FATE1	ENSG00000147378.11	1	1	0	0	0	26	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FAXC	ENSG00000146267.12	1	1	0	0	0	352	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FBF1	ENSG00000188878.19	1	1	0	0	0	691	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FBH1	ENSG00000134452.20	1	1	0	0	0	424	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FBLN2	ENSG00000163520.14	1	1	0	0	0	1109	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FBXL13	ENSG00000161040.16	1	1	0	0	0	677	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FBXL16	ENSG00000127585.12	1	1	0	0	0	169	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FBXL22	ENSG00000197361.8	1	1	0	0	0	32	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FBXL6	ENSG00000182325.11	1	1	0	0	0	347	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FBXL7	ENSG00000183580.10	1	1	0	0	0	198	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FBXO11	ENSG00000138081.21	1	1	1	1	0	732	Frame_Shift_Ins	mutect2;pindel								0.0104166666666667	FALSE
FBXO21	ENSG00000135108.15	1	1	0	0	0	511	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FBXO40	ENSG00000163833.8	1	1	0	0	0	337	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FBXO41	ENSG00000163013.12	1	1	0	0	0	622	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FBXO47	ENSG00000204952.3	1	1	0	0	0	435	In_Frame_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
FBXO9	ENSG00000112146.17	1	1	0	0	0	370	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FCAMR	ENSG00000162897.16	1	1	0	0	0	74	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FCGR3A	ENSG00000203747.12	1	1	0	0	0	56	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FCGR3B	ENSG00000162747.12	1	1	0	0	0	174	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FCHSD2	ENSG00000137478.15	1	1	0	0	0	170	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FCN2	ENSG00000160339.16	1	1	0	0	0	262	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FCRL1	ENSG00000163534.15	1	1	0	0	0	118	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FCRL5	ENSG00000143297.19	1	1	0	0	0	348	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FCRL6	ENSG00000181036.14	1	1	0	0	0	5	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FCSK	ENSG00000157353.17	1	1	0	0	0	1008	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FDFT1	ENSG00000079459.13	1	1	0	0	0	65	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FEM1B	ENSG00000169018.6	1	1	0	0	0	192	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FEM1C	ENSG00000145780.8	1	1	0	0	0	469	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FER1L5	ENSG00000249715.12	1	1	0	0	0	1849	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FERMT1	ENSG00000101311.16	1	1	0	0	0	463	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FEZ1	ENSG00000149557.14	1	1	0	0	0	186	In_Frame_Del	pindel;varscan2								0.0104166666666667	FALSE
FFAR3	ENSG00000185897.7	1	1	0	0	0	40	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FGD2	ENSG00000146192.15	1	1	0	0	0	382	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FGD4	ENSG00000139132.14	1	1	0	0	0	248	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FGD6	ENSG00000180263.14	1	1	0	0	0	1373	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FGF13	ENSG00000129682.16	1	1	0	0	0	167	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FGF14	ENSG00000102466.16	1	1	0	0	0	60	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FGF5	ENSG00000138675.16	1	1	0	0	0	108	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FGFR4	ENSG00000160867.15	1	1	0	0	0	171	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FGL1	ENSG00000104760.17	1	1	0	0	0	110	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FHIT	ENSG00000189283.10	1	1	1	1	0	84	Splice_Site	muse;mutect2;varscan2								0.0104166666666667	FALSE
FIG4	ENSG00000112367.12	1	1	1	1	0	774	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FIGNL1	ENSG00000132436.11	1	1	0	0	0	449	Missense_Mutation	mutect2;varscan2								0.0104166666666667	FALSE
FILIP1	ENSG00000118407.15	1	1	0	0	0	409	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FILIP1L	ENSG00000168386.18	1	1	0	0	0	864	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FIP1L1	ENSG00000145216.16	1	1	0	0	0	87	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FITM1	ENSG00000139914.6	1	1	0	0	0	102	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FKBP4	ENSG00000004478.8	1	1	0	0	0	225	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FKBP5	ENSG00000096060.15	1	1	0	0	0	99	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FKBP7	ENSG00000079150.18	1	1	1	1	0	223	Nonstop_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FLAD1	ENSG00000160688.19	1	1	0	0	0	220	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FLCN	ENSG00000154803.13	1	1	0	0	0	350	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FLG2	ENSG00000143520.6	1	1	0	0	0	1105	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FLI1	ENSG00000151702.17	1	1	0	0	0	217	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FLNA	ENSG00000196924.19	1	1	1	1	0	1042	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FLNB	ENSG00000136068.15	1	1	0	0	0	513	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FLRT1	ENSG00000126500.3	1	1	0	0	0	596	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FLRT3	ENSG00000125848.10	1	1	0	0	0	614	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FLT3LG	ENSG00000090554.13	1	1	1	1	0	74	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FLVCR1	ENSG00000162769.13	1	1	0	0	0	471	Splice_Region	muse;mutect2;varscan2								0.0104166666666667	FALSE
FLVCR2	ENSG00000119686.10	1	1	0	0	0	28	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FMO3	ENSG00000007933.13	1	1	0	0	0	460	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FMO4	ENSG00000076258.10	1	1	0	0	0	377	Missense_Mutation	muse;varscan2								0.0104166666666667	FALSE
FMOD	ENSG00000122176.12	1	1	1	1	0	310	Frame_Shift_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
FNBP1	ENSG00000187239.17	1	1	0	0	0	291	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FNDC8	ENSG00000073598.6	1	1	0	0	0	278	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FOCAD	ENSG00000188352.12	1	1	0	0	0	1612	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FOLR1	ENSG00000110195.14	1	1	0	0	0	128	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FOLR3	ENSG00000110203.9	1	1	0	0	0	130	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FOXA3	ENSG00000170608.3	1	1	0	0	0	308	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FOXB2	ENSG00000204612.1	1	1	0	0	0	94	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FOXC1	ENSG00000054598.9	1	1	0	0	0	98	In_Frame_Del	pindel;varscan2								0.0104166666666667	FALSE
FOXD2	ENSG00000186564.6	1	1	0	0	0	195	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FOXD4L5	ENSG00000204779.2	1	1	0	0	0	280	Missense_Mutation	mutect2;varscan2								0.0104166666666667	FALSE
FOXD4L6	ENSG00000273514.1	1	1	0	0	0	288	Missense_Mutation	mutect2;varscan2								0.0104166666666667	FALSE
FOXF1	ENSG00000103241.7	1	1	0	0	0	133	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FOXJ2	ENSG00000065970.9	1	1	0	0	0	152	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FOXL2NB	ENSG00000206262.9	1	1	0	0	0	109	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FOXN2	ENSG00000170802.16	1	1	0	0	0	265	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FOXO1	ENSG00000150907.10	1	1	0	0	0	332	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FOXP2	ENSG00000128573.26	1	1	1	1	0	668	Splice_Site	muse;mutect2;varscan2								0.0104166666666667	FALSE
FOXP3	ENSG00000049768.16	1	1	0	0	0	369	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FOXR2	ENSG00000189299.7	1	1	0	0	0	119	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FOXRED2	ENSG00000100350.15	1	1	0	0	0	116	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FRAS1	ENSG00000138759.19	1	1	0	0	0	3804	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FRAT1	ENSG00000165879.9	1	1	0	0	0	216	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FREM1	ENSG00000164946.20	1	1	0	0	0	1919	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FRG2C	ENSG00000172969.7	1	1	0	0	0	232	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FRMD3	ENSG00000172159.16	1	1	0	0	0	149	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FRMPD1	ENSG00000070601.10	1	1	0	0	0	558	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FRMPD3	ENSG00000147234.10	1	1	0	0	0	321	Missense_Mutation	muse;varscan2								0.0104166666666667	FALSE
FRMPD4	ENSG00000169933.16	1	1	0	0	0	624	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FRRS1	ENSG00000156869.14	1	1	0	0	0	118	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FRS3	ENSG00000137218.10	1	1	0	0	0	430	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
FSD1	ENSG00000105255.11	1	1	0	0	0	377	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FSHR	ENSG00000170820.12	1	1	0	0	0	42	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FSTL4	ENSG00000053108.17	1	1	1	1	0	1	Translation_Start_Site	muse;mutect2								0.0104166666666667	FALSE
FTH1	ENSG00000167996.16	1	1	0	0	0	17	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
FTSJ3	ENSG00000108592.17	1	1	1	1	0	97	Frame_Shift_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
FUCA2	ENSG00000001036.14	1	1	0	0	0	125	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
